"Unc00re8","Unc018j2","Unc58370","GV2Pseu5","Unc003tx","Unc56563","F1NS1036","Unc05ssb","Unc04zvf","Unc59236","UncCl489","Unc010jp","Unc36521","UncO7791","Unc00a9i","Unc01w4h","Unc00mrp","UncO6496","Unc40572","Unc02lzj","UncO6120","Unc02f9r","G9KS1076","GF3Sang7","Unc03dvp","Unc05bd1","Unc03f5u","Unc04ri8","UncB2490","Unc055ix","Unc69508","Unc39912","Unc01p12","Unc015db","UncO7042","UncO6861","GWMAdo11","Unc052sp","Unc0137f","Unc01n5f","Unc00ldp","Unc03u8h","GG7Cop16","Unc94574","Unc04y3m","Unc00z5u","Unc021us","Unc03exo","Unc02o1s","GHQBrach","UncTer61","HQ1Spe60","Unc013ok","Unc71265","Unc01iri","H9MBac20","Unc019hw","Unc05quh","H0LCorp2","Unc053aw","Unc057li","Unc05768","Unc05quo","Unc01bfz","Gt8Me241","Unc21180","Unc002el","Unc00cq3","GV2Spe54","Unc054am","Unc02ruj","Gt8Me197","Unc57731","Unc01nqn","Unc99918","Unc89581","Unc0317w","UncAna95","Mx8Bact3","Unc94755","Unc02j5b","Unc57758","Unc056wq","Unc21606","Unc01t8m","FNWNL294","Unc056qn","F1NAe698","FU3Spe44","Unc91094","Unc00kv7","S53Therm","Unc01ie9","Unc04hvv","Unc44355","H0BCorr7","UncO2214","Unc03rga","Unc052lg","RbuSp395","Unc024ne","FNWNL411","Unc05eti","Unc02m8q","Unc04shn","HJZIndis","Unc022vh","Unc054vi","Gt8Me128","Unc052dz","VeeSpec9","HFOSpec6","Unc02mlm","Unc02q6j","Unc006la","Unc0100q","GFQLact9","Unc94497","Unc01c0q","Unc19563","IreBac57","Unc99751","Unc002vf","UncSta97","UncC1868","Unc05m2s","UncO2247","Unc03iyy","Unc05m8w","Unc01220","UncO6479","Unc053gf","Unc55486","Unid1952","Unc75688","G9ZRupe2","Unc050mf","UncO4779","LcbSak39","Unc02j2d","UncO6361","Unc056wt","Unc025rd","Unc038bu","CsrSp463","Unc91193","UncO6106","Unc38154","Unc031wu","Unc029p5","Unc02hhf","Unc02p9p","Unid2117","Unc00v7p","Unc0402j","Unc02v3h","Unc03xpn","Unc054uj","Unc91427","Unc01c0o","ISXSp105","GHQLimo9","Unc81011","Unc01pk4","Unc00mga","GFUMa342","Unc55881","Unc00bms","UncE6774","Rm0Bac17","Unc05oic","FNWNL448","GX7Fr128","GHQSulci","GHQSpe52","Unc036lf","Unc05i7p","Unc65343","Unc04zq9","Unc027v0","Unc01i5a","Unc39082","Unc62424","Unc00ak4","Unc71175","Unc01w9w","Unc04zlo","Unc01hjq","Unc03u2r","SlmBulb2","Unc05m27","Unc48286","Unc02jcp","Unc92642","Unc02j5n","F8IConc2","I88Mits3","Unc05irm","Unc64978","UncO1674","Unc03b0p","Unc04hf4","Gt8Met60","Unc05mrd","Unc04f12","Unc054m4","Unc03j0p","Unc025cz","I97Lenta","UncGranu","Unc02zd0","Unc02irl","Unc02lj0","Unc010xg","Unc03y4v","H9MBac19","Unide146","Unc05o9h","Unc91512","UncO9844","Unc84292","Unc91440","Unc01ll8","UncM5880","I1FDiver","Unc00t43","Unc81236","Unc00f0g","Unc36622","Unc05d9k","Unc01w0v","Rm0Bac15","I52Minu3","Unc91005","CsrNeon2","Unc93973","Unc03uw6","A6BStoq4","Unc0120x","Unc01277","Unc05mei","Unc04443","Unc00m3k","Unc05olb","Unc0163x","Unc02mpn","Unc86145","Unc02ysz","Unc81447","Unc05mdx","UncO8782","G7WHuG28","Unc38399","HfnAlv51","Unc01e6u","Unc019wl","Unc85953","Unc57013","Unc04x9p","Unc02ee9","Unc97262","Unc03evh","Unc01f0v","H4SFili3","UncCl291","GJFBac89","Unc60150","Unc0571u","Unc058de","UncG3786","Gt8Met45","Unc01qt1","UncO8895","Unc01nzf","Unc0195f","Unc00xi0","GW6Spe33","HQVSpec3","Unc01w4o","Unc64172","Unc022fm","Unc04zd2","Unc00y95","UncO5332","Unc0033e","H6ZCacca","HQDYunn7","GH8Micro","Od8Spla3","Unc057b2","Unc055sp","UncOr772","Unc0183e","Unc0546e","Unc05nru","Unc00rvu","Unc03433","Unc009tj","Unc02eb1","Unc01505","UncRumi6"
0,0,0,0,0,0,0,86,0,0,0,0,4,305,7,0,138.25,0,0,0,186,502.25,0,0,0,8,0,0,14,30,28,0,0,53,0,0,73.5,249,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,518,0,0,0,0,570,0,0,0,0,0,14,183.75,0,0,0,0,0,0,24,0,0,0,0,0,1128,0,0,0,0,0,20,1.75,0,0,46,1354,0,430,0,0,2,0,0,10,0,0,0,0,0,0,0,308,992,0,0,0,0,0,326,0,0,0,0,105,9,20,0,1,2,167,0,0,0,0,0,0,10.5,0,0,0,0,1.75,0,0,0,2,0,0,0,0,0,0,1,0,0,4,131.25,62,0,0,0,0,0,0,59,0,0,0,323,0,0,0,0,0,0,0,0,1958,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,2,196,2,0,0,0,0,0,0,0,0,0,0,0,135,8,0,0,1,0,0,0,0,0,46,0,217,0,675,0,0,0,0,0,0,0,0,0,118,0,468,0,0,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,314,0,0,0,0,0,3.5,0,0,0,0,0,0,2,0,0,0,0,0,627,0,0,658,0,3,0,3.5,18,0,4415,0,0,490,0,0,0,0,0,34,146,0,0,0,0,15,44,14,0,0,206,0
0,0,0,0,12,0,1.75,49,0,0,0,0,6,708,10,0,0,0,0,0,232,124.25,0,0,0,4186,0,0,13,1,12,0,0,135,0,0,21,429,0,0,0,0,0,103,0,28,0,0,0,0,0,0,0,0,49,2,0,0,0,135,2,0,1,0,0,0,206.5,0,0,0,0,0,0,55,0,0,0,0,6,128,0,0,504,0,35,0,0,0,0,38,0,31.5,0,0,0,6,0,0,675,0,0,0,0,0,3,0,691.25,4101,0,0,0,0,0,150,0,2,0,0,148,0,0,0,0,1,64,78,0,0,4,0,100,446.25,0,0,0,0,143.5,0,0,0,0,0,0,0,0,0,0,0,0,173,32,0,6,0,0,0,0,1,0,47,0,0,0,0,0,0,0,8,0,0,0,0,0,0,22,0,0,0,129,0,0,0,0,0,1,0,0,0,0,0,0,10.5,0,0,0,0,0,0,3,0,0,0,0,0,0,2,5.25,0,0,1,0,290.5,0,6,62,4,120.75,75,2,0,0,0,0,0,0,0,0,0,444,0,412,0,0,24,0,0,0,0,0,0,20,0,0,0,0,0,1.75,0,0,0,0,0,39,0,39,0,0,0,14,253,0,0,0,5,0,0,0,0,4,834,0,10.5,160,0,4,0,0,0,0,2023,0,0,761,0,0,0,5.25,0,0,12,0,0,0,0,22,0,3.5,0,0,33,0
0,0,0,0,0,0,0,0,1,0,0,0,0,133,2,0,0,0,0,0,96,7,0,0,0,2,0,0,16,0,1752,0,0,1,0,0,14,10,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1.75,0,0,320,14,1.75,0,0,0,10,0,0,2,0,0,0,0,0,35,0,0,0,0,81,4,0,0,0,18,356,7,332,0,0,0,0,0,1,0,0,0,0,0,3,0,3.5,3061,0,0,0,0,0,4,0,0,0,0,24,2,0,0,0,0,39,0,0,0,0,2,0,295.75,0,0,0,0,14,0,0,0,60,0,0,0,0,0,3.5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,0,25,0,0,0,0,3,0,0,0,0,0,0,38,0,0,0,0,0,0,52.5,2,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,1,25,0,0,0,0,0,0,33.25,35,831,0,0,0,0,0,0,0,0,0,1,0,34,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,158,0,0,0,10,2,1.75,0,0,0,2,0,0,0,0,0,0,0,0,68,0,0,412,0,0,0,0,1,9,1336,0,0,2,0,0,0,0,0,1,58,0,0,0,0,72,0,1.75,0,0,33,0
0,0,0,0,0,0,0,19,0,0,0,0,0,0,7,0,0,0,0,0,22,232.75,0,0,1,2062,0,0,51,0,374,0,0,177,0,0,17.5,384,0,0,0,0,0,27,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,1.75,0,0,0,0,299.25,0,0,222,12,0,0,0,0,0,0,0,0,47,0,0,154,0,3,0,0,0,0,180,0,71.75,0,0,0,0,0,0,916,0,0,10.5,0,0,0,0,0,3556,0,65,0,0,0,0,0,0,0,0,43,1,0,0,0,0,44,0,0,0,0,0,0,127.75,0,0,0,0,31.5,0,0,0,0,0,0,0,0,0,113.75,0,0,0,38,3.5,2,0,0,0,0,0,5,0,62,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,5,97,16,0,0,0,0,11,0,0,0,22,0,0,183.75,0,0,2,0,0,0,0,0,0,0,0,1,356,582,0,0,0,0,0,0,4,2,40,0,190.75,5,0,4,0,52.5,0,0,0,0,0,0,33,0,562,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,10.5,1,0,40,0,0,0,12,0,10,0,0,0,0,0,0,0,183,7,4,1.75,88,0,0,0,5.25,0,4,363,0,0,166,0,0,0,0,0,40,26,0,0,0,0,132,2,0,0,0,56,0
0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,35,0,1590,0,0,35,7,192,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,2,0,0,0,0,0,3.5,57,0,0,24,0,0,0,0,0,78.75,0,0,0,0,0,234,0,0,0,0,0,0,0,2,1.75,0,0,0,0,0,0,1,57,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,63,0,0,1.75,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1169,0,5,0,0,0,0,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.25,0,0,0,0
0,0,0,0,0,0,57.75,0,0,0,0,0,0,0,6,0,0,0,0,0,0,21,0,0,0,4402,0,0,22,16,0,0,0,100,0,0,115.5,0,0,0,0,0,0,0,0,960,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,540.75,0,0,0,90,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,105,0,0,12,0,5.25,99,0,0,0,0,0,0,0,0,49,0,0,0,0,0,83,0,0,0,0,0,0,0,2,0,0,71,0,0,0,0,2,128,66,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,0,0,1,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.25,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,8,0,0,5,14,0,0,0,1,0,0,0,0,0,0,2,0,0,48,0,0,0,0,300,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,20,1.75,0,0,27,0,0,0,0,0,0,0,0,0,1760,0,0,1234,0,0,0,0,0,0,326,0,0,447,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,18,0
0,0,4,1,0,0,1.75,12,0,0,0,0,0,43,23,0,0,0,0,0,0,0,0,11,0,1268,0,0,17,12,50,0,0,18,0,0,311.5,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,128,0,0,0,0,0,0,1447.25,6,0,0,0,0,0,0,0,0,0,0,6,95,0,0,28,2,0,0,0,0,0,7,0,110.25,381,0,0,6,0,1,0,0,0,7,0,0,1,0,0,8106,0,0,0,0,0,46,0,0,0,3,244,1,4,0,0,2,103,738,0,0,0,0,28,24.5,0,3,0,34,225.75,0,0,0,18,0,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,7,0,6,8,1.75,0,1,0,0,0,0,656,0,0,0,0,0,0,0,0,0,0,0,0,199.5,1,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,1,1,0,0,0,2,27,0,187.25,0,64,0,0,0,0,0,0,0,0,0,55,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1.75,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,33,0,0,221,7,0,0,0,0,0,22,0,73.5,67,0,0,0,0,0,0,17,0,0,0,0,0,0,7,0,0,46,0
10,1.75,0,0,0,4,10.5,0,0,1,2,0,6,0,5,0,0,1,0,0,136,92.75,0,1,0,5258,0,0,6,16,838,0,77,53,0,0,120.75,12,2,0,0,14,0,192,1,274,175,9,1,0,26,164.5,0,1,0,0,0,0,0,60,0,0,0,1,0,0,50.75,0,2,0,108,0,2,42,0,0,0,0,0,16,0,3.5,12,1,1388,6,267.75,0,0,129,0,5.25,3,0,0,2,0,0,129,0,0,0,0,6,4,0,1.75,208,0,0,0,0,0,459,3,0,0,2,122,1,0,0,0,5,666,0,0,19,13,0,60,371,35,2,0,32,21,0,0,0,18,0,0,0,107,0,50.75,0,0,4,50,0,8,9,3,0,0,0,0,33,0,1.75,0,0,0,0,3.5,0,0,18,8,0,1,0,0,0,14,11,617,0,0,3.5,0,0,17,0,0,2,0,0,0,190.75,3,11,0,0,0,0,0,0,0,0,0,1,0,14,10.5,0,0,5,2,0,0,4,12,0,218.75,24,2,0,2,12.25,0,0,0,14,0,0,69,0,270,1.75,0,99,0,8,8.75,0,0,13,10,0,0,0,2,4,0,0,0,0,14,5.25,18,0,22,20,1.75,9,31,8,0,0,0,0,55,0,0,0,22,27,0,110.25,722,0,1,6,0,4,22,3402,2,0,279,0,0,0,0,0,29,81,0,0,1,0,122,0,1.75,0,0,70,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.25,0,0,0,2318,0,0,3,0,0,0,0,14,0,0,38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,31.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.75,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43,0,0,3,0,0,0,0,0,2,658,0,0,95,0,0,0,0,0,0,3,0,0,0,0,0,0,1.75,0,0,29,0
0,1.75,0,0,0,0,1.75,2,0,0,28,0,1,1,9,0,14,0,0,0,48,47.25,1,0,0,3280,5.25,0,294,69,412,0,0,17,11,0,7,207,0,0,0,0,0,47,0,138,379.75,4,12,0,4,0,0,0,4,2,0,0,0,246,8,3.5,2,261,0,88,1100.75,0,44,191,22,5.25,12,3,0,0,0,0,1,210,0,5.25,16,0,19,20,1.75,0,0,14,0,108.5,1,0,0,0,0,0,10,0,4,0,0,3,2,0,397.25,923,0,54,0,5.25,0,8,0,0,0,3,256,1,0,0,0,269,18,0,0,0,0,1,8,68.25,0,6,0,2,1475.25,0,0,0,0,0,0,0,0,0,94.5,1,1,0,18,0,2,6,2,0,26.25,1,0,14,2,0,4,616,0,0,36.75,0,0,2,40,0,1,0,0,0,0,122,272,5,0,0,0,0,9,0,0,0,249,32,0,91,1,0,26,4,0,0,0,1656,0,3.5,0,3183,690,542,10.5,0,0,21,0,0,5,6,2,2,173.25,44,86,4,240,45.5,16,0,0,0,7,0,29,5,44,3.5,0,507,0,0,10.5,8,0,35,0,0,0,0,0,0,1.75,2,0,0,0,8.75,4,1,33,762,45.5,0,2,5,10,0,0,13,0,0,50.75,1873,312,5172,38,1.75,185,0,8,0,1.75,11,1,2,0,0,50,0,0,0,1.75,0,6,22,0,0,0,10,8,0,3.5,0,0,62,0
