"Unc00re8","Unc018j2","Unc58370","GV2Pseu5","Unc003tx","Unc56563","F1NS1036","Unc05ssb","Unc04zvf","Unc59236","UncCl489","Unc010jp","Unc36521","UncO7791","Unc00a9i","Unc01w4h","Unc00mrp","UncO6496","Unc40572","Unc02lzj","UncO6120","Unc02f9r","G9KS1076","GF3Sang7","Unc03dvp","Unc05bd1","Unc03f5u","Unc04ri8","UncB2490","Unc055ix","Unc69508","Unc39912","Unc01p12","Unc015db","UncO7042","UncO6861","GWMAdo11","Unc052sp","Unc0137f","Unc01n5f","Unc00ldp","Unc03u8h","GG7Cop16","Unc94574","Unc04y3m","Unc00z5u","Unc021us","Unc03exo","Unc02o1s","GHQBrach","UncTer61","HQ1Spe60","Unc013ok","Unc71265","Unc01iri","H9MBac20","Unc019hw","Unc05quh","H0LCorp2","Unc053aw","Unc057li","Unc05768","Unc05quo","Unc01bfz","Gt8Me241","Unc21180","Unc002el","Unc00cq3","GV2Spe54","Unc054am","Unc02ruj","Gt8Me197","Unc57731","Unc01nqn","Unc99918","Unc89581","Unc0317w","UncAna95","Mx8Bact3","Unc94755","Unc02j5b","Unc57758","Unc056wq","Unc21606","Unc01t8m","FNWNL294","Unc056qn","F1NAe698","FU3Spe44","Unc91094","Unc00kv7","S53Therm","Unc01ie9","Unc04hvv","Unc44355","H0BCorr7","UncO2214","Unc03rga","Unc052lg","RbuSp395","Unc024ne","FNWNL411","Unc05eti","Unc02m8q","Unc04shn","HJZIndis","Unc022vh","Unc054vi","Gt8Me128","Unc052dz","VeeSpec9","HFOSpec6","Unc02mlm","Unc02q6j","Unc006la","Unc0100q","GFQLact9","Unc94497","Unc01c0q","Unc19563","IreBac57","Unc99751","Unc002vf","UncSta97","UncC1868","Unc05m2s","UncO2247","Unc03iyy","Unc05m8w","Unc01220","UncO6479","Unc053gf","Unc55486","Unid1952","Unc75688","G9ZRupe2","Unc050mf","UncO4779","LcbSak39","Unc02j2d","UncO6361","Unc056wt","Unc025rd","Unc038bu","CsrSp463","Unc91193","UncO6106","Unc38154","Unc031wu","Unc029p5","Unc02hhf","Unc02p9p","Unid2117","Unc00v7p","Unc0402j","Unc02v3h","Unc03xpn","Unc054uj","Unc91427","Unc01c0o","ISXSp105","GHQLimo9","Unc81011","Unc01pk4","Unc00mga","GFUMa342","Unc55881","Unc00bms","UncE6774","Rm0Bac17","Unc05oic","FNWNL448","GX7Fr128","GHQSulci","GHQSpe52","Unc036lf","Unc05i7p","Unc65343","Unc04zq9","Unc027v0","Unc01i5a","Unc39082","Unc62424","Unc00ak4","Unc71175","Unc01w9w","Unc04zlo","Unc01hjq","Unc03u2r","SlmBulb2","Unc05m27","Unc48286","Unc02jcp","Unc92642","Unc02j5n","F8IConc2","I88Mits3","Unc05irm","Unc64978","UncO1674","Unc03b0p","Unc04hf4","Gt8Met60","Unc05mrd","Unc04f12","Unc054m4","Unc03j0p","Unc025cz","I97Lenta","UncGranu","Unc02zd0","Unc02irl","Unc02lj0","Unc010xg","Unc03y4v","H9MBac19","Unide146","Unc05o9h","Unc91512","UncO9844","Unc84292","Unc91440","Unc01ll8","UncM5880","I1FDiver","Unc00t43","Unc81236","Unc00f0g","Unc36622","Unc05d9k","Unc01w0v","Rm0Bac15","I52Minu3","Unc91005","CsrNeon2","Unc93973","Unc03uw6","A6BStoq4","Unc0120x","Unc01277","Unc05mei","Unc04443","Unc00m3k","Unc05olb","Unc0163x","Unc02mpn","Unc86145","Unc02ysz","Unc81447","Unc05mdx","UncO8782","G7WHuG28","Unc38399","HfnAlv51","Unc01e6u","Unc019wl","Unc85953","Unc57013","Unc04x9p","Unc02ee9","Unc97262","Unc03evh","Unc01f0v","H4SFili3","UncCl291","GJFBac89","Unc60150","Unc0571u","Unc058de","UncG3786","Gt8Met45","Unc01qt1","UncO8895","Unc01nzf","Unc0195f","Unc00xi0","GW6Spe33","HQVSpec3","Unc01w4o","Unc64172","Unc022fm","Unc04zd2","Unc00y95","UncO5332","Unc0033e","H6ZCacca","HQDYunn7","GH8Micro","Od8Spla3","Unc057b2","Unc055sp","UncOr772","Unc0183e","Unc0546e","Unc05nru","Unc00rvu","Unc03433","Unc009tj","Unc02eb1","Unc01505","UncRumi6"
0,0,0,0,0,0,1.5,0,0,0,3,0,0,0,14,0,0,0,1,0,0,83,0,0,0,8383,0,0,294,120,1,0,0,37,0,0,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,47,0,0,0,0,40,2.5,0,0,0,0,3,0,0,0,52,20,0,0,49,0,0.5,20,0,0,0,0,0,248,0,0,148,0,0,1,0,0,2346,0,0,0,0,0,90,0,83,0,23,282,0,0,0,0,1,290,0,0,0,0,0,0,0,0,0,0,0,733,7,0,0,1094,0,2,0,0,0,0,0,0,0,61,6,8,89,0,0,0,0,0,9,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,9,0,0,0,0,0,0,40,69,18,0,0,0,0,0,31,0,2,0,0,0,0,0.5,0,2,9,0,0,0,0,60,2,0,91,1349,0,1,0,0,0,0,2,0,0,14,0,4,0,0,118,0,0,4.5,0,0,6,0,0,0,0,15,22,0,0,0,0,0,0,0,0,0,17,9,0,0,16,0,0,0,10,22,0,0,0,5,8,0,0,894,0,3,0,0,0,11,20,0,0,24,0,0,55,0,0,0,5,0,0,0,0,37,0,14,0,0,425,0
0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5620,0,0,22,23,0,0,0,334,0,0,24.5,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,2,0,188,0,238,0,0,71,0,28.5,23,0,0,0,0,0,107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,455,0,5,0,0,4,339,0,0,0,0,0,0,9.5,0,7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,129,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,75,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,5,0,0,0,0,49,0,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,4,0,0,0,0,0,506,0,0,576,0,0,0,0,0,0,5311,0,0,519,0,0,0,0,0,0,0,0,0,0,0,102,0,10,0,0,404,0
0,0,0,0,0,0,19,4,0,0,0,0,0,1,116,0,0,0,0,0,42,9,0,0,0,409,0,0,251,0,0,0,0,24,0,0,5.5,1,0,0,2,0,0,26,3,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0,0,0,0,5,0,2,13,19,0,0,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,46,1,8,2680,0,0,0,0,0,4,0,0,0,0,0,0,0,0,319,0,0,0,0,0,32,0,0,0,0,59,7,0,0,0,20,192,0,0,0,0,0,10,1,0,0,0,70,471.5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19.5,48,0,0,0,0,0,0,19,0,0,0,0,0,0,0,52,0,0,0,0,35,0,0,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,26,0,0,4,0,1.5,0,0,0,0,0,0,245,0,52,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,106,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,17,0,0,0,0,0,0.5,0,0,697,0,0,136,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,24,0
0,0,0,0,0,0,1,2,0,0,0,0,3,0,41,0,7,1,0,0,2,3.5,0,27,0,1,1.5,0,73,157,0,0,0,32,0,0,19.5,167,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,38,0,0,0,0,4,0,0,0,0,0,1,86.5,0,0,0,16,0,0,0,0,0,0,8,0,18,0,0,447,0,47,148,6.5,0,0,6,0,28.5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3661,0,0,0,0,0,141,0,1,0,0,163,0,0,0,0,15,46,0,0,0,2,0,0,9,0,1,0,0,138.5,2,28,0,710,0,0,0,0,0,47,0,0,3,2,0.5,0,0,0,0,0,0,0,24,0,0,0,219,0,0,0,0,0,0,2,0,1,0,0,0,0,6,0,0,10,0,5,0,9,0,0,0,0,0,0,30.5,1,0,0,0,0,0,0,0,0,0,0,36,0,92,14.5,0,1,21,0,0,0,0,1,1,19,27,678,0,573,2.5,0,0,0,1,0,0,3,0,1,0.5,0,1,0,0,10,0,0,940,0,0,0,0,0,0,0,0,0,0,0,1,11,0,147,4,1.5,0,0,0,2,0,0,16,2,0,0,0,0,9,0,0,838,3,35,0,0.5,1,2,285,0,0,189,0,0,0,0,1,0,0,0,0,0,0,8,0,28,0,0,18,0
0,0,0,0,0,0,0,96,0,0,0,0,0,0,45,0,0,0,0,0,0,6,0,0,0,1,0,0,88,0,135,0,0,49,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,38,0,0,0,0,0,0,28,0,0,0,92,0,0,0,0,0,0,0,0,91,0,0,11,0,114,0,1.5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,96,0,0,0,0,0,8,0,0,0,0,96,0,0,0,0,2,12,0,0,0,0,0,0,72,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4.5,0,0,0,16,26.5,0,0,1,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,429,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,0,0,3,0,4,0,28.5,199,0,0,0,0,0,0,0,2,0,0,19,0,370,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,98,0,0,0,0,0,0,0,0,0,925,0,0,25,0,0,0,0,0,0,3,0,0,96,0,0,0,0,0,0,0,0,0,0,0,7,0,0.5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,0,0,0,0,0,0,11.5,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,58.5,0,0,0,0,0,3863,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,0,0,26,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,61.5,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,2925,0,0,0,0,0,0,0,0,0,3,0,0,88,0,0,0,0,0,0,0,0,0,0,0,1,0,14.5,0,0,32,0
0,0,0,0,0,0,0,0,0,1,3,0.5,0,0,17,0,0,0,1,4,0,21,0,4,0,5303,0,0,9,2,1,0,0,155,0,0,1,2,2,0,0,0.5,0,103,0,52,0,0,0,0,1,0,0,0,7,1,0,0,0,12,1,5,0,0,0,0,28.5,0,0,0,6,0.5,0,0,0,0,0.5,0,0,2,0,0,1,1,0,0,5,0,0,16,127,0.5,64,71,0,0,0,3,17,0,0,0,0,0,2,0,16.5,283,0,0,0,0,0,78,0,0,0,2,15,0,0,0,0,12,1613,0,0,0,0,0,19,24.5,26,1,0,4,47.5,0,0,0,56,0,0,0,0,0,0.5,0,0,0,14,0,0,4,1,0,0,0,0,44,0,0,0,2,0,0,0.5,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,1,0,0,0,0,0,9,23.5,1,0,0,0,0,1,0,0,0,0,168,0,0,13,0.5,0,0,3,0,0,0,1,1,0,0,2,0,5,6,0.5,0,0,0,0,37,0,77,4,59,0,0,676,0,0,0.5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.5,1,0,2,11,3,8,1,4,1,0,4,4,0,1,0,0,3,17,1,2,2167,2,0,0,0,0,7,1303,1,1.5,210,0,0,0,0,0,45,3,0,0,0,0,90,0,9.5,0,0,24,0
0,0,0,0,0,2,0.5,33,0,4,4,0.5,0,70,26,0,0,3,0,0,17,11,1,4,2,4682,0.5,0,23,15,141,0,0,58,0,0,3,61,0,1,0,0,0,42,0,313,32,22,0,0,2,0,0,0,8,1,3,0,0,138,2,19,2,1,0,9,67,0,7,163,20,0,2,17,0,0,0.5,3,0,11,2,10.5,47,0,113,0,168.5,0,3,7,0,28.5,35,0,0,211,0,0,53,0,0,0,0,2,1,0,6.5,941,0,0,0,0.5,0,60,1,0,0,0,149,1,0,0,0,1,117,0,0,15,1,0,0,53,0,17,0,0,1,0,0,0,730,0.5,1,0,0,426,3.5,0,1,30,13,5.5,0,5,1,0,0,0,2,69,0,0,0,2,0,0,0,3,0,0,5,0,1,1,0,0,1,138,661,8,0,0,20,0,13,0,0,0,51,0,0,3,11,0,1,0,0,0,1,0,5,0,6,1,0,166,0,0,0,10,0,0,0,4,43,1,71,12,178,10,32,0.5,0,0,0,0,1,0,28,3,224,0,0,591,0,3,0.5,0,0,81,3,0,0,0,0,0,0,2,0,0,1224,1.5,10,0,3,118,0,1,20,0,17,0,1,2,0,1,0,0,0,11,0,11,52,0,0,0,0,0,10,4,1,0,306,0,0,0,0,0,88,28,0,0,1,0,7,5,0.5,68,0,149,0
0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,369,0,0,5,0,0,0,0,17,0,0,6,23,0,0,0,0,0,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1.5,0,0,0,0,0,883,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,1,15,0,0,0,0,0,12,30.5,0,0,0,0,0.5,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,27,0.5,0,96,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,271,0,0,52,0,0,0,0,0,0,351,0,0,10,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
30,1,0,1,0,0,69,0,0,0,0,0,1,0,31,0,0,0,0,0,0,0,2,2,0,5928,0,5,68,8,0,0,0,55,0,0,26,3,0,9,0,0,0,0,0,40,0,0,1,0,5,0.5,0,0,0,0,0,13,0,1,0,0.5,0,0,0,0,0,0,0,0,0,2,0,0,0,366,0,0,0,2,0,0,0,0,0,6,8,2,0,0,0,9.5,173,0,0,0,0,0,135,0,0,17.5,23,0,0,0,0,3,0,19,0,0,0,0,0,2,0,1,12,1,9,0,0,99,953,0,0,0,0,0,68,268.5,0,0,1,0,176,3,0,0,194,1,1,0,0,0,1.5,0,1,0,13,0,0,3,3,1,0,37,0,0,2,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,14,16,0,24,0,0,0,0.5,9,37,0,4,0,0,0,0,0,0,0,0,1,14,0.5,0,1,0,1,0,0,0,20,0,107.5,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,2472,15,0,0,1,3,233,0,0,0,0,1,0,0,3,0,0,0,0,34,1,5,5,1.5,0,17,2,0,0,0,6,5,0,0,0,2,1010,11,0,6660,2863,0,0,0,0,18,288,0,0,109,0,0,20,0.5,31,0,0,0,0,19,0,0,0,0.5,0,0,153,0
