"Unc00re8","Unc018j2","Unc58370","GV2Pseu5","Unc003tx","Unc56563","F1NS1036","Unc05ssb","Unc04zvf","Unc59236","UncCl489","Unc010jp","Unc36521","UncO7791","Unc00a9i","Unc01w4h","Unc00mrp","UncO6496","Unc40572","Unc02lzj","UncO6120","Unc02f9r","G9KS1076","GF3Sang7","Unc03dvp","Unc05bd1","Unc03f5u","Unc04ri8","UncB2490","Unc055ix","Unc69508","Unc39912","Unc01p12","Unc015db","UncO7042","UncO6861","GWMAdo11","Unc052sp","Unc0137f","Unc01n5f","Unc00ldp","Unc03u8h","GG7Cop16","Unc94574","Unc04y3m","Unc00z5u","Unc021us","Unc03exo","Unc02o1s","GHQBrach","UncTer61","HQ1Spe60","Unc013ok","Unc71265","Unc01iri","H9MBac20","Unc019hw","Unc05quh","H0LCorp2","Unc053aw","Unc057li","Unc05768","Unc05quo","Unc01bfz","Gt8Me241","Unc21180","Unc002el","Unc00cq3","GV2Spe54","Unc054am","Unc02ruj","Gt8Me197","Unc57731","Unc01nqn","Unc99918","Unc89581","Unc0317w","UncAna95","Mx8Bact3","Unc94755","Unc02j5b","Unc57758","Unc056wq","Unc21606","Unc01t8m","FNWNL294","Unc056qn","F1NAe698","FU3Spe44","Unc91094","Unc00kv7","S53Therm","Unc01ie9","Unc04hvv","Unc44355","H0BCorr7","UncO2214","Unc03rga","Unc052lg","RbuSp395","Unc024ne","FNWNL411","Unc05eti","Unc02m8q","Unc04shn","HJZIndis","Unc022vh","Unc054vi","Gt8Me128","Unc052dz","VeeSpec9","HFOSpec6","Unc02mlm","Unc02q6j","Unc006la","Unc0100q","GFQLact9","Unc94497","Unc01c0q","Unc19563","IreBac57","Unc99751","Unc002vf","UncSta97","UncC1868","Unc05m2s","UncO2247","Unc03iyy","Unc05m8w","Unc01220","UncO6479","Unc053gf","Unc55486","Unid1952","Unc75688","G9ZRupe2","Unc050mf","UncO4779","LcbSak39","Unc02j2d","UncO6361","Unc056wt","Unc025rd","Unc038bu","CsrSp463","Unc91193","UncO6106","Unc38154","Unc031wu","Unc029p5","Unc02hhf","Unc02p9p","Unid2117","Unc00v7p","Unc0402j","Unc02v3h","Unc03xpn","Unc054uj","Unc91427","Unc01c0o","ISXSp105","GHQLimo9","Unc81011","Unc01pk4","Unc00mga","GFUMa342","Unc55881","Unc00bms","UncE6774","Rm0Bac17","Unc05oic","FNWNL448","GX7Fr128","GHQSulci","GHQSpe52","Unc036lf","Unc05i7p","Unc65343","Unc04zq9","Unc027v0","Unc01i5a","Unc39082","Unc62424","Unc00ak4","Unc71175","Unc01w9w","Unc04zlo","Unc01hjq","Unc03u2r","SlmBulb2","Unc05m27","Unc48286","Unc02jcp","Unc92642","Unc02j5n","F8IConc2","I88Mits3","Unc05irm","Unc64978","UncO1674","Unc03b0p","Unc04hf4","Gt8Met60","Unc05mrd","Unc04f12","Unc054m4","Unc03j0p","Unc025cz","I97Lenta","UncGranu","Unc02zd0","Unc02irl","Unc02lj0","Unc010xg","Unc03y4v","H9MBac19","Unide146","Unc05o9h","Unc91512","UncO9844","Unc84292","Unc91440","Unc01ll8","UncM5880","I1FDiver","Unc00t43","Unc81236","Unc00f0g","Unc36622","Unc05d9k","Unc01w0v","Rm0Bac15","I52Minu3","Unc91005","CsrNeon2","Unc93973","Unc03uw6","A6BStoq4","Unc0120x","Unc01277","Unc05mei","Unc04443","Unc00m3k","Unc05olb","Unc0163x","Unc02mpn","Unc86145","Unc02ysz","Unc81447","Unc05mdx","UncO8782","G7WHuG28","Unc38399","HfnAlv51","Unc01e6u","Unc019wl","Unc85953","Unc57013","Unc04x9p","Unc02ee9","Unc97262","Unc03evh","Unc01f0v","H4SFili3","UncCl291","GJFBac89","Unc60150","Unc0571u","Unc058de","UncG3786","Gt8Met45","Unc01qt1","UncO8895","Unc01nzf","Unc0195f","Unc00xi0","GW6Spe33","HQVSpec3","Unc01w4o","Unc64172","Unc022fm","Unc04zd2","Unc00y95","UncO5332","Unc0033e","H6ZCacca","HQDYunn7","GH8Micro","Od8Spla3","Unc057b2","Unc055sp","UncOr772","Unc0183e","Unc0546e","Unc05nru","Unc00rvu","Unc03433","Unc009tj","Unc02eb1","Unc01505","UncRumi6"
0,0,0,0,0,0,200,0,0,0,0,0,1,0,40,0,42,0,0,0,0,454,0,0,0,1118.5,0,0,25,1,0,0,0,136,0,0,0,0,0,4,0,0,0,0,0,187.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,388,82,0,0,0,0,0,23,0,0,0,0,0,0,0,0,17,0,0,0.5,0,2,0,454,0,210,5,0,0,0.25,0,2,0,0,0,21,0,0,0,0,0,222,0,0,0,0,0,175,0,0,0,0,27,3,0,0,5,295,118,0,0,0,0,0,29.25,18,0,25,0,0,42,0,0,0,1.75,0,0,0,0,50,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,35,0,18,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,342,3,0,0,0,0,0,0,0,3.5,0,0,0,344,5,0,0,0,4,0,0,0,0,0,0,132,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,53,0,0,282,0,0,0,11,0,0,7210,0,14,1313,0,0,0,0,0,0,249,0,0,0,0,14,0,3,0,0,448,0
0,1,1,0,0,0,2,0,0,0,0,0,0,0,28,0,2,0,0,0,0,90,0,0,0,822.5,0,0,148,7,5,0,0,3,0,0,12,127,0,0,0,0,0,0,0,30.5,0,0,0,0,0,0,0,0,1,0,0,4,0,105,0,0,0,0,0,0,508,0,0,0,16.5,0,0,0,0,0,0,0,0,48,0,3,53,0,0,1.25,0,0,0,95,332,0,7,0,0,1.5,0,0,102,0,0,0,0,0,0,0,140,516,0,59,0,238,0,16,0,0,0,0,182,0,0,0,0,3,11,0,1,0,0,0,0.75,913,0,5,0,0,413,0,0,0,3,0,0,0,0,0,27,0,0,0,0,30,0,0,0,0,0,0,0,218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,8,0,0,0,0,0,0,48,0,0,0,0,0,0,0,370,0,0,0,3111,0,18.75,0,0,1,24,0,0,0,0,0,0,0,4,198,0,0,0,0,0,0,0,25,0,116,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,2,0,0,15,3,13.75,0,0,5,1,0,0,0,0,26,0,0,115,0,0,0,0,0,6,2014,0,0,124,0,0,0,0,0,0,29,0,0,0,0,0,0,1,0,0,180,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,21,0,14,0,3.5,0,0,40,0,23.25,0,0,50,0,0,17,992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,0,1.5,0,0,0,42,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3303,0,0,0.25,0,0,1,1,0.5,0,0,19,0,0,0,0,1,52,0,0,0,0,0,0,184,0,0,0,0,15,0,0,0,24.5,0,0,0,0,0,0,0,0,10,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,562,15.5,0,0,2,40,0,0,0,0,0,0,160,0,623,0,0,0,0,0,0,0,0,0,86,0,0,0,0,217,0,0,0,0,0,55,0,0,0,0,2,1.75,0,0,0,0,0,0,0,0,0,17.25,0,0,0,0,2.25,0,0,19,0,0,0,0,0,593,0,0,22,0,0,0,0,0,0,342,0,0,147,2,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,26,0
0,0,0,0,0,0,361,49,0,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,470,0,0,34,0,1.75,0,0,165,0,0,3,27,0,0,0,0,0,0,0,41.25,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,38,0,0,0,17.25,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,126,0,17,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1038,7,0,0,0,173,0,0,0,0,2,0,0,0,0,0,0,5.5,850,0,0,0,0,22,0,0,0,2.25,0,0,0,0,0,56,0,0,0,11.75,96,0,12,2,0,0,0,0,287,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,460,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,0,0,0,6,3.25,0,14,4,0,0,0,4,0,0,0,7,0,0,0,0,16,0,16,0,0,0,0,1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,2,0,4,508,0,0,0,0,124,0,0,0,0,237,0,72,242,0,1,0,0,0,0,840,0,0,256,0,0,0,0,0,13,0,0,0,0,0,0,0,28,0,0,35,0
0,0,0,0,0,0,4,18,0,0,0,1,0,0,1,0,0,1,0,0,20.75,47,0,3,0,49.5,0,0,11,1,78.25,0,0,18,0,0,1,168,0,0,0,6,0,70,0,20.5,0,2,0,0,0,0,0,0,46,0,0,0,0,65,0,0,1,0,0,0,59,0,0,0,20.25,0,0,0,0,0,0,0,0,118,0,0,33,0,152,0,0,0,0,13,0,26,1,0,0,0.25,0,0,5,0,0,0,0,0,0,0,0,50,0,0,0,0,0,39,2,0.75,0,0,27,0,0,0,0,1,19,0,0,0,0,0,0,106,0,0,0,0,1,0,0,1,1.5,0,1,0,138,0.75,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,56,0,0,0,0,0,11,0,0,0,0,0,0,35,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,3,0,97,94,240,0,0,0,0,0,0,0,0,0,6,0,9.25,0,0,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.5,5,25,0,1,0.25,0,0,9,10,0,0,0,3,0,0,0,0,0,11,0,16,59,0,0,0,0,0,4,1053,0.25,0,86,2,0,0,0,0,44,32,0,0,0,0,5,6.5,2,0,0,57,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,1,0,0,0,13,0,0,0,117.75,0,0,75,0,0,0,0,93,0,0,0,0,0,0,0,7,0,38,0,7.25,0,0,1,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,1,0,0,0,0,0,14,104,0,0,0,0,0,0,0,7,0,0,0,0,14,1,0.25,0,13,0,21,0,0,0,36,0,0,0,0,187,3,0,0,0,2,33,5.25,0,0,0,0,0,5,51,0,0,0,4257,0,0,0,0,0,0,0,169,0,9,1,0,0,1.25,0,0,13,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66,50,1,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,72,0,0.5,0,0,0,0,0,0,38,0,13,0,12,57,0,0,0,11,0,0,0,0,0,0,91,6,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,5,3.25,0,0,0,0,0,0,0,6,0,0,0,0,7,13,0,0,76,0,0,0,0,0,0,872,0.25,0,188,0,0,0,0,0,3,28,0,0,0,0,4,0,88,52,0,26,0
0,0,0,0,0,0,0,0,208,2,0,0,0,0,10,8.5,0,0,0,0,23.75,34,0,1,0,1.75,0,0,14,0,0.5,0,0,71,0,0,11,522,0,0,0,0,0,72,0,1.75,0,9,5,0,0,0,1,0,0,0.75,0,0,0,592,4.25,31,0,10,0,0,31,0,0,0,250.5,0,0,26,0,0,0,0,0,158,0,0,5,0,0,1,166,0,0,70,0,9,0,0,0,0,0,0,4,29,0,0,0,0,0,0.25,0,728,0,37,0,0,0,655,0,0.25,0,0,208,0,0,0,0,1,13,72,0,0,3,0,0,73,0,4,0,0,77,0,0,0,0,0,0,0,0,0,28,23,0,0,9.25,0,1,24,3,0,14,0,0,61,0.25,0,0,1045,0,0,0,0,0,0,2.5,0,1,0,0,0,0,0,63,4,0,0,9,0,15,0,0,0,0,0,1.25,152,1,2,0,0,0,2,0,0,0,0,1,1115,0,5.25,0,0,1,1,0,0,6,0,25,0,84,0,26,9,0,28,0,0,0,0,134,0,0,0,71,1,0,36,0,0,46,0,9,0,0,0,0,0,7,108.75,0,0,0,0,0,10,16,0,52,3.25,22,0,1,0,1.75,0,0,25,0,0,0,0,5,4,38.5,0,131,0,0,0,0,0,4,3363,0,0,272,0,0,0,18,0,27,193,0,0,0,0,10,4.5,61,0,0,56,0
0,0,0,16,0,0,279,11,0,0,1,0,6,0,45,0,20,0,0,1,10,20,0,2,0,220.25,0,5,8,15,0.25,0,0,56,0,0,6,69,2,0,1,0,0,0,0,45,0,1,0,0,1.5,0,0,0,23,0,0,0,0,24,0,0,2,0,0,1.75,16,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,8,1,2,5.5,14,4,0,28,0,6,8,0,71,0.25,0,0,58,0,2,0,0,0,4,1.25,0,420,0,43,0,0,0,7,0,0.5,0,0,35,0,0,0,10,275,23,40.25,0,0,5,0,40,61,2,1,0,0,30,5,0,0,88.75,0,0,0,0,0,6,0,0,0,0.5,0,153,1,90,0,0,40,1,14,0,0,0,0,0,0,0,0,0,0,0,0,168,1,0,15.25,0,79,10,0,0,0,0,0,16,0,22,0,0,9,0,16,3,30,0,0,0,0,0,0,0,0,0,1,3722,2.5,3,0,4,27,0,0,0,13,2,0.75,118,6,1,0,0,72,0,0,0,0,96,0,7,2,14.75,2,0,374,0,0,0,0,2,10,0,0,0,6,7,0,0,1,0,0,20.25,4,0,0,6,4,95,0,7,1,0.75,0,0,2,0,0,0,0,144,332,5,6,467,0,0,0.25,0,0,1,4120,0,0,1,0,0,0,0,1,5,72,0,0,0,0,80,0.75,33,6,0,20,0
0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,17,0,0,0,248,0,0,17,14,0,0,0,35,0,0,18,13,0,0,0,0,0,0,0,19,0,2,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.75,0,0,0,0,0,1,0,0,16,0,0,83,0,0,0.5,41,0,0,5,0,1,20,0,0,0,0,0,11,0,0,0,0,0,11,0,0,82,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,27,0,0,0,0,0,0.25,2,0,0,0,0,4,1,0,0,5.75,0,0,0,0,0,6,0,0,0,0.75,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,63,13,0,0,0,0,0,13,0,0,0,0,0,0.25,4,0,0,0,0,0,0,0,0,0,0,0,36,0,1.5,0,0,0,12,0,0,0,2,9,0,0,9,0,0,0.25,4,0,0,0,0,0,0,7,0,3,0,0,110,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,39,0,2,0,3,18,0,0,0,1,144,0,0,0,0,15,0,1,13,0,0,0,0,0,4,15,0,0,85,0,0,0,0,0,0,8,0,0,0,0,1,0,2,0,0,41,0
0,6,0,0,6,0.75,1,2,0,0,2.25,0,2,0,205,4.25,41,0,0,1,9.25,1,0,0,9,1279.75,4,0,181,22,15.5,0,88,41,0,0,99,4,4,0,0,0,0,47,8,1.75,0,1,3,0,2,1,3,1,1,0,0,0,0,45,0.25,0,0,2,0,0,24,0,11,1,2.5,0,5,3,0,0,6,23,0,3,9.25,4,5,0,0,18,0,0,0,217,0,32,7,0,0,0,167,0,20,0,0,70,43,0,1,0,2,2564,0,220,0,70,0,68,1,5,0,4,116,0,0,0,0,4,116,1.5,194,3,35,0,5.25,423,0,4,0,0,238,1,8,3,5.75,0,0,3,0,0,14,2,0,0,4,5,56,2,2,0,0,3,0,6,0,1,0,1,0,0,24,0,1,0,1.5,70,0,0,0,3.5,6,1,188,4,0,0,0,0,1,0,0,0,0,0,0.25,213,20,6,0,0,2,7,0,1200,0,127,0,1,0,52.25,6,80,6,97,0.25,0,0,29,2,0.5,51,1,316,0,0.25,2,0,0,0,1.25,12,0,42,21,40.75,3,0,542,0,0,2,0,0,176,0,0,0,85,2,8,3,8,0,0,112.75,3,27,0,16,88,58,0,0,7,5,0,0,3,5,1,0,0,11,708,1.5,0,1066,0,3,0,0,2,47,3218,1,0,3,9,2617,0,3,128,54,28,0,0,1,0,176,0,12,0,0,52,0
