,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29
DOF009,-5.6437294770553255,-2.8759201663052214,1.8669878487430227,-3.385979447656321,11.054352297403753,12.03187421736238,-4.519760466623213,-3.963199124833827,-0.42268090080041953,-3.3338309997098845,-1.2801952960012777,0.9115271517274975,-3.181460071289093,-0.46405514446686247,-6.273351397614374,1.6454688261067882,0.3657104822585731,0.11724583836899724,-1.2133505237595148,-3.969698072556824,-1.2733332184486186,-0.279054535612569,0.3888100807565915,0.852188892686148,-0.42880172872330313,-3.6517631445550705,-0.49237262987707037,1.8790293296886442,1.6260466596582606,-1.521621696733288
S563,-2.5690486984010947,-2.569880425443232,-5.023358629609454,-6.49599509909003,-5.174478750732833,3.4818881543180624,1.857090643807814,-0.05037031958968578,0.9897063483189572,0.39190684896708594,0.24698353365373685,0.8319109561337781,2.5323143417397564,-4.737470356483488,3.536057673629061,-1.917040017908308,-1.2456098982303336,4.82506420792141,-2.319269576654746,-4.408902425387273,7.732035427374862,0.9831018597945567,-1.1244889292634286,-4.829925711430305,1.3682744943546707,-3.0134285174896216,-1.2676114667518477,3.6761694378030367,3.8141109811318894,-1.64334145517126
T2D-037,-7.586702499572226,-0.5928026154367698,21.07816018511236,4.83819992068448,-0.097815693725652,-3.9177926105551544,8.673732957206703,0.9813035260334529,0.2865904432242395,-2.245590872001584,2.764054430367809,1.3449695570916314,-5.768956977648904,0.1976996991483767,-3.5812483099372407,0.6734747886150119,-0.032390792792032636,0.9268739980429587,-1.1938016082907779,-3.2651064204256,0.680691647071232,0.051562830829407026,-0.09144651429703124,0.7931202643689977,-0.4491523704464312,0.7666012103036899,2.471070186537204,-0.7516014056048096,-0.9985849012681259,-1.5408632259066022
CON-080,-10.266804837238784,7.6727746885703265,-5.97609902731364,-1.0484804735449103,-3.140880614508304,-2.6839501805645676,-5.683177974309558,0.00573911720308736,2.0752082825628135,-0.23469017436656045,-1.9220108168337429,-3.6917939139128793,-1.786016517731894,-2.3328442866760346,-9.528511886766807,0.6804633184920549,-0.667391425053207,-3.1890021695385,0.8852605799610231,5.577371194811179,0.09063536955260972,1.7577919012961536,-3.519576155210381,-2.219585516294662,5.8259864219000495,4.282211237661044,1.236824521112308,4.019090457964739,7.585508504200016,4.186495397148637
SP_303SPT_T016,-3.688100018523524,-8.807616920013865,-3.0749633373001206,1.8659447372398112,5.11420896705362,-8.175160476400011,-2.164914246302948,0.46704833710860466,-0.06596821801951303,-0.10183864787322416,-4.665371485054416,-5.047949358821482,-5.800891770490445,-0.9832289081594183,5.766240247724471,3.7161343876371618,-0.9886780618345578,-3.148161895743329,-1.049917145271969,-1.7128232458682988,-1.6021299070389046,2.824088495474679,-4.6857412441587325,-0.3143851795713587,-0.20784001118789786,-0.0980624252518096,-0.647725028512868,-0.597846157728473,0.19542597411617224,1.0578787626949036
T2D-008,-6.532363880533266,-7.174826654092614,19.219398476620718,-0.1439521453166563,14.510980194587653,16.25470187352991,-9.119813433068153,-0.0396279408279137,4.459983389711437,-2.3446091599639214,3.1977089494778452,3.9965942948569637,-3.3430288885228374,0.8610112094527668,1.3918393838094063,0.5459852249797825,0.5047793278192712,-1.0530656042117335,0.3156428816304235,-0.08977850211242447,-0.922795109479656,-0.03922905574320597,-0.08973302073226212,-2.746974183450731,2.400500189891079,-1.3760892053304434,-1.935852495595098,1.1644328145031588,1.094645449940086,-1.2876976623891783
MH0357,3.7194122041717588,-7.55949645493097,-2.9245574431217722,-4.385811304002333,-0.12880255248258077,-0.8317531056578514,0.4561382304918049,-1.4629652731505378,0.22909854470265864,-0.4486434892197253,-3.6463260831602304,3.3669560536491714,-1.9880243774769968,-1.1609705601080753,-0.5965779432132473,0.6658632388206607,1.1049832181575825,-4.579678490555388,4.136520170768212,10.14454985169756,6.003511853536982,0.7580800093727277,-0.7543518896407895,-0.9764814024399563,-0.42764114444775,-4.5364476173913015,3.3928409991485413,-3.8737675718608795,-7.179649192870713,-1.5637659330322091
T2D-080,-9.75531854325273,20.164034016013513,-3.1160756689808324,1.3218631150154572,-1.1183450928668444,-1.2907313387661874,-0.2184655884096957,-0.22256358748442398,0.4685840610535684,-0.5967738624071222,2.92878120294726,0.6013044939058915,-4.591482419257844,0.9450268497567723,-0.8603336070904851,0.27030101147670044,0.19730902303791176,-0.3548704026094558,0.038380881038896086,-0.5542218615254718,-0.4354697964081885,-0.17157772265858395,0.309912274234113,-1.7458188098155605,-0.5309553290132065,-1.2635968545934835,-0.6483157800649657,0.536542376124081,0.8508641390073386,-1.293228378228466
T2D-099,-6.94342681729807,8.925280103511966,-10.145671082898605,1.3934875252613312,-0.09813427051816333,2.052720332869212,-4.39044345678437,-1.6719265073063274,-0.2700275180476904,-0.9952913916020891,-0.8312078392756435,0.8122465600858644,-4.467119918564967,0.4554591778002971,-5.645303017944174,1.2324368940943153,0.2683842315452237,0.2050724897169706,-0.9233961604576191,-3.0530818922080734,-0.9718805829028642,-0.20354322182309234,0.37558150872505885,-1.3299103964849281,-0.05433947337650426,-1.5690450042518405,0.22719475153537472,-1.0039720108104826,-0.8444251949290548,-0.21925592890648177
S53,-4.464818178972848,-4.292965578404006,-3.8211320453498185,-3.7020844051006088,-2.2798818209699108,-0.040222581235444345,1.0423527346887993,-2.882197420403953,-1.326492754570436,-1.226035811427831,-2.9790815853256856,-0.9617634211718046,-2.075050233616495,2.712624539298519,-5.3913686713603814,0.4509415434289514,-0.143444080938374,-0.4558565439575962,0.793194154132328,4.108770343580669,-0.3105470487506629,0.27385781255499925,-0.5872723168299835,1.493346719522649,1.039819611839009,1.545763237983303,0.14120291412788405,3.2072906512509896,7.309036093552032,3.2697321063421425
