"","Roseburia_inulinivorans","Tyzzerella_nexilis","Caldicoprobacter_oshimai","Butyricimonas_paravirosa","Anaerotruncus_colihominis","Falcatimonas_natans","Holdemanella_biformis","Paludicola_psychrotolerans","Spiroplasma_lampyridicola","Eubacterium_oxidoreducens","Veillonella_denticariosi","Ruminococcus_albus","Intestinibacillus_massiliensis","Anaerofustis_stercorihominis","Ruminococcus_champanellensis","Blautia_hansenii","Desulfofarcimen_intricatum","Acholeplasma_brassicae","Bacteroides_thetaiotaomicron","Muribaculum_intestinale","Romboutsia_timonensis","Bacteroides_rodentium","Ruminiclostridium_papyrosolvens","Noviherbaspirillum_denitrificans","Bacteroides_ovatus","Faecalibacterium_prausnitzii","Gemella_haemolysans","Blautia_faecis","Collinsella_stercoris","Fournierella_massiliensis","Pontibacter_toksunensis","Alistipes_indistinctus","Eisenbergiella_massiliensis","Parabacteroides_merdae","Finegoldia_magna","Vallitalea_guaymasensis","Prevotella_buccalis","Anaerostipes_hadrus","Mogibacterium_pumilum","Catenibacterium_mitsuokai","Anaerostipes_butyraticus","Eubacterium_ruminantium","Eubacterium_xylanophilum","Traorella_massiliensis","Clostridium_tertium","Clostridium_pascui","Desulfovibrio_simplex","Sporobacter_termitidis","Intestinimonas_butyriciproducens","Prevotella_shahii","Dorea_formicigenerans","Oligosphaera_ethanolica","Bacteroides_stercoris","Cuneatibacter_caecimuris","Mitsuokella_multacida","Acutalibacter_muris","Breznakia_pachnodae","Succinivibrio_dextrinosolvens","Klebsiella_aerogenes","Howardella_ureilytica","Lactobacillus_delbrueckii","Parasutterella_excrementihominis","Beduini_massiliensis","Hungatella_effluvii","Paraprevotella_clara","Anaerocolumna_jejuensis","Aminipila_butyrica","Enterococcus_faecalis","Corynebacterium_amycolatum","Dialister_succinatiphilus","Coprococcus_eutactus","Anaerofilum_agile","Cloacibacillus_porcorum","Parabacteroides_faecis","Sutterella_wadsworthensis","Parapedobacter_defluvii","Acholeplasma_morum","Pseudobutyrivibrio_ruminis","Ihubacter_massiliensis","Ruminiclostridium_sufflavum","Prevotella_bivia","Blautia_obeum","Clostridium_sporogenes","Phascolarctobacterium_succinatutens","Roseburia_intestinalis","Ethanoligenens_harbinense","Eubacterium_ramulus","Streptococcus_gordonii","Bifidobacterium_longum","Eubacterium_ventriosum","Emergencia_timonensis","Collinsella_aerofaciens","Veillonella_parvula","Oscillibacter_valericigenes","Caproiciproducens_galactitolivorans","Bulleidia_extructa","Faecalicatena_orotica","Bifidobacterium_catenulatum","Turicibacter_sanguinis","Massiliprevotella_massiliensis","Longicatena_caecimuris","Terrisporobacter_mayombei","Prevotella_timonensis","Bifidobacterium_adolescentis","Ruthenibacterium_lactatiformans","Acholeplasma_vituli","Eggerthella_lenta","Clostridium_argentinense","Oribacterium_sinus","Spiroplasma_chrysopicola","Mesoplasma_corruscae","Dorea_longicatena","Acetivibrio_ethanolgignens","Veillonella_dispar","Spiroplasma_mirum","Holdemania_filiformis","Frisingicoccus_caecimuris","Cronobacter_sakazakii","Longibaculum_muris","Bifidobacterium_angulatum","Desulfovibrio_desulfuricans","Enterococcus_avium","Spiroplasma_melliferum","Colidextribacter_massiliensis","Neglecta_timonensis","Pseudoflavonifractor_capillosus","Subdoligranulum_variabile","Dialister_invisus","Clostridium_disporicum","Eisenbergiella_tayi","Vampirovibrio_chlorellavorus","Clostridium_subterminale","Flavonifractor_plautii","Treponema_succinifaciens","Butyricicoccus_pullicaecorum","Phascolarctobacterium_faecium","Eubacterium_coprostanoligenes","Faecalicatena_contorta","Prevotella_oralis","Clostridioides_difficile","Murimonas_intestini","Prevotella_copri","Kineothrix_alysoides","Senegalimassilia_anaerobia","Thermoclostridium_caenicola","Millionella_massiliensis","Brevundimonas_subvibrioides","Christensenella_minuta","Lachnotalea_glycerini","Breznakia_blatticola","Citrobacter_koseri","Lactobacillus_rogosae","Bacteroides_helcogenes","Treponema_bryantii","Bacteroides_kribbi","Ruminococcus_flavefaciens","Victivallis_vadensis","Megasphaera_elsdenii","Streptococcus_salivarius","Clostridium_chartatabidum","Papillibacter_cinnamivorans","Bacteroides_fragilis","Agathobaculum_desmolans","Anaerotignum_aminivorans","Roseburia_hominis","Coprococcus_comes","Bacteroides_cellulosilyticus","Olivibacter_sitiensis","Desulfovibrio_piger","Fusobacterium_mortiferum","Akkermansia_muciniphila","Phocea_massiliensis","Bacteroides_acidifaciens","Oscillibacter_ruminantium","Alistipes_shahii","Barnesiella_intestinihominis","Anaeromassilibacillus_senegalensis","Spiroplasma_chinense","Enterococcus_faecium","Terrisporobacter_petrolearius","Pseudoflavonifractor_phocaeensis","Duodenibacillus_massiliensis","Anaerotignum_lactatifermentans","Merdimonas_faecis","Lactococcus_garvieae","Bacteroides_intestinalis","Prevotella_stercorea","Prevotellamassilia_timonensis","Klebsiella_pneumoniae","Negativibacillus_massiliensis","Allisonella_histaminiformans","Faecalimonas_umbilicata","Marvinbryantia_formatexigens","Desulfosporosinus_lacus","Mitsuokella_jalaludinii","Hespellia_porcina","Weissella_confusa","Streptococcus_anginosus","Paraprevotella_xylaniphila","Lactobacillus_acidophilus","Ruminiclostridium_josui","Hungatella_hathewayi","Blautia_glucerasea","Spiroplasma_clarkii","Blautia_schinkii","Bacteroides_uniformis","Dehalobacter_restrictus","Parabacteroides_gordonii","Alloprevotella_rava","Spiroplasma_apis","Roseburia_faecis","Gracilibacter_thermotolerans","Herbinix_luporum","Solobacterium_moorei","Blautia_marasmi","Clostridium_acetireducens","Lutispora_thermophila","Flintibacter_butyricus","Harryflintia_acetispora","Bacteroides_xylanisolvens","Pseudoclostridium_thermosuccinogenes","Parabacteroides_distasonis","Anaerobacterium_chartisolvens","Blautia_coccoides","Agathobaculum_butyriciproducens","Coprobacillus_cateniformis","Lactonifactor_longoviformis","Fusicatenibacter_saccharivorans","Bacteroides_eggerthii","Anaerotruncus_rubiinfantis","Alistipes_finegoldii","Lachnoclostridium_pacaense","Clostridium_perfringens","Ruminiclostridium_cellobioparum","Haemophilus_paraphrohaemolyticus","Olsenella_uli","Bacteroides_salyersiae","Kroppenstedtia_pulmonis","Lactobacillus_gasseri","Parabacteroides_goldsteinii","Coprococcus_catus","Elusimicrobium_minutum","Megasphaera_hexanoica","Acidaminococcus_fermentans","Veillonella_atypica","Bifidobacterium_bifidum","Blautia_stercoris","Escherichia_coli","Saccharofermentans_acetigenes","Cellulosilyticum_ruminicola","Clostridium_carnis","Streptococcus_mutans","Faecalitalea_cylindroides","Eubacterium_limosum","Blautia_luti","Anaerostipes_caccae","Clostridium_tepidum","Erysipelatoclostridium_ramosum","Intestinibacter_bartlettii","Butyrivibrio_crossotus","Gemmiger_formicilis","Alistipes_putredinis","Prevotella_paludivivens","Bacteroides_caccae","Monoglobus_pectinilyticus","Spiroplasma_lineolae","Ruminococcus_bromii","Butyricimonas_virosa","Spiroplasma_culicicola","Blautia_wexlerae","Drancourtella_massiliensis","Bacteroides_finegoldii","Ruminococcus_callidus","Bacillus_anthracis","Streptococcus_oralis","Anaerovorax_odorimutans","Mogibacterium_neglectum","Odoribacter_splanchnicus","Lachnospira_pectinoschiza"
"Glcikman_MDR15",2,0,1,3,2,0,551,0,0,0,0,52,1,0,47,0,0,0,13,4,282,1,2,1,0,674,0,20,0,0,8,0,0,11,0,0,23,158,0,441,0,0,28,0,0,0,0,2167,29,0,64,0,8,0,6,0,0,675,0,2,0,0,0,37,9,0,9,0,0,137,7,3,1,0,14,0,1,4,2,0,0,28,0,80,0,704,7,0,183,0,0,63,1,11,0,8,0,0,4,14,0,0,0,20,0,0,4,0,10,0,0,116,6,12,1,0,3,0,1,0,0,0,0,59,10,3,0,0,52,0,11,0,385,50,4,0,62,2,1,2,16,18,4,17,0,0,0,0,1,850,0,31,7,6543,20,5,48,5,4,1,1,0,0,14,5,29,0,21,22,0,22,8,0,66,9,24,0,1,0,26,2,485,10,0,0,47,8,121,2,0,0,0,8,0,3,0,0,0,0,0,0,16,0,0,3,5,48,1,0,3,39,32,26,0,0,3,21,5,0,41,1,105,0,0,48,0,0,0,0,1,0,1,1,1,0,22,0,0,0,0,23,0,1,1,0,17,0,17,19,0,0,1,313,8,64,0,0,1889,0,6,1219,0,0,0,35,0,88,10,0,62,0,0,85,0,3,6,0,7,4
"FEB017BF.01",9,16,0,0,0,0,8250,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,7467,0,60,0,7,0,13,0,127,0,0,0,2051,0,1584,0,0,0,0,0,0,7,143,70,0,413,0,67,0,0,0,0,0,0,0,0,0,5,161,179,0,17,0,0,252,0,0,0,0,157,0,0,0,8,0,0,2240,0,0,0,0,34,0,107,27,0,305,0,63,39,0,0,4619,5,0,0,0,0,6372,0,0,0,0,0,0,0,1505,0,19,0,0,0,0,0,450,0,0,0,78,16,7,0,0,0,0,0,0,12,0,0,0,976,0,0,0,0,6795,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,151,0,0,0,0,229,0,0,45,0,0,1127,12,35,0,0,0,0,0,27,49,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,42,0,0,0,39,0,0,0,0,0,0,183,0,0,0,86,0,0,0,0,231,0,90,163,0,0,61,0,0,37,0,0,0,0,0,0,0,0,0,85,0,0,0,0,504,0,19,0,0,0,0,0,0,249,0,0,0,189,0,5477,46,0,105,0,0,0,107,0,88,0,0,0,0,0,12,22,77,0
"Glcikman_MDR48",2,14,1,3,2,0,551,0,0,0,0,52,1,0,47,0,0,0,13,4,282,1,2,1,0,15180,0,20,0,0,8,0,0,11,0,0,23,2092,0,441,0,0,28,0,0,0,0,3,29,0,464,0,8,0,6,0,0,675,0,2,0,0,0,670,9,0,9,0,0,137,7,3,1,16,14,0,1,4,2,0,0,28,0,80,0,3,7,45,19093,0,0,63,17,11,5,0,0,0,4,14,0,0,0,20,0,0,58,0,10,0,0,584,6,12,1,0,3,0,1,0,0,0,0,59,47,3,0,0,52,0,11,0,0,50,4,51,564,2,1,2,16,18,4,17,0,0,0,0,1,0,0,31,7,0,20,5,48,5,751,1,1,17,57,14,5,871,0,21,22,6,22,0,0,643,9,24,0,1,0,26,2,8,137,0,0,47,8,121,2,0,0,0,8,0,3,0,0,10,0,58,0,182,0,0,3,5,48,1,0,3,39,32,26,0,0,3,21,5,0,41,1,1352,0,2,48,0,0,0,0,1,11,1,1,1,0,22,82,0,177,0,23,0,1,1,0,17,0,17,19,0,0,1,313,8,3838,0,0,40,26,6,211,31,0,11,35,0,88,10,0,62,0,0,85,0,3,6,0,7,4
"CEB017CZ.01",0,0,0,0,0,0,11247,0,0,0,0,313,0,0,1143,0,0,0,722,0,1654,0,5,0,0,15180,0,273,0,0,0,0,0,0,0,0,423,1378,0,6,0,0,135,0,0,0,0,206,11,0,340,0,0,0,0,0,0,0,0,0,0,0,0,77,188,0,35,6,0,0,366,0,0,0,131,0,0,0,0,0,0,184,0,351,1718,0,127,0,0,0,0,58,0,289,13,0,0,0,31,0,0,0,0,0,0,0,19,0,0,0,0,580,113,4,0,0,0,0,0,0,0,0,0,261,26,0,962,0,77,0,0,0,110,0,0,0,0,0,0,16,60,0,0,0,0,0,0,0,0,0,0,23,1494,0,0,138,0,0,52,0,0,2552,9,0,0,199,0,448,0,0,0,0,0,1896,0,76,0,0,0,142,55,0,116,8,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,112,0,0,0,0,55,0,0,0,305,0,599,0,0,0,0,0,0,0,0,878,0,2,219,0,0,320,0,0,620,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,203,171,0,0,0,15,0,0,3838,0,0,1021,304,220,5548,198,0,0,98,0,5285,253,0,176,0,0,0,0,0,12,0,0,0
"Glcikman_MDR47",2,0,1,3,2,0,551,0,0,0,0,52,1,0,47,0,0,0,13,4,282,1,2,1,0,2520,0,20,0,0,8,0,0,11,0,0,23,158,0,441,0,0,28,0,0,0,0,28,29,0,64,0,8,0,6,0,0,675,9,2,0,0,0,37,9,0,9,212,0,137,7,3,1,0,14,0,1,4,2,0,0,28,0,80,0,3,7,0,183,0,0,63,0,11,0,0,0,0,4,14,0,0,0,20,0,0,4,0,10,0,0,116,6,12,1,0,3,0,1,0,0,0,0,59,10,3,14,0,52,0,11,0,872,50,4,0,62,2,1,2,16,18,4,17,0,0,0,0,1,0,0,31,7,0,20,5,48,5,4,1,1,0,0,14,5,29,0,21,22,0,22,0,0,66,9,24,0,1,0,26,2,8,10,0,0,47,8,121,2,0,0,0,8,0,3,0,0,0,0,0,0,16,0,0,3,5,48,1,0,3,39,32,26,0,0,3,21,5,0,41,1,105,0,0,48,0,0,0,0,1,0,1,1,1,0,22,0,0,0,0,23,0,1,1,0,17,0,278,19,0,0,1,313,8,64,0,0,0,0,6,1055,0,0,0,35,0,88,10,0,62,0,0,85,0,60,6,0,7,4
"AEB01513.01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,2732,0,0,298,0,100,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,4473,0,0,0,510,0,0,0,0,11638,16,0,77,0,0,0,0,0,79,0,0,0,0,0,0,1096,0,30,0,0,51,0,0,0,0,0,20,7,1770,0,16,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,10,0,0,0,0,3907,0,0,37,112,0,0,0,0,2158,132,0,0,0,0,472,0,0,31,0,0,325,0,0,0,0,0,27,0,0,0,0,158,0,123,1296,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,472,7,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,693,64,0,0,0,138,0,0,0,6,0,0,0,158,0,799,2069,0,6991,0,0,0,712,0,0,0,0,0,0,0,0,0,124,0,51,0,0
"Glcikman_MDR30",2,0,1,3,2,0,551,75,0,0,0,52,1,0,47,0,0,0,13,4,282,1,2,1,15,674,0,20,0,9,8,0,0,11,0,0,23,158,0,441,0,0,28,0,0,0,0,855,225,0,64,0,8,0,6,0,0,675,0,2,0,0,0,37,9,0,9,0,0,137,7,3,1,0,14,0,1,4,2,0,0,28,0,80,0,122,7,0,183,0,0,63,0,1581,13,0,0,0,4,14,0,0,0,20,0,0,4,0,10,0,0,116,6,12,1,0,3,0,1,0,0,0,0,59,10,3,6021,0,52,0,11,0,13,50,4,1218,62,2,1,2,16,8784,4,17,0,0,0,0,1,0,0,31,7,0,20,5,48,5,4,1,1,31,0,14,5,29,0,21,22,0,22,0,0,1405,9,24,0,1,0,26,2,8,143,0,0,47,647,121,2,0,0,0,8,0,3,0,0,0,0,0,0,16,0,0,3,5,48,1,0,3,39,32,26,0,0,3,21,5,19,41,1,105,0,0,48,0,0,0,0,1,0,1,1,1,0,22,0,0,0,0,23,0,1,1,0,17,0,17,19,0,0,1,313,8,64,0,0,1889,0,6,1749,0,0,30,35,0,88,10,0,62,0,0,85,0,3,6,0,7,4
"X0096CK00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,47,0,0,88,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EEB016WS.01",0,0,0,0,0,0,8360,0,0,0,0,0,0,0,0,0,0,0,52,0,12,0,0,0,0,12426,0,28,0,0,0,17,0,118,0,0,0,3285,0,2211,0,0,10,0,0,0,9,332,116,0,190,0,110,0,0,0,0,0,0,0,0,0,111,248,65,0,51,0,0,420,0,0,0,0,97,0,0,0,0,0,0,134,0,0,0,0,27,0,0,41,0,296,0,21,51,0,0,8540,16,0,0,0,0,1930,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,71,13,29,40,0,0,0,0,0,8,0,0,0,782,0,0,0,0,18032,0,16,0,0,0,0,0,7,0,0,0,0,0,0,0,0,112,0,0,0,346,0,0,0,0,255,0,0,0,0,0,887,9,26,0,0,0,0,12,78,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,14,114,0,0,0,0,0,0,228,0,0,0,129,0,0,0,0,279,0,11,36,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1135,0,0,57,0,0,4169,0,0,339,12,0,0,32,0,158,0,2,0,0,0,19,92,53,0
"Glcikman_MDR46",2,0,1,3,2,0,551,0,0,0,0,52,1,0,47,0,0,0,247,4,282,1,2,1,0,674,0,20,0,0,8,0,0,11,0,0,23,158,0,441,0,0,28,0,0,0,0,3,29,0,64,0,8,0,6,0,0,675,0,2,0,0,0,37,9,0,9,0,0,137,7,3,1,0,14,0,1,4,2,0,0,28,0,80,0,3,7,0,183,0,0,63,599,11,0,0,0,0,4,14,0,0,0,20,0,0,4,0,10,0,0,116,6,12,1,0,3,0,1,0,0,0,0,59,10,3,0,0,52,0,11,0,17,50,4,0,62,2,1,2,16,18,4,17,0,0,0,0,1,0,0,31,7,0,20,5,48,5,200,1,1,0,0,14,5,29,0,21,22,33,22,0,4,66,9,24,0,1,0,26,2,8,10,0,0,47,8,121,2,0,0,0,8,0,3,0,0,0,0,0,0,16,0,0,192,72,48,1,0,3,39,32,26,0,0,3,21,5,0,41,1,105,0,0,48,0,0,0,0,1,0,1,1,1,0,22,0,0,0,0,23,0,1,1,0,17,0,17,19,0,0,1,313,131,64,0,0,1079,0,6,211,0,0,0,35,0,88,10,0,62,0,0,85,0,3,6,0,7,4
"GEB0179R.01",16,0,0,44,99,0,0,24,0,299,0,304,50,0,1015,0,0,0,0,95,997,0,78,0,0,2671,0,27,2,13,1362,0,0,0,0,0,0,434,0,807,0,66,24,0,0,0,0,1243,181,0,79,0,0,0,59,0,0,0,0,8,0,0,0,47,26,0,58,0,0,158,15,18,0,0,0,0,0,0,7,366,0,173,168,0,5,28,0,0,0,10,37,44,0,837,7,150,0,0,33,10,0,0,0,1405,0,0,0,0,87,56,44,172,15,0,0,67,0,0,0,0,4,0,0,274,57,18,0,0,1744,0,0,0,10,689,14,0,303,0,0,0,21,355,95,27,12,71,0,10,0,0,0,21,0,0,41,0,732,0,0,0,5,146,0,11,0,85,0,0,0,0,0,0,0,1301,0,103,0,0,0,105,0,42,19,0,0,21,115,180,0,0,0,0,12,0,0,0,4,0,0,0,35,193,0,0,15,0,134,0,55,12,272,237,151,0,304,13,237,71,0,0,55,217,106,36,38,19,0,90,0,0,0,0,0,0,0,30,0,16,0,0,66,0,0,0,0,0,0,72,708,0,51,0,0,5,575,0,0,0,165,0,334,0,10,0,60,0,369,0,15,132,0,0,692,0,0,0,148,11,9
"Glcikman_MDR22",3,12,0,3,3,0,693,0,0,0,0,56,1,0,77,0,0,0,20,8,349,0,2,9,0,3547,0,24,2,0,157,0,0,9,0,0,9,141,0,811,0,0,22,0,0,0,0,4,38,0,64,0,9,0,35,0,4,418,0,6,0,0,0,28,5,0,11,0,0,150,7,4,0,0,16,3,2,2,2,0,0,63,0,77,0,3,7,0,152,0,0,64,0,14,0,0,1,0,9,23,2,0,0,477,0,0,3,0,7,1,0,174,3,51,1,0,0,0,1,0,0,0,0,91,22,3,18,0,85,0,8,0,71,174,3,0,75,1,0,3,9,18,4,21,0,0,0,0,2,0,0,32,6,0,8,9,26,3,32,2,2,0,0,7,7,54,0,13,16,3,16,0,0,92,10,18,0,3,0,78,1,6,11,0,0,8,9,198,4,0,0,3,5,0,19,0,1,0,1,0,0,56,0,0,5,4,59,1,0,5,14,52,30,0,0,5,63,4,0,81,1,67,0,1,43,0,0,0,0,3,0,1,6,2,0,20,0,0,0,0,30,0,2,2,0,2,0,17,17,0,0,1,0,1,127,0,0,195,0,7,210,0,0,0,21,2,146,8,0,62,0,5,118,0,2,6,7,7,3
"Glcikman_MDR73",3,0,0,3,3,0,693,0,0,0,0,56,1,0,77,0,0,0,20,142,349,0,2,9,0,872,0,24,2,0,157,0,0,9,0,0,9,141,0,811,0,0,22,0,0,0,0,30,38,0,64,0,9,0,35,0,4,418,0,6,0,0,0,28,5,0,11,0,0,150,7,4,0,0,16,3,2,2,2,0,0,63,0,77,0,3,7,24,152,0,0,64,0,14,0,20,1,0,9,23,2,0,0,477,0,0,3,0,7,1,0,174,3,51,1,0,0,0,1,0,0,0,0,91,22,3,18,0,85,0,8,0,0,174,3,0,75,1,0,3,9,18,4,21,0,0,0,0,2,0,0,32,6,0,8,9,26,3,4,2,2,0,0,7,7,54,0,13,16,3,16,0,0,92,10,18,0,3,0,78,1,6,11,0,0,8,9,198,4,0,0,3,5,0,19,0,1,0,1,0,0,56,0,0,5,4,59,1,0,5,14,52,30,0,0,5,63,4,0,81,1,67,0,1,43,0,0,0,0,3,0,1,6,2,0,20,0,0,4,0,30,0,2,2,0,2,0,17,17,0,0,1,0,1,127,0,0,0,0,7,739,0,0,0,21,2,146,8,0,62,0,5,118,0,2,6,7,7,3
"FEB016P3.01",0,0,0,0,0,0,0,107,0,45,0,480,0,0,564,0,0,26,0,168,6,0,17,0,0,9255,0,821,24,103,0,0,0,0,0,0,0,5026,0,3652,0,0,12,0,0,0,16,995,349,0,314,0,0,0,260,0,71,606,0,22,0,0,0,102,20,0,35,0,0,527,0,33,0,0,49,0,0,8,65,0,0,85,0,0,0,64,12,0,181,0,0,643,0,1268,8,11,0,3009,0,371,0,0,0,0,0,0,0,0,0,0,0,1071,0,88,48,0,0,0,36,0,0,0,0,796,528,86,202,0,0,0,0,18,0,20053,12,0,451,0,0,0,0,8439,29,60,0,0,0,0,0,59,0,454,0,0,0,509,275,0,1245,0,36,0,0,0,0,616,0,0,101,6,0,0,0,2879,0,0,19,0,0,0,0,50,116,0,0,0,2481,1764,0,0,17,0,55,0,341,0,14,0,0,0,0,191,0,0,246,0,406,0,0,0,50,1035,765,0,0,67,128,67,28,13,0,534,0,0,209,0,0,46,0,62,0,0,0,11,0,54,0,0,0,0,1210,0,0,0,0,0,0,0,51,0,0,0,0,0,86,0,0,15,0,739,1061,0,36,0,330,0,946,0,0,108,0,0,898,0,733,15,0,16,13
"Glcikman_MDR29",2,0,1,3,2,0,551,0,0,0,0,52,1,0,47,0,0,0,13,4,282,1,2,1,0,674,0,20,0,0,8,0,0,11,0,0,23,158,0,441,0,0,28,0,0,0,0,3,29,0,64,0,8,0,6,0,0,675,16,2,0,0,0,37,9,0,9,0,0,137,7,3,1,0,14,0,1,4,2,0,0,28,0,80,0,3,7,15,183,0,0,63,0,11,0,0,0,0,4,14,0,0,0,20,0,0,4,0,10,0,0,116,6,12,1,0,3,0,1,0,0,0,0,59,47,3,0,0,52,0,11,0,0,50,4,0,62,2,1,2,16,12433,4,17,0,0,0,0,1,0,0,31,7,0,20,5,48,5,4,1,1,0,0,14,5,29,0,21,22,0,22,0,0,66,9,24,0,1,0,26,2,8,10,0,0,47,3044,121,2,0,0,0,8,0,3,0,0,0,0,0,0,16,0,0,3,5,48,1,0,3,39,32,26,0,0,3,21,5,0,41,1,105,0,0,48,0,0,0,0,1,35,1,1,1,0,22,0,0,0,0,23,0,1,1,0,17,0,17,19,0,0,1,313,8,64,0,0,0,0,6,211,0,0,0,35,0,88,10,0,62,0,0,85,0,3,6,0,7,4
"X0094QH00",0,20,0,0,0,0,384,15,0,0,0,31,0,4,0,0,0,0,0,0,217,0,0,0,0,0,0,5,0,36,0,0,10,42,0,0,0,247,0,463,0,0,0,0,0,0,0,24,42,0,78,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,220,0,16,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,68,0,4,106,444,5,0,0,0,23,0,0,0,0,0,0,0,0,0,94,0,0,272,0,0,0,0,0,0,0,0,18,0,0,0,0,22,0,0,0,0,625,0,0,0,0,0,0,22,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,95,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,59,65,0,0,40,0,0,0,0,0,0,5,0,622,0,0,66,0,0,0,0,0,0,0,0,0
"Glcikman_MDR38",869,0,1,3,2,0,14460,5,0,0,0,676,1,0,47,0,0,0,13,4,5203,1,2,1,0,14005,0,421,0,6,8,0,0,1925,0,0,23,158,0,441,0,0,28,0,0,0,0,626,296,0,477,0,8,0,6,0,0,18130,0,2,0,0,49,237,9,0,9,0,0,137,7,140,1,0,14,0,1,4,2,0,0,708,0,1394,18,3,7,9,1936,0,0,1126,46,726,0,0,0,0,42,1115,0,0,0,20,0,0,4,0,10,0,0,1013,6,12,1,9,3,0,59,0,0,0,0,311,10,46,74,0,52,0,11,0,12,50,4,0,443,2,1,2,16,12433,1044,199,0,0,0,0,1,0,0,31,7,0,20,5,48,5,227,1,1,10,100,14,5,29,0,21,22,0,22,0,0,2715,9,24,0,1,0,1711,2,8,99,0,0,47,8,1973,2,0,0,0,8,0,3,0,0,72,0,0,0,147,0,0,47,890,906,1,0,3,229,470,599,0,0,3,264,5,8,41,1,494,0,0,48,0,0,0,0,1,0,1,1,1,0,22,180,0,0,137,643,0,1,1,0,17,0,17,19,0,0,1,313,8,1476,0,0,0,0,6,1798,56,0,0,35,0,88,10,0,383,0,0,85,0,60,6,0,214,4
"Glcikman_MDR70",314,0,1,3,2,10,551,194,99,42,0,851,1,0,1404,0,0,26,13,4,4144,1,168,1,0,10416,0,290,0,87,8,0,0,453,0,4,23,1357,0,441,0,484,295,0,68,0,0,689,301,0,394,0,8,0,6,0,0,675,0,2,0,0,0,219,9,9,88,0,0,137,1013,104,1,0,14,0,41,4,24,444,0,450,0,80,182,116,97,0,2906,0,7,1126,14,916,0,12,29,1,39,14,0,0,0,156,0,0,4,0,10,51,74,1006,72,12,55,0,3,0,183,2,0,0,0,334,239,3,14,0,10526,0,11,0,0,50,44,0,1257,2,1,2,16,11604,471,17,79,0,0,0,45,0,0,1398,7,0,20,138,48,218,52,1,1,0,19,14,5,871,8,21,22,0,22,0,0,2290,9,277,0,50,0,26,2,8,137,0,0,47,8,121,2,0,0,0,8,72,3,58,0,0,0,0,0,1098,0,0,64,101,956,1,0,948,1166,413,393,0,100,3,475,82,7,41,55,494,228,2,249,0,2,20,0,1,40,1,1,365,0,22,0,0,0,0,291,0,62,1,0,17,446,17,19,0,128,1,313,8,592,3,33,3,233,2419,2574,127,0,0,790,0,4320,10,88,1312,0,0,1591,0,3,6,0,7,128
