,CSM79HLA,CSM79HLA_TR,CSM79HLG,CSM7KOMR_P,CSM7KOMT,CSM7KONS_P,CSM7KONU,CSM7KOPG,CSM7KOPI,CSM7KOKD,CSM7KOPS,CSM7KOPU,CSM7KOKP_P,CSM7KOQX,CSM7KOQZ_P,CSM7KOOP,CSMA88CB,CSMA9J65,CSM9X1ZC,HSM7CYX6,HSM7CYX8,HSM7CZ2J_P,HSM7CYYR_P,HSM7CYYV_P,HSM67VH1,HSM7J4QD,HSM7J4QF,HSM7CYYD,HSM7CYY9,HSM7CYYB,HSM7J4PM,HSM7J4M4,HSM7J4M6,HSM7J4PY,HSM7J4IO,HSM7J4IP,HSM7J4KC,HSM7J4KG,HSM7J4I9,HSMA33MA,HSMA33MC,MSM5LLDA,MSM6J2QB,MSM79HBR,MSM79HBT,MSM79HBV,MSM79HA1,MSM9VZLT,MSM7J16R,MSM9VZJB,MSM9VZP1,MSM9VZP3,MSMA26AV,MSM9VZHJ,MSM9VZHL,MSMAPC5B,MSMAPC6K,MSMAPC6M,MSMB4LYB,PSM7J141,PSM7J143_P,PSM7J18M,PSM7J18Q,PSM7J12D,PSM7J12F,PSM7J169,PSM7J173,PSM7J15U,PSMA265D
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus,12.85729,13.81746,20.84944,1.33015,1.77361,0.53571,2.22233,0.0,0.02044,15.7592,12.8564,28.67495,46.01062,25.14082,33.36962,16.12044,18.6688,43.97644,19.91932,0.0,0.0,14.63868,12.03616,2.5723,0.0,0.0,0.0,23.19384,6.10313,0.00456,13.79977,16.51306,17.19006,0.05005,0.24639,0.00284,5.97398,14.34379,11.98348,20.87843,24.85806,1.35114,14.22879,0.0,0.0,0.0,3.92235,1.07736,26.11073,36.37315,0.02159,0.0,13.52845,0.0,0.0,43.88835,6.73136,5.28341,0.0056,0.00115,0.06987,30.99699,30.35263,40.53705,50.35934,37.38693,8.06118,0.01968,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,13.26101,20.54631,23.79311,2.07699,1.39539,0.65136,4.03067,39.07694,40.06989,18.42054,14.42075,12.93901,3.77181,11.42064,5.19174,13.8776,0.0,0.06867,37.86647,15.25825,18.26029,11.72708,5.83482,1.91728,9.51288,0.0,0.0,8.54217,7.56857,0.0,6.49194,1.56454,10.17854,15.53852,2.55377,11.87488,0.21354,0.72969,9.40115,4.38243,4.96904,0.0,24.37539,0.0,0.0,0.0,3.55165,1.38314,2.47454,7.13967,0.00417,0.0,9.52239,0.0,0.00856,0.0,7.97327,6.52859,36.53224,8.04321,14.33179,10.64567,2.67849,0.0,0.0,0.0,3.58195,0.0,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron,0.0,0.0,0.0,0.91646,1.11043,0.0,0.0,1.38087,2.7824,14.09036,5.50586,10.9428,1.12703,1.90279,2.63259,1.98287,0.0,0.0111,0.76878,0.0,0.0,0.5841,8.42438,0.98624,0.91793,6.54121,19.88746,0.0,0.14833,0.00109,0.30573,0.02048,0.0,3.33528,0.53732,3.9202,0.0,0.0,0.13757,0.0,0.0,0.0,2.60271,0.0,0.0,0.0,0.07604,0.0678,0.376,0.57311,0.0,0.0,0.0,8.41373,2.34436,0.00283,3.70644,1.56098,0.0,0.60775,0.41831,0.0,0.75477,17.32148,15.59673,12.45284,0.11048,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,0.88984,0.86166,1.71424,8.03465,11.48713,2.44584,4.39393,2.29614,3.55328,4.56779,14.89067,7.71431,2.09343,8.98466,4.43106,8.2369,3.8185,0.39322,3.01658,14.81305,25.37764,1.04222,0.80494,7.78014,32.39893,20.32114,7.44966,0.0,0.0,0.0,36.70928,38.45805,26.44424,4.677,5.88008,10.54433,4.46055,10.54064,1.82255,22.54705,9.62698,11.1219,1.093,0.0,0.0,0.01119,5.54455,13.17753,5.00062,3.75931,15.72908,9.43539,17.64755,16.88784,18.23436,0.75371,18.43226,12.9015,9.93815,4.4507,5.87424,16.87571,1.28806,8.15959,4.46277,10.09259,1.51022,27.36193,26.12358
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis,0.0,0.0,0.0,24.95118,6.81649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16781,1.41925,0.10757,6.17961,10.08292,0.10216,0.0,13.18395,9.34388,0.69053,0.0,12.37273,0.0,0.0,0.0,0.3011,0.42808,0.0,0.1922,0.11801,0.15845,0.0,49.21349,6.68853,0.0,0.0,0.0,2.72534,0.02864,0.37643,2.32376,0.0,0.0,0.0,0.0,4.97632,0.0,0.0,0.0,0.0,9.65866,5.56258,31.94027,0.0,0.0,0.0,5.60339,3.72553,5.2409,0.0,0.87065,0.46832,0.83769,4.17815,1.01218,0.0,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae,7.32941,7.2829,5.99107,0.0,0.0,0.01278,0.0,4.584,4.7962,6.23477,3.5107,7.70518,6.90429,4.17937,4.38198,1.75591,3.26111,3.25692,2.30787,0.0,0.0,2.71545,5.28431,1.37203,4.78391,1.05443,7.01952,1.19217,1.2401,0.0,0.0092,0.0,0.0,0.0,0.01667,0.0,0.66118,1.0433,1.47376,1.36707,3.63828,2.00466,4.09967,0.0,0.0,0.0,2.28627,0.74245,24.00148,4.47378,0.0,0.0,3.80224,0.0,0.0,0.0,0.9904,0.61556,0.0,0.88604,1.97487,0.0,5.25402,10.06218,10.08306,6.7904,3.01356,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme,0.03097,0.03374,0.05274,0.0,0.0,0.0,0.0,0.00653,0.00668,0.11985,0.15434,0.11954,0.0,0.0,0.0,0.0,0.4959,0.15123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01523,0.01031,0.00482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21343,0.0,0.0,24.45717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01051,0.0,0.0,0.0,0.0,0.0,0.0,0.17767,0.00566
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,0.0,0.0,0.0,1.14704,2.10441,0.34734,11.68373,0.0,0.0,0.39525,0.70265,0.64771,0.0,0.0,0.0,0.54994,0.13499,7.64723,0.0,8.57364,10.98962,0.00754,0.48888,0.0,1.17475,13.15585,30.4096,12.52337,5.87521,0.17688,0.0,0.0,0.0,21.85771,1.33033,22.07893,0.54272,0.0,0.0,0.0,0.0,5.48379,0.0,0.0,0.0,0.0,1.28651,0.0,0.15232,0.06381,42.8229,57.05693,0.0,0.0,0.0,8.0449,0.0,0.0,7.79561,0.0,0.05263,5.28311,1.3525,0.36744,0.10067,0.05769,0.79974,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans,1.70365,1.40025,0.48815,1.03862,0.51036,0.0,0.0,0.59616,2.42843,0.0,0.0,0.08588,0.2066,0.11434,0.10148,0.40473,0.0,0.0,0.71015,0.522,0.97348,0.45517,0.0,0.1381,0.22109,1.57257,1.14391,0.0868,0.0,0.0,0.0,0.0,0.0,0.11931,1.04222,0.1629,0.16506,0.14449,0.03868,0.0,0.0,0.38732,0.40221,0.0,0.0,0.0,0.02301,0.6567,0.46325,0.26017,0.0,0.0,0.30317,0.15109,0.47452,0.0,0.23937,0.1694,0.88913,0.0,0.0,0.37005,0.14263,1.00068,1.02782,0.32438,0.10402,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii,2.4428,2.47818,0.2651,0.0,0.01467,0.08007,1.00866,0.28903,0.97744,2.35718,2.29962,1.16202,0.39731,0.32502,0.2316,0.0267,2.5878,2.38258,0.08123,0.46356,1.76832,1.14006,0.06818,0.03853,0.06172,0.0,1.91051,0.22414,0.08386,0.0,0.02287,0.02538,0.11689,0.46346,0.42999,0.22352,0.0,0.11665,0.10055,0.18039,0.54321,1.24243,1.50949,0.0,2.44742,0.00083,0.0,0.0,0.73855,0.4397,1.49505,2.41946,0.72644,0.04165,0.00588,2.10863,0.03757,0.01846,0.52979,0.30581,0.88279,0.07367,0.30036,1.27767,0.44089,0.36604,0.00243,3.91046,1.23545
