"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301"
0,1,0,0,33,1,0,0,0,64,67,96,0,0,18,24,0,20,238,0,1,2,0,0,0,2074,2,0,0,1,0,0,1,0,0,0,0,9,0,54,0,37,0,0,2,3,0,1,1322,0,1,0,0,32,0,15,0,0,0,1,1,1,0,1,72,0,3,0,0,0,1,7,1,1,0,0,0,0,1,1,0,2,91,0,1,2,0,0,0,45,0,183,0,0,0,0,0,0,22,0,0,197,0,1,43,0,5,101,0,59,3,1,0,25,0,0,0,19,21,0,0,0,0,131,383,0,57,0,0,0,0,68,0,0,0,0,26,0,0,0,1,0,5,0,0,0,0,0,1,0,5,0,82,1,0,0,0,0,0,40,0,0,2,0,0,1,0,0,0,1,0,0,974,0,0,0,0,7,39,3,0,0,0,0,1,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,2,0,0,0,0,0,13,0,0,1,1,28,0,3,0,0,0,0,0,281,48,0,86,1,0,460,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,6,0,0,0,0,0,1,1,0,9,0,4,153,0,0,97,0,0,0,0,0,0,1699,0,0,139,0,0,0,0,0,3,7,0,0,0,0,22,0,9,0,0,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2427,0,0,0,0,1208,0,0,522,0,0,15,107,0,0,0,0,0,25,1,277,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,66,261,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1465,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,24,5,0,0,0,14,0,162,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,37,0,0,0,46,0,0,0,14,0,0,0,0,0,122,0,0,108,0,86,0,0,0,0,1052,0,0,450,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,2,1,28,1,1,0,1855,0,0,5,6,27,0,0,135,0,0,11,44,0,0,0,3,0,34,0,96,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,31,0,0,24,24,0,0,1,0,0,0,0,0,11,0,0,337,0,1,0,0,0,0,646,0,1,0,17,0,130,0,0,77,0,0,0,0,0,0,0,1,583,0,0,0,0,0,143,0,0,0,0,41,1,0,0,0,0,710,0,0,0,1,0,22,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,13,1,0,0,1,0,0,0,1,53,0,0,0,45,0,0,0,1,0,0,4,0,1,0,0,0,0,6,12,0,0,0,0,0,8,0,0,0,0,0,0,154,9,0,0,0,0,0,0,11,0,0,0,126,0,8,0,0,0,0,0,0,0,0,10,0,34,0,0,1,44,2,0,0,0,0,0,0,89,0,53,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,1,13,0,0,0,1,2,0,0,0,1,1,0,3,579,0,0,0,0,0,2,2467,0,0,140,0,0,0,0,0,7,26,0,0,0,0,321,0,40,0,0,85,0
0,0,0,0,0,2,2,0,0,0,0,0,4,0,55,0,0,0,0,0,4,0,0,0,0,5117,2,0,117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,182,0,0,0,18,0,27,0,0,0,0,0,0,33,17,0,0,0,8,5,0,1,0,9,0,5,8,31,0,0,0,0,0,0,0,62,0,2,0,0,0,1191,0,0,0,1,0,1,13,0,0,0,330,0,0,0,0,1,16,0,0,0,2,0,9,123,0,0,0,0,0,0,0,0,604,2,0,0,0,0,0,0,0,0,4,17,0,0,1,0,0,1,0,35,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,4,0,0,33,89,0,81,0,0,0,0,9,2,0,77,0,2,0,0,409,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,255,0,0,0,4,6,0,0,4,0,0,0,0,2,0,1,0,0,0,9,62,21,390,0,0,0,0,6,0,2,1,0,109,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,42,0
0,1,0,0,0,1,0,0,0,0,1,0,1,0,11,1,1,0,0,0,0,107,0,0,0,0,0,0,13,1,1,0,14,185,0,0,57,314,0,0,1,0,0,0,0,1236,0,3,0,0,1,0,0,1,19,0,0,0,0,119,0,0,0,1,0,0,33,0,71,10,0,0,0,0,0,0,1,0,0,121,0,1,94,0,0,10,0,16,0,104,0,19,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,43,0,19,0,76,0,0,0,1,0,0,26,0,0,0,0,0,294,0,25,0,0,0,48,32,155,0,0,9,0,0,0,0,1,0,0,1,0,0,10,0,1,0,0,48,0,0,48,0,0,183,0,175,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,243,49,0,0,0,3,0,4,1,0,0,0,0,1,160,0,0,0,0,0,0,0,6,0,0,0,101,1046,26,0,0,0,0,2,0,0,0,0,0,29,87,123,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1602,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,14,0,52,90,8,0,6,0,0,0,0,2,0,0,0,0,99,1,22,18,0,1,0,1,0,0,38,1432,0,0,489,0,2,0,0,0,40,13,0,0,0,0,0,0,1,0,0,385,0
0,0,1,1,0,0,2,15,0,0,5,0,0,0,44,0,0,0,0,0,0,1,0,8,0,2752,0,0,4,0,1,0,0,0,0,0,8,144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,6,0,2,1,0,0,0,67,1,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,47,679,6,1,0,0,1,0,0,0,0,0,14,0,0,0,0,0,2231,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,1,23,28,0,0,0,0,0,463,0,3,0,0,103,0,0,0,837,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,391,185,0,0,0,6,0,0,0,6,0,0,75,0,248,0,0,44,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,39,0,0,6,9,0,0,0,0,0,0,4,0,14,0,1,0,0,0,0,7,0,57,677,0,0,15,0,0,0,0,1,35,3,0,0,0,0,0,0,0,0,0,45,0
0,0,0,0,0,0,2,6,0,0,0,0,0,3,0,0,0,0,0,0,6,61,0,0,0,0,0,0,24,0,0,0,0,0,0,0,41,0,0,0,0,0,0,20,0,34,0,0,0,0,0,0,0,0,0,1,0,1,0,33,0,93,2,0,0,0,0,0,0,33,8,0,0,18,0,0,0,0,295,0,0,0,0,0,363,0,0,0,0,34,2,17,0,0,0,0,0,0,27,0,0,72,0,0,0,0,61,1302,0,3,0,0,0,121,0,0,0,1,338,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,1,0,40,0,0,0,0,0,2,0,0,0,0,0,0,11,14,0,4,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,17,1,0,0,0,0,10,0,0,0,0,0,0,99,2,0,0,0,0,0,0,1,0,3,0,80,0,0,0,0,0,1,0,0,2,0,24,0,69,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,38,0,0,1461,0,1,0,0,0,10,2771,0,0,163,0,0,0,1,0,0,15,0,0,0,9,184,0,12,0,0,171,43
0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,3,0,7,0,185,0,0,3,0,501,0,0,31,0,0,0,1,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,11,0,131,0,0,13,0,0,0,6,0,0,0,0,0,9,0,0,0,0,10,0,110,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3707,0,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,25,0,47,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,3,0,0,0,0,0,0,0,0,43,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,4,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,18,4,11,0,0,484,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4116,0,1,116,0,0,0,0,0,1,4,0,0,43,0,0,0,0,30,2,7,0,0,0,0,12,0,0,3,0,8,0
0,0,0,12,78,0,0,0,0,179,132,180,0,0,37,12,5,0,0,0,0,1,0,0,0,9,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061,0,0,0,0,104,0,23,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,686,0,0,11,24,42,0,0,0,0,0,1,0,0,0,0,0,658,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,23,0,66,0,0,96,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,75,0,325,0,0,0,0,31,1035,0,0,6,2,0,0,61,0,0,30,0,15,0,0,0,0,3,0,7,17,0,0,0,0,0,0,0,1,0,75,0,0,0,0,0,0,0,0,0,0,25,0,0,49,0,0,0,0,30,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,111,0,29,24,0,28,0,205,0,0,0,0,15,1,3,0,0,0,3,0,0,2,0,0,0,0,8,961,0,0,215,0,0,0,0,0,0,2395,0,0,381,0,0,0,0,0,0,13,0,0,0,0,23,0,33,0,0,11,0
0,0,0,0,51,1,11,87,0,0,115,54,1,2,3,0,0,10,0,0,5,0,169,0,0,851,31,0,1,5,0,0,0,205,0,0,0,180,0,0,0,42,0,358,2,593,0,0,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,57,0,0,5,0,0,0,0,0,0,0,0,115,0,32,0,0,0,0,27,0,208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,0,0,29,0,0,0,0,101,23,0,31,0,0,0,0,80,0,0,0,0,1,0,0,0,1,48,10,209,0,0,0,0,0,361,22,81,0,0,0,0,0,0,0,0,0,0,24,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,29,0,0,0,0,0,0,64,0,6,0,8,0,0,3,0,0,0,0,0,0,3,62,0,0,0,0,0,0,0,496,1,15,0,1,41,0,0,0,0,0,0,0,0,54,0,161,61,0,74,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,52,186,0,31,0,0,0,0,0,0,52,0,0,0,0,2,0,0,0,0,2,0,23,25,0,6,0,0,0,22,2642,4,0,283,0,0,1,1,0,7,0,0,0,10,0,0,4,0,0,0,128,0
