"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301"
0,0,0,0,8,0,3,4,0,1,0,1,0,0,7,0,0,0,8,1,1,5,0,3,0,307,0,0,22,0,1,7,0,69,0,0,0,10,0,0,0,0,0,16,0,33,0,27,0,0,0,0,0,0,31,1,0,0,0,27,7,6,0,0,0,2,13,2,0,47,18,0,0,9,1,0,0,0,3,14,0,0,140,8,2,2,14,0,0,34,0,1450,0,34,0,12,0,0,34,0,0,0,0,0,0,0,393,18,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,30,0,35,0,0,1,0,15,0,12,0,66,0,224,0,0,0,0,0,280,2,0,0,6,491,0,0,0,0,0,0,1,13,2,0,0,209,1,469,0,0,0,0,0,9,0,1,0,0,382,4,12,16,6,0,1,41,0,0,0,0,37,0,1,0,15,1,0,0,0,0,0,0,0,0,0,1,101,15,10,2,0,0,27,26,197,64,8,32,0,58,9,0,34,4,180,0,505,0,0,0,0,208,5,72,0,104,178,0,0,1,0,0,0,17,0,13,0,0,0,0,0,0,0,0,2,22,0,8,5,0,0,3,10,2,0,0,0,0,0,0,0,3,0,4,95,864,0,1,0,0,0,1,1626,1,0,110,0,0,0,0,0,21,11,0,0,0,0,18,0,0,57,0,23,0
0,0,0,0,0,0,1,4,3,0,0,0,1,3,19,2,0,0,0,0,6,3,0,0,1,1465,0,0,10,153,691,0,0,96,0,0,21,3,7,0,0,0,0,18,0,392,2,0,0,0,0,0,0,0,0,1,0,1,0,13,0,77,0,0,0,2,3,0,1,1,6,0,0,23,4,0,0,0,0,1,2,0,1,0,47,1,0,0,0,26,142,16,25,0,0,0,0,0,19,0,0,0,0,0,155,0,16,1,121,0,0,1,0,1,0,0,0,0,40,0,0,0,170,187,107,0,0,1,0,7,0,2,0,0,0,0,1,35,0,0,1,4,0,0,0,0,1,1,5,10,273,0,16,0,0,0,0,0,4,84,0,0,149,1,25,0,0,398,0,0,0,0,1,0,0,0,0,12,4,7,0,0,0,0,54,0,0,1412,0,26,0,63,1,0,3,0,0,5,0,0,0,0,0,1,0,48,0,0,0,0,0,0,1,0,0,0,42,1,0,35,1,6,0,905,0,2,13,0,6,0,6,0,62,244,0,3,0,0,0,0,6,44,0,32,0,0,0,0,0,0,7,1,0,0,0,27,5,4,15,0,1,0,0,1,0,0,0,62,0,12,2,0,186,0,3,0,1,0,6,1083,0,0,45,0,0,0,0,0,3,9,0,0,0,0,32,0,1,0,56,276,0
0,0,2,1,0,0,2,0,0,0,0,0,1,0,160,2,0,0,0,0,15,61,0,8,0,2,0,1,966,2,0,0,0,0,0,0,0,0,0,1,0,0,0,89,0,0,0,25,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,4006,0,22,31,0,44,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,509,3,0,0,6,0,0,0,0,0,47,12,0,0,2,0,3,8,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,94,0,0,0,0,0,1,3,0,0,0,0,0,0,0,27,7,0,0,0,1,0,0,0,0,0,0,0,50,2,10,1,202,0,0,0,0,0,0,0,0,1,0,78,41,0,0,0,0,0,9,0,0,0,1,0,647,0,0,0,0,0,36,0,0,0,0,3,0,0,0,0,0,3,0,0,0,23,136,5,0,0,0,9,0,0,22,0,0,0,0,0,601,0,0,179,1,0,1,1,0,0,1173,0,2,0,0,19,3,0,41,0,0,0,0,0,0,111,0,111,0,1,2,62
0,0,0,0,0,0,3,0,0,0,0,0,1,1,2,0,0,0,0,0,23,0,0,3,0,1072,0,0,19,1,0,0,0,2,0,0,0,210,0,0,0,0,0,0,0,1032,0,4,0,1,1,0,0,0,38,0,0,2,0,0,0,15,1,0,0,1,91,0,0,0,15,0,0,0,0,165,0,0,0,0,0,0,0,0,1045,0,0,0,0,1,0,0,2,0,0,0,0,0,4,0,0,15,0,0,69,0,0,44,29,0,0,0,0,1,0,0,0,0,152,0,0,0,40,0,5,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,360,12,0,0,0,0,0,0,0,0,1156,0,0,0,0,0,0,1,0,33,0,0,78,0,609,0,26,0,0,0,0,0,1,0,0,0,0,73,0,0,0,0,0,0,0,0,0,19,0,0,0,17,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,223,0,0,20,2,913,0,1,107,0,0,0,0,0,0,175,14,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,24,38,36,0,67,0,0,0,0,0,9,2,0,0,697,0,0,0,40,0,0,55,0,0,0,0,9,0,0,0,5,316,6
0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,8,2,0,0,0,8,0,0,10,2193,0,0,45,8,99,271,1,128,0,0,5,78,0,0,0,0,114,0,0,167,0,0,0,0,0,0,0,0,11,2,0,0,0,48,2,11,0,1,0,0,61,0,0,0,9,1,0,7,0,0,0,0,0,32,0,2,88,5,51,1,0,1,0,43,506,37,0,0,0,0,0,0,7,0,0,0,1,13,0,0,0,2,0,0,0,0,0,13,0,0,0,0,485,0,0,0,38,0,3,0,0,0,732,0,0,40,0,0,0,54,0,21,0,95,2,0,5,0,0,0,4,3,3,1,277,0,0,0,0,0,0,0,0,4,0,0,201,1,0,0,0,0,0,0,0,3,0,0,0,0,1,75,8,5,0,0,0,0,45,0,0,525,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,18,162,0,11,0,0,42,118,48,0,41,13,71,4,63,0,0,38,0,469,0,42,0,0,9,20,44,0,68,27,0,0,1,1,0,1,0,29,0,268,57,0,0,0,17,0,0,4,4,0,5,12,27,0,8,0,11,0,0,8,0,0,0,0,1,29,0,42,70,0,0,0,0,1,3,895,1,0,80,0,0,0,0,0,12,24,31,0,0,0,5,5,11,0,0,144,0
0,0,0,0,7,0,1,0,0,0,0,0,0,0,110,0,1,0,0,0,0,0,0,0,0,4130,0,0,67,0,111,0,0,29,0,183,6,1,0,0,0,0,0,0,0,16,497,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1784,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,17,0,0,0,0,5,0,0,0,0,257,0,0,15,47,9,6,0,0,0,0,0,0,0,0,0,0,0,186,41,0,0,0,0,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,0,6,0,0,0,0,1,23,0,208,0,42,0,0,0,0,0,0,0,0,1,26,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,16,0,0,0,0,0,0,110,0,0,0,0,0,0,353,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,43,0,0,607,0,0,0,0,0,0,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0
0,0,0,1,0,0,1,0,0,0,0,0,0,117,31,1,0,0,0,0,0,0,0,27,0,5090,0,0,12,34,193,0,0,0,0,0,406,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,9,2,0,0,2,0,0,0,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,17,1,1,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,10,0,4,9,124,0,122,3,0,0,0,0,0,0,0,18,0,0,0,16,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1486,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,64,0,213,0,0,0,0,63,0,349,0,0,0,0,562,6,0,0,0,0,0,0,4,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,32,0,0,92,2,5,0,0,0,0,11,0,2,0,1,0,0,0,6,0,0,0,0,0,0,83,0,6,0,0,127,0
0,0,0,0,0,0,1,22,157,1,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,1548,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,43,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72,0,0,0,6,0,0,4,0,14,0,0,0,24,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,9,0,0,1,0,0,0,11,0,0,0,1,0,0,3827,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,1,0,9,0,0,0,0,6,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,9,0,6,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,5,0,0,3,1,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,58,0,0,10,5,17,0,0,0,6,0,0,34,0,37,0,0,1,0,0,1,0,0,0,0,0,167,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,2,59,0,1,0,0,0,0,0,3415,2,0,101,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,3,0,0,0,3,0,0,0,0,0,10,18
0,0,0,0,0,3,69,0,0,0,0,0,2,0,31,0,0,0,0,0,0,0,0,0,0,3127,0,0,9,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,16,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,39,1215,1,4,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,5,43,0,0,0,0,0,0,0,0,146,3,0,0,0,0,0,0,0,159,0,0,0,0,1,73,92,0,1,14,0,0,0,0,0,0,8,0,0,0,158,0,2,0,0,1,0,0,0,0,315,0,0,0,0,0,0,0,0,0,1,0,0,0,20,134,0,0,0,0,0,0,0,0,0,75,0,0,0,68,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,16,0,0,53,0,0,0,0,0,136,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,12,2,0,0,0,65,518,0,0,118,0,0,0,0,0,0,2273,0,0,396,0,0,0,8,0,0,0,0,0,0,0,0,0,81,0,0,0,0
0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,2,24,5,44,0,1700,0,0,29,22,6,0,0,151,0,0,13,267,0,0,0,0,0,22,0,303,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,141,98,0,0,0,342,0,3,0,173,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,10,760,11,107,0,0,0,0,0,9,0,0,0,0,0,0,0,0,44,0,0,0,0,4,6,0,0,0,0,504,0,0,0,0,1,47,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,5,0,44,0,0,489,0,9,0,0,23,0,4,31,0,113,0,0,0,0,0,0,2,0,0,1,0,0,570,0,31,11,0,0,0,0,0,0,0,6,241,0,0,0,98,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,315,0,0,0,0,102,12,279,0,0,0,0,807,0,0,0,0,65,25,0,6,137,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,38,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,129,0,0,218,0,0,0,0,0,21,4,0,0,492,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,431,0
