,CSM5MCWI_P,CSM5MCXD,CSM67UBF,CSM67UBH,CSM67UBZ,CSM67UC6,CSM5MCXN,CSM5MCXP,CSM67UEA,CSM67UG8,CSM79HMN,CSM5MCZ7,CSM79HKT,CSM79HIB,CSM7KOJE,CSM79HKB,CSM67UF5,CSM79HOT,CSM7KOMX,CSM79HGL_P,CSM79HGN_P,CSM79HIJ,CSM79HIL,CSM79HIV,CSM79HIX,CSM79HJ8_P,CSM79HJA,CSM79HP2,CSM79HP4,CSM7KOTA,CSM7KOTC,CSM79HR2,CSM79HR4,CSM7KOL2,CSM7KORC,CSM7KOSH,CSM9X1Y5,CSM7KOSL,CSM7KOSP,CSM7KOOD,CSM9X1ZQ,CSM9X1Y3,CSM9X21J,CSM9X233,CSM9X235,CSM9X211,CSM9X22S,ESM5MEBE,ESM5MEC5,ESM5MEDU,ESM7F5CD,ESM7F5CF,ESM718T7,HSM5MD79,HSM7CYZT,HSM7CYZV,HSM5MD7U,HSM67VEC,HSM67VHS,HSM6XRT4_P,HSM6XRT2_P,HSM6XRTE_P,HSM6XRTG_P,HSM6XRTG,HSM6XRTQ,HSM7J4QZ,HSM6XRSE,HSM7CYXG,HSM7CYXI,HSM7CYXO,HSM67VFD,HSM67VFF,HSM7J4LD,HSM7J4LF,HSM6XRV4,HSM6XRV6,HSM67VHH,HSM67VHJ,HSM7J4RE,HSM7J4G1,HSM7CZ1C,HSM7CZ1E,HSM7CZ2A,HSMA33O1,HSMA33O3,HSM7J4N4,HSM7J4N6,HSM7J4OV,HSM7J4OX,HSM7J4OL,HSMA33JB,HSM7J4P2,HSMA33MV,HSM7J4K6,HSM7J4K8,HSMA33KO,HSMA33PX,HSMA33KU,HSMA33L1,HSMA33R5,HSMA33R7,HSMA33RR,HSMA33QO,HSMA33SE,MSM5LLI8_P,MSM5LLI6_P,MSM5LLGJ_P,MSM5LLGL,MSM5LLEP,MSM6J2J5,MSM6J2JB,MSM6J2HD,MSM6J2HF,MSM6J2HH,MSM6J2KE,MSM6J2KM,MSM6J2IG,MSM6J2II,MSM6J2IK,MSM6J2MD,MSM6J2QJ,MSM6J2QF,MSM6J2SI,MSM6J2SK,MSM6J2RU,MSM6J2RS,MSM79H7O,MSM79H7Q,MSM79H7W,MSM9VZFH,MSM9VZPT,MSM9VZGO,MSM9VZGS,MSM79HAT,MSM9VZEM,MSM9VZEO,MSM9VZEY,MSM9VZF1,MSM79H87,MSM79H89,MSM9VZH7,MSM9VZHZ,MSM9VZI2,MSM9VZIQ,MSM9VZIS,MSM9VZLF,MSM9VZLH,MSMA26CX,MSMAPC5H,MSMAPC64,PSM7J1CC,PSM7J1CG,PSM6XBTL,PSM6XBTN_P,PSM6XBUI,PSM6XBUM,PSM7J1B9,PSM7J1BB,PSM7J1AU,PSM7J1AO,PSM7J1DL,PSM7J15A,PSM7J15G,PSM7J17Z,PSM7J182,PSMA263S,PSMA263U,PSM7J15W,PSM7J161,PSM7J163,PSMA267D,PSMB4MBI,PSMB4MC7,PSMB4MBS,PSMB4MC1,PSMB4MC3,PSMB4MC5
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus,27.87955,49.77878,58.5845,46.73295,0.0,0.0,11.7525,24.13695,32.12439,27.05681,28.05283,0.0,0.0,0.0,0.0,44.76056,2.60665,21.78514,19.61297,5.33747,1.73733,0.0263,0.0,35.5473,29.36288,29.13676,38.45902,18.86823,15.65903,8.17025,8.71151,57.66301,51.5817,43.12194,39.69914,0.0,0.0,0.0,0.01018,20.70902,10.51335,30.49965,35.3884,4.96363,8.58236,24.52207,40.34062,57.13995,42.03874,35.99336,0.00188,0.00066,0.41191,15.57333,71.19603,90.99156,0.01534,0.0,41.55466,34.65222,30.67446,9.91089,3.18969,3.42267,0.02987,0.0,6.34176,43.3749,18.45678,29.77992,77.60614,47.85079,23.254,42.24975,3.84936,6.60159,0.0,0.00068,0.01744,0.06334,10.92007,5.0032,20.51137,41.96772,46.77941,18.72227,6.49676,0.00221,19.44636,49.76488,21.1367,0.0,0.00542,18.02766,19.46586,20.60838,41.45756,0.0,0.0,16.47772,31.5189,28.06216,7.63005,12.37284,0.05521,0.00047,20.5493,39.18589,30.67549,22.36496,23.25166,55.38081,57.7,48.88234,1.5182,4.03861,16.47424,6.36684,15.87731,0.0,12.68352,15.56518,26.38985,50.88642,5.66752,1.35281,10.86633,12.12936,5.11141,3.91663,5.91595,3.48264,2.55653,4.93564,31.7704,21.2765,0.0,0.0,0.0,0.0,0.01299,33.32993,41.22205,57.74494,58.81673,2.37618,4.49644,0.17261,20.34679,3.51071,23.15881,20.93846,38.87623,12.75761,18.7279,20.77557,40.42381,36.01909,39.26947,42.21321,9.69812,6.24432,14.5311,0.0,0.0,0.0,0.0,29.30021,0.0,0.0,0.0,3.52247,8.87734,0.0,39.76137,54.11901,40.74122
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,42.60797,20.57237,0.0,0.0,20.60109,18.8188,13.33301,25.4666,6.93288,7.68148,3.5951,0.0,0.0,0.0,0.0,7.54834,1.34907,14.84614,22.0863,4.37895,2.04697,45.08542,56.35345,9.02164,11.9824,3.18718,7.83079,0.0,0.0,3.57891,6.60213,0.0,0.0,5.60531,4.7929,0.00551,0.0,0.0,0.02344,43.62367,33.24,0.0,0.0,2.82835,5.66954,19.72224,13.93242,0.0,13.87894,8.97659,7.6815,7.29985,0.94004,4.3549,0.0,0.0,0.0,0.0,4.32539,3.70926,15.64326,10.35988,4.15091,3.87885,4.98585,0.0,1.79873,2.91465,12.72658,8.03264,0.0,7.6271,0.0,0.0,14.59806,4.98874,10.23243,11.70676,16.51838,1.6413,9.39015,0.2281,13.35028,4.08787,3.19032,6.51844,2.37246,0.0,1.18998,9.85328,22.96781,11.87955,13.0058,11.04056,4.16084,31.04342,4.03939,0.0,0.0,11.67356,7.9647,4.5083,1.46809,5.66788,0.01301,0.0,11.94272,13.03135,4.88308,6.06708,27.13253,25.73198,26.9134,18.92505,1.28214,3.05996,17.38971,15.19717,15.65396,0.0,9.4016,20.4877,16.68573,19.70588,2.31647,0.56819,13.21453,5.56967,9.31362,37.51276,17.20608,1.08283,1.53287,7.41468,39.51127,49.42143,0.0,0.0,0.0,0.0,5.12464,2.58881,5.51562,0.0,0.0,9.36397,9.42696,59.08281,15.06598,1.11885,18.59396,29.54441,5.47394,16.58832,11.37543,13.30492,3.99424,5.58732,0.0,0.0,11.40373,31.3146,8.46272,0.0,0.0,0.0,0.0,6.38171,0.0,0.0,23.26161,1.49751,2.48808,16.71808,15.70063,17.14945,3.47231
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron,15.16677,7.982,13.3291,21.5916,1.39357,0.40939,0.67608,0.00134,1.46544,0.02089,0.00891,0.0,0.0,0.0,0.0,5.66427,0.79853,0.2649,0.55503,0.0,0.0,2.19328,2.08741,2.1817,9.15069,3.17032,1.0715,6.33996,5.75276,4.10292,3.84489,0.0,0.0,5.4401,4.29878,0.0,0.0,0.0,0.0,1.14476,4.64227,0.65801,1.17017,0.0,0.0,2.2681,3.79923,0.0,3.16488,4.72133,0.02306,0.01028,0.02626,0.0,0.0,0.0,0.0,0.0,0.0,1.41025,0.8901,3.24791,1.49026,1.51594,0.0,0.0,10.45278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03504,0.2141,1.76121,5.29753,0.77963,0.1494,5.9885,0.0,0.16627,1.29986,4.5439,4.48442,2.05024,0.0,1.61788,0.00926,0.00667,10.90218,2.20986,0.28166,0.00294,0.0,0.0,0.0,0.0,0.08954,0.0,0.78638,0.52676,0.43678,0.0,0.0,0.63634,1.17007,1.34953,1.14422,2.80345,0.0,0.00931,0.0,0.06544,0.17205,3.66832,1.13797,3.02031,0.0,0.42323,0.56599,2.97772,1.76377,0.23496,0.01402,0.66993,0.37269,0.36114,0.05776,0.10513,0.23675,0.05668,0.57651,0.93266,3.69169,0.0,0.0,16.7887,6.3375,0.0,1.34027,4.26488,0.00392,0.00377,1.72025,3.10204,0.0,2.87583,0.27099,0.94484,0.28403,0.00434,0.00838,0.0,0.0,0.36576,0.07253,27.52925,21.46494,0.6727,0.0,0.0,0.0,0.0,0.0,0.0,3.99652,0.0,0.0,3.923,0.07444,0.74887,0.0,1.47088,0.76648,0.43523
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,1.18422,3.3615,0.0,0.0,9.28305,7.46819,20.96861,2.56665,7.54495,10.73194,12.06816,0.0,0.0,0.01557,0.0,3.7836,9.31535,10.15563,6.14202,2.2406,0.24675,0.03049,0.0,2.76756,2.63562,8.74773,2.68864,10.24622,11.06544,0.0,0.0,1.0632,0.43353,5.16572,6.36149,12.23176,5.74987,0.0,0.04965,6.53747,1.53568,7.87839,6.61368,42.09499,15.95974,5.06117,4.91729,12.21787,1.56969,4.0582,3.08356,3.1874,9.64759,0.66544,0.0,0.0,54.5185,8.2371,8.65079,2.40632,4.03035,8.82388,11.06101,10.79166,42.94932,32.22449,0.72015,4.90209,2.08217,0.85886,0.0,0.0,0.0,0.0,16.44587,13.33412,1.17399,1.82762,5.62847,2.8066,7.70723,2.71248,0.84703,6.77341,10.44864,10.47073,4.24554,0.0,0.0,2.57012,2.10388,1.98927,3.84046,10.32021,20.49115,2.62114,1.53047,23.37361,26.58398,6.03799,2.35102,44.59084,4.4689,12.58077,3.23052,2.34413,18.80106,11.14552,8.92553,12.03915,5.79529,1.12609,0.92191,6.40076,5.20421,7.04419,0.94178,15.04723,17.45709,11.5559,33.94605,1.84209,0.43022,0.33013,4.60048,0.42309,36.93077,19.31903,22.74259,0.97391,2.23672,15.65055,8.86012,3.22428,1.61935,0.57378,17.80643,37.88059,1.64821,3.99667,25.72785,0.01242,1.48797,2.4622,0.62256,19.50309,13.29965,2.72894,5.59398,4.06055,13.29357,8.30446,12.97457,14.73251,22.29851,8.7251,2.89941,4.98659,5.61197,5.19862,3.86076,4.72676,0.26539,49.957,24.40922,0.0,0.0,10.26089,0.0,0.0,7.6376,8.24143,6.22785,7.19795,13.66702,12.59666,21.92943
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis,0.15818,2.89528,0.128,0.22031,0.0,0.0,9.53147,0.0,0.32067,0.0,0.0,0.32706,0.80713,0.0,0.0,0.43769,8.7917,9.59967,3.72015,1.15751,0.01774,0.0,0.0,0.47807,0.35174,1.22424,2.04065,0.53172,1.91966,0.0,0.47507,0.25295,0.35675,2.54747,5.65978,2.55277,7.18524,1.08377,10.9793,0.0,0.09123,3.44973,1.43905,0.0,0.0,2.22153,5.09873,1.45789,0.16529,0.255,0.0,0.0,1.71501,0.01256,0.0,0.0,3.21566,1.04004,0.0,0.51682,1.20269,0.55221,0.31686,0.55519,0.0,0.0,0.03022,0.26578,0.60476,0.26562,0.0,0.64759,0.19718,0.0,2.77729,1.02807,0.0,0.0,2.87972,0.129,0.20541,0.0,0.05992,0.19747,0.0,0.0,0.10472,15.44116,0.51203,1.36676,4.12123,1.35525,1.0143,0.03734,0.0,0.0,0.0,0.10277,0.7552,7.87925,7.74414,0.27269,0.36933,0.0,0.0281,0.06454,0.05089,0.73698,0.0,1.6907,0.0,0.0,0.0,0.0,2.26305,0.59747,7.44577,0.82256,7.3769,0.86539,0.0,0.0,0.64567,1.20357,1.82158,0.61538,7.18016,26.61782,21.29454,0.06015,0.0,18.63202,15.10358,0.0,0.0,0.0,8.8548,19.49981,0.0,0.36116,15.91908,0.0,0.0,0.0,0.0,8.02835,13.6717,2.90501,2.84863,0.22941,0.16564,0.0,2.53443,3.16123,0.0,0.19763,0.66172,0.98323,0.65904,6.11815,2.92291,0.0,0.0,0.0,0.0,0.0,0.0,0.85107,0.0,0.0,0.63447,3.23723,2.85917,0.0,0.00245,0.0,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae,2.98125,1.29566,0.0,0.0,6.24913,2.79772,1.49434,5.12182,2.33535,1.69372,2.21152,0.0,0.0,0.0,0.0,3.64134,0.0,1.26698,1.12391,16.00802,1.43254,4.72072,4.41415,5.40878,4.06499,4.45736,5.46213,6.46385,4.1578,0.27067,0.12798,2.82914,5.6132,0.0,0.0,0.0,0.0,0.0,0.0,1.72214,0.0,2.36776,1.14403,0.53232,2.38684,6.36633,3.76137,0.0,0.46204,1.23494,8.73841,7.11166,0.77137,0.0,0.0,0.0,0.0,0.0,21.66148,8.17154,5.60238,5.17684,0.74352,0.91603,1.57848,0.0,3.95014,9.43749,7.84297,5.60133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03497,1.91055,19.17521,13.01245,0.43989,2.25156,0.0,0.0,3.35419,0.81655,0.0,0.0,5.21238,4.48836,0.16739,4.04885,1.52731,0.91743,8.76178,16.87162,0.0,0.0,1.98225,2.15542,0.0,0.0,0.0,1.23049,1.58001,0.0,0.0,3.23982,0.0,0.0,0.0,0.01359,0.0,0.41395,1.43334,8.88829,3.26961,3.9976,0.0,1.22468,2.60307,3.40305,2.43503,3.87078,0.35142,2.88006,2.75792,1.70009,1.90334,3.82115,1.00611,0.34517,4.14244,0.0,1.76388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33364,0.07994,0.0,1.60309,1.90434,2.04381,0.009,0.03723,0.04062,0.0,0.0,11.30674,2.30288,9.43213,3.81638,3.5594,2.14014,45.61785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95017,0.19972,1.6788,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme,0.57098,1.40517,1.2945,1.02947,0.00728,0.04546,0.0,0.01374,0.0,0.0,0.0,0.0,0.0,0.3351,0.22457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00815,0.0,0.0,0.0,0.0,0.0,0.0,0.05326,2.76493,0.00124,0.0,0.00288,0.0,0.0,0.03215,9.57787,3.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02051,0.01894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00358,0.0,0.0,0.0,0.0,0.0,0.0073,0.0,0.0,0.0,0.0,0.08177,0.0,0.0,0.0,0.02984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03107,1.81297,0.0,0.0,0.07278,0.00069,0.02026,0.0,0.0,0.0,0.0169,0.00598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00618,0.04571,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13705,1.14278,0.11498,0.0,0.0,0.0,0.33529,0.00289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14671,0.03762,0.01566,0.00154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24664,0.04355,0.08291,0.00502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,5.59462,1.20795,7.37594,8.09754,0.0,0.22749,0.0,0.0,0.0,0.7086,1.57906,0.0,0.0,0.0,0.0,0.0,0.62573,0.0,0.0,0.0,0.0,0.0,0.0,0.2953,0.34758,0.0,0.0,1.52629,0.52326,0.0,0.0,0.0,0.0,0.06,0.0,33.87176,25.12917,14.70242,12.89112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49626,0.37279,0.0,8.94887,0.0,0.0,12.64607,81.77831,0.02879,6.56825,4.14984,0.03765,0.00547,0.0,0.7784,0.0,37.62988,0.0,0.0,0.0,0.0,24.72971,0.0,0.0,0.0,0.0,27.21237,28.19248,0.09443,26.6476,0.0,0.05886,0.0,4.8245,6.996,3.58551,1.46297,0.0,0.0,0.0232,0.00376,0.0,0.0,0.0,0.0,6.18572,9.48104,0.0,0.0,1.44122,1.46998,0.0,0.0,0.09404,6.68403,9.4645,0.0,0.0,0.4163,0.0,0.0,7.89552,3.5509,4.39097,0.12268,0.57068,0.0,0.0,0.0,0.0,0.4939,1.62932,2.73339,0.57411,0.82264,0.07022,0.0,0.0,0.0,0.36876,0.50412,0.0,0.0,0.0,0.0,0.0,42.25055,11.6586,0.0,0.0,0.0,3.06409,1.58492,2.37312,2.65749,0.0,0.0,10.42065,0.0,0.0,0.0,0.0,0.0,0.0,10.80633,6.67267,1.11027,0.84819,0.35052,0.21492,0.97646,0.31397,7.94797,0.0,0.0,0.0,0.0,2.7368,0.0,0.0,1.75763,0.0,0.0,24.6695,12.26166,6.36102,4.23477
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans,0.03164,0.63115,0.0,0.0,0.28639,0.35464,0.4092,0.21853,0.00969,0.34108,0.13717,0.0,0.0,0.0,0.0,0.25749,2.31475,0.38123,0.14551,0.19505,0.0,0.91248,1.30445,0.72345,0.85459,0.39426,0.26143,0.13913,0.16274,0.0,0.01906,0.0,0.0,0.06534,0.3162,1.15454,1.18021,0.0,0.0,0.29303,0.06292,0.27667,0.25229,0.0,0.0,0.19034,0.0996,0.31516,0.0,0.0,0.4679,0.21625,0.00115,0.0,0.02278,0.24861,0.81605,0.36878,0.01941,0.17728,0.27568,0.92676,0.01044,0.02167,0.45895,0.8664,0.0,0.0,0.0,0.0,0.0,0.0,0.10933,0.0067,0.0,0.0,0.47168,0.12862,0.13607,0.87404,0.31092,0.06963,0.02357,0.83969,0.17642,0.04202,0.00096,0.0,0.0,0.05692,0.06496,0.01882,0.10106,0.0,0.0,0.1446,1.3237,1.76712,7.07691,0.14253,0.25182,0.0,0.04087,0.52611,0.0528,0.24089,0.03513,0.0715,0.74273,0.3677,0.30702,0.10199,0.57107,4.12667,0.02216,0.00414,3.14177,0.18181,0.89538,2.97046,0.64879,0.07,2.15235,0.04176,0.2533,0.00054,0.24699,0.12784,0.22657,2.11195,1.05943,0.2933,0.83292,0.24629,0.70306,0.0,0.0,0.0,0.03603,0.71678,0.99036,0.0,0.0,0.0,0.0,0.47592,0.20041,0.07291,0.07199,4.68497,0.27754,0.0,0.89588,0.35803,0.68477,0.17379,0.0,0.0,0.09957,0.43167,0.21574,0.0,0.0,0.0,0.0,0.0,0.0,2.43433,0.0,0.0,0.23818,0.0,0.0,1.18421,0.37801,0.07778,2.18975
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii,0.87412,2.12234,2.17446,1.52186,0.25469,0.28438,1.07087,0.98507,0.14208,0.01787,0.03495,0.3671,1.93041,0.0,11.1964,0.0,0.0,0.95372,0.77723,0.26031,0.31873,0.44438,0.50653,0.01134,0.13992,0.12888,0.41958,0.0,0.0,0.15895,3.72902,0.68919,0.45929,0.47253,0.2279,1.70358,2.05456,0.15251,0.43882,0.1698,0.04537,0.84829,0.19857,0.38706,0.28369,0.35477,0.18999,0.20383,0.51378,0.34386,0.1841,0.11115,0.0,1.02853,0.0,0.0,1.20787,1.04779,0.03449,0.27332,0.77216,0.4833,0.04631,0.07462,0.85338,0.49983,0.44021,1.24878,0.26417,0.10416,0.00057,1.92736,0.93849,0.06161,0.01534,0.02374,0.99309,0.10212,0.00527,0.30995,0.04001,0.02202,0.25205,0.32117,1.78228,0.57233,0.01099,0.0,2.67942,0.45272,0.06363,0.16742,0.1791,0.08127,0.47018,0.57433,0.42965,11.67377,8.05619,0.01487,0.01475,0.0,0.01564,0.53757,0.56275,1.97842,0.2974,1.07802,0.10491,0.0683,0.12017,1.05225,0.83046,0.0,0.0,0.0,1.00659,3.13009,1.656,0.96247,0.02589,0.01826,0.73651,0.06872,0.07329,0.0,0.0,0.04025,0.0,0.25136,0.05659,0.0,0.0,0.0,1.13245,0.29394,1.39182,1.65539,0.00096,0.26484,0.0,3.89531,0.91367,3.33767,3.46279,0.0,0.0,0.57563,0.04132,0.0,0.00191,0.19627,0.04259,0.12539,0.0,0.15967,0.32285,0.04364,0.20263,1.62785,0.05121,0.74409,4.01199,2.74686,1.20567,1.63069,0.06509,0.6212,0.0,0.0,0.09045,0.24872,0.88383,0.64037,0.66887,0.69781,0.29173
