,CSM5YRY7_P,CSM5FZ3V_P,CSM5FZ4C_P,CSM5FZ42_P,CSM5FZ44_P,CSM5FZ4K_P,CSM5FZ4M,CSM5MCUA_P,CSM5MCUC_P,CSM5MCUW_P,CSM5MCUY_P,CSM5MCUK_P,CSM5MCV5_P,CSM5MCW4_P,CSM5MCW6,CSM5MCWG,CSM67UAA,CSM5MCXX_P,CSM5MCXZ_P,CSM5MCYO_P,CSM5MCYQ_P,CSM5MCZF,CSM67U9B,CSM67U9P_P,CSM67U9R_P,CSM67UAO,CSM67UAQ,CSM67UAY,CSM67UB1,CSM67UB9_P,CSM67UB9,CSM79HHU,CSM79HN2,CSM79HGV_P,CSM79HGX,CSM79HHA,CSM79HPA_TR,CSM79HPA,CSM79HJQ,CSM79HJS,CSM79HL4,CSM79HNK,CSM79HNM,CSM79HNU,CSM79HNW,CSM79HR8,CSM79HRC,CSM79HRE,CSM7KOPE,CSM7KOU7_P,CSM7KORU,CSM7KORS,CSM7KOTS,CSM7KOTU,ESM5MEE6_P,ESM5MEBP_P,ESM5ME9H_P,ESM5GEZA_P,ESM5MEDD,ESM5MEDF,ESM718V8,ESM718V4,HSM5MD7W_P,HSM5MD5H_P,HSM5MD53,HSM5MD48,HSM5MD7K,HSM5MD4P_P,HSM5MD5B,HSM5MD5B_P,HSM5MD5D_P,HSM5MD5D,HSM5MD8L_P,HSM5MD8B_P,HSM5MD44_P,HSM5MD43,HSM5MD43_P,HSM5MD6I,HSM5MD6I_P,HSM5MD6K,HSM5MD6K_P,HSM5MD6A_TR,HSM5MD6A,HSM5MD6C,HSM5MD71,HSM5MD73,HSM5MD6Q,HSM5MD6S_P,HSM5MD6U_P,HSM6XRQK,HSM6XRQW,HSM67VD2,HSM67VD4,HSM67VES,HSM67VEU,HSM6XRUR,HSM67VI7,HSM67VI9,HSM7CZ22,HSM7J4GP,HSM67VIL,HSM7CZ32,HSM7CZ36,HSM7CZ38,HSM7CZ3E,HSM7CZ3G,HSM7J4Q9,HSM7J4MS,HSM7J4HQ,HSM7J4HS,HSM7J4JF,HSMA33NA,HSM7J4JN,HSM7J4JP,HSM7J4NS,HSM7J4NU,HSMA33MZ,HSMA33N4,HSMA33LP,HSMA33P6,HSMA33IA,HSMA33IC,HSMA33J5,HSMA33J7,MSM5LLDQ,MSM5LLDS,MSM5ZOJY_P,MSM633FF_P,MSM5LLIE_P,MSM5LLIG_P,MSM5LLHG_P,MSM5LLHI_P,MSM5LLFM_P,MSM5LLFO_P,MSM5LLH4_P,MSM5LLGR_P,MSM5LLF6,MSM5LLF8,MSM6J2LH,MSM6J2HP,MSM6J2HR,MSM6J2JR,MSM6J2K8,MSM6J2KA,MSM6J2PU,MSM6J2LY,MSM6J2M3,MSM6J2M3_P,MSM79H5A,MSM79H9A,MSM79H9C,MSM79H5M,MSM79H9M,MSM79HF7,MSM79HF9,MSM79HF9_TR,MSM79HDO,MSM79HDQ_TR,MSM79HDQ,MSM79HDA,MSM79HDC,MSM79HCI,MSM79HCK,MSM79HCN_P,MSM79HCP,MSM79H8J_P,MSM79H8L,MSM9VZME,MSM9VZMA_TR,MSM9VZMA,MSM9VZFR,MSM9VZFT,MSM9VZNX,MSM9VZNZ,MSM9VZMU,MSM9VZMW,MSM9VZPL,MSM9VZPN,MSM9VZIY,MSMA2684,PSM6XBQU,PSM6XBQY_TR,PSM6XBQY,PSM6XBS8,PSM6XBSO,PSM6XBSM,PSM6XBVK,PSM6XBVM,PSM6XBT7,PSM6XBT9,PSM6XBTX,PSM6XBTZ_P,PSM7J19F,PSM7J19H,PSM7J19N,PSM7J19P,PSM7J19R,PSM7J1A2,PSM7J1A4,PSM7J1BP,PSM7J1BR,PSM7J1C4,PSM7J12V,PSM7J17B,PSM7J17D,PSM7J13M,PSMA264U,PSMA264W,PSMA266M,PSMA266Y,PSMA2671
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus,25.57195,25.75758,12.29822,71.59991,62.78117,0.00504,0.0,22.15446,9.97829,0.01439,0.03763,30.39617,30.89735,0.0,0.0,0.0,3.07442,33.81582,7.21873,18.02599,5.22489,12.92561,12.35822,7.28061,19.38646,0.09552,0.0152,32.8538,36.63524,57.29724,58.5942,0.21571,0.0,20.4587,35.85895,5.78239,6.08993,6.76935,0.0,48.36468,20.09927,0.0,0.0,0.34198,0.0,37.31745,23.32925,25.82371,10.01155,10.33551,44.68833,37.25685,6.36964,10.66136,42.83086,38.25924,48.56561,29.10829,0.00501,0.0,1.253,0.19081,6.57246,12.52426,28.47029,0.0,0.0,44.11364,4.91373,10.77804,19.55184,18.43958,2.16391,3.95448,0.0,0.0,0.00107,0.0,0.00065,0.0,0.00398,27.94059,25.32784,16.27886,23.91876,27.98087,16.68753,19.50928,18.94516,47.1944,30.12678,0.0,0.0,0.03833,0.00698,3.48563,21.89251,22.5092,28.55328,32.74545,6.66072,33.37465,11.32347,42.73681,29.09446,30.85114,0.00354,0.04805,68.95673,18.08693,35.86081,28.88707,0.0,0.0,12.70599,10.09828,1.01792,0.0,16.17895,13.91097,8.51434,12.26943,7.59045,24.76428,0.0,0.0,0.0,0.0,22.38344,35.55431,23.09602,18.62741,48.48546,71.13776,3.09617,9.0063,0.41081,0.0,0.0,11.51623,24.56716,12.56115,8.94615,7.559,7.69092,15.3286,9.62514,9.01364,2.41287,2.68028,3.47766,8.90209,7.47106,5.20246,7.09355,8.34135,15.40952,27.70544,28.93151,0.0,0.0,0.00603,0.0,0.0,0.0,0.20599,0.01418,45.56056,48.50733,57.70208,50.07397,27.2017,41.42617,28.59954,7.00646,4.34796,0.01076,0.01939,0.0,10.96235,16.27001,21.90243,22.4495,39.16555,29.50684,18.38736,59.37859,44.41786,30.97505,31.02666,22.60812,25.07209,35.24746,26.31627,5.98141,3.27302,11.1919,0.00613,2.52658,0.0,0.02811,14.70211,10.6895,0.0,0.42755,0.00686,7.56781,7.12103,0.00362,61.60277,41.96249
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,31.56241,42.82666,28.74672,0.00912,0.19798,25.6673,26.74423,26.83535,36.34358,8.06001,13.02984,1.69142,14.15268,0.0,0.0,0.0,0.32568,12.77867,20.18467,3.87715,10.18276,25.78784,14.93412,31.65746,35.23829,31.76325,30.49614,1.91945,4.54477,13.6552,11.13125,18.41174,6.11726,0.95041,4.94753,2.47159,4.01378,6.01371,0.0,0.17919,28.0196,0.0,0.0,0.2983,0.0,26.75171,24.27053,51.9765,25.36295,24.06628,0.32723,0.0,2.96702,4.28346,0.01963,10.15649,21.54481,14.82833,20.55307,3.25302,0.72981,0.1995,0.86322,2.9208,9.19291,25.50246,17.25683,5.87286,4.83197,6.73041,3.53869,3.19887,2.05965,3.45941,0.34225,17.49276,14.80862,0.0,0.0,0.00727,0.0,10.58945,11.28418,6.6951,6.07459,8.44046,11.91826,13.36037,8.63841,17.0804,0.0,25.80387,4.35073,11.56731,9.9125,0.10446,5.6058,8.11732,12.66048,8.8521,1.29709,6.38763,1.41316,10.54261,10.88834,14.42785,14.62491,13.01116,0.13278,0.0,16.51256,24.9886,0.0,0.0,1.35806,3.22184,0.07039,0.0,11.61089,16.98285,13.49717,10.15454,2.49722,5.4252,0.0,0.0,0.0,0.04201,8.72291,5.08006,4.3786,16.2402,33.05984,13.16758,2.03023,40.80454,0.33328,0.06792,0.0,21.70631,18.06665,8.20977,2.94979,6.65959,2.82372,9.03344,4.98335,4.70039,27.5252,26.32123,20.90336,4.2236,1.73726,14.22487,7.06137,6.7571,5.23737,12.36057,10.4875,0.0,0.0,0.0,0.0,0.0,0.0031,8.10001,9.47979,6.4723,6.34389,4.22257,15.74866,15.79395,0.0,0.0,13.3595,13.72285,18.82848,24.78244,28.61168,7.47772,22.06286,16.75632,12.99227,7.19288,10.72743,10.10864,0.62658,2.15149,0.0,0.0,16.24511,24.66616,4.36523,8.75266,5.42069,3.45683,10.72374,0.0,0.55521,0.0,0.0,3.69884,5.32671,0.0,0.01572,27.55227,2.19374,3.17803,16.76858,7.28631,12.41859
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron,15.95755,11.28384,26.46909,4.82684,12.56196,0.99493,1.55392,0.0,0.0,1.98301,5.52256,0.02306,1.86248,0.0,0.0,0.0,0.09052,2.36744,5.77719,1.42421,1.5132,1.08386,0.43933,0.0,0.0,1.98439,0.79476,0.81967,0.651,0.91668,0.90122,0.20685,1.20306,6.74078,0.94657,2.10139,1.77232,1.86101,0.0,0.03163,8.24897,0.0,0.0,0.0,0.0,0.46129,0.31125,0.77062,4.17565,3.33603,5.38791,3.55192,0.00648,0.04186,0.0,0.022,0.0,1.8131,0.00621,0.0,0.0232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25023,0.32716,0.72058,0.66833,0.61907,1.43698,0.0,0.248,0.31867,0.0,0.0,0.0,0.0,5.53185,5.03048,1.90436,2.5297,4.9626,0.0,0.0,0.05679,8.67033,0.99037,3.38932,0.97626,0.63442,1.07486,0.0,0.19636,0.24349,1.86051,4.09388,0.56718,19.43204,3.51597,6.40291,0.06721,0.00599,2.11175,3.32562,0.06041,0.0,0.0,0.0,0.0,0.0,0.01326,0.17777,0.0,13.01889,0.46363,3.85363,3.09404,2.05085,0.12587,2.18523,0.0,0.0,0.0,0.0,1.80088,1.45666,0.6231,1.44363,0.0,0.0,0.14763,1.17829,0.06096,0.0,0.0,0.6116,0.44076,0.97925,0.4903,0.9215,0.0432,2.41126,1.20378,1.0641,0.13085,0.2951,0.31368,0.4832,0.73716,0.27899,1.22623,1.12103,1.29056,0.59587,0.8797,0.0,0.0,12.53331,13.01064,10.23808,12.4881,0.01558,0.0,8.45488,6.35267,4.39685,1.82704,0.64739,0.01336,0.00622,4.45369,4.31903,0.0,0.0,0.0,0.31397,1.2381,0.39222,0.60377,0.0065,0.0,0.0,0.29391,0.55854,6.50124,3.62317,0.0,0.0,0.28999,0.35115,0.15924,0.05924,0.09126,0.0,0.0,0.0,0.0,0.00722,0.22937,0.0,0.0,5.21641,0.46798,0.60318,0.0,0.71236,0.4341
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,0.95642,2.77595,2.74544,0.02469,0.34909,9.92632,5.66202,0.03282,0.21562,4.6286,1.78195,8.80398,5.66958,0.0,0.0,0.0,0.42663,9.31139,4.14307,11.14257,7.33055,13.2804,6.2606,0.83305,1.13565,0.06024,0.0,6.2595,4.47957,0.99931,0.74371,2.1658,3.07166,7.43007,9.67971,0.0,0.0,0.75102,0.0,8.32021,5.96318,7.7567,4.82333,0.22789,0.0,3.3898,13.00278,4.43485,3.5078,4.00167,7.96414,6.35141,23.75331,21.45143,21.75984,13.75157,12.79346,6.55678,4.96275,6.62069,5.59415,6.75935,0.83796,1.47814,0.68025,11.62156,28.90066,16.33618,15.53786,17.52611,19.47197,21.12042,8.13057,5.51941,14.28434,15.33038,16.86955,16.64056,18.62011,26.92823,25.89144,2.47391,2.59928,9.79573,22.03986,18.56888,5.50402,21.03727,7.96869,0.0,0.03826,1.01375,0.16363,4.70853,9.09178,3.03377,1.06622,0.77156,6.80044,7.69818,4.07645,0.39423,0.0,0.03212,1.49155,3.89534,2.99484,4.01445,8.12982,14.80449,4.13025,5.35419,14.03432,44.98129,15.14271,11.75873,2.0526,0.0,3.46716,8.65819,2.35367,8.1976,18.40084,11.64002,6.21689,1.53596,0.0,0.6488,7.2791,9.20078,12.13955,5.76879,0.91337,2.85337,4.59144,2.66526,12.01989,7.17635,12.50317,12.11541,2.97456,0.51078,10.96159,4.47566,21.36326,6.18198,15.01828,18.41473,0.78774,0.43005,0.50411,7.38518,9.00372,4.66956,6.20526,5.37401,10.3873,15.14429,15.48157,51.09746,24.12709,5.73153,3.7307,3.92121,3.6823,6.95206,0.74041,1.80047,3.31929,4.52044,3.23598,7.55962,0.06228,0.18652,5.74191,2.91725,40.20426,23.91971,22.4652,18.39262,12.71488,9.56236,10.81883,9.68036,16.31177,18.6564,2.41588,3.11587,2.98811,1.35268,4.33901,1.97138,5.00216,5.50893,5.44687,5.05876,13.01521,0.0,2.10533,0.0,0.0,5.85652,10.44766,0.0,0.0,5.36132,9.67659,12.85764,6.75657,14.32518,19.81489
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis,0.96274,1.20589,2.73659,0.33427,0.3531,0.0,0.0,0.0,0.0,0.00183,0.0,0.0,0.42411,0.16171,1.30133,0.0,0.1831,2.12099,0.16934,7.51047,10.89744,5.39416,13.36108,0.0,0.0,0.0,0.0,0.35605,0.07952,0.0,0.0,0.11662,0.0332,0.97618,1.83179,0.49782,3.04826,4.20138,0.0,0.07572,4.20344,0.0,0.0,3.17957,2.63462,0.0,0.0,0.0,0.17621,0.26358,0.11173,0.0477,0.0,0.0,0.00065,9.81981,3.59259,0.47005,0.43008,1.98863,1.92962,1.97773,0.02471,0.0,0.42634,0.0,0.0,0.0,7.49056,13.76806,0.86349,1.19574,5.539,0.36529,0.0,0.01444,0.0,0.0,0.0,0.0,0.0,0.30269,0.22337,2.58473,0.0,0.0,2.71065,3.23968,1.14917,0.0,0.0,0.01313,0.0,0.76647,3.31159,0.0,0.18203,0.07093,0.31712,2.29592,0.0,8.21655,37.5354,0.14243,0.01543,0.0,0.67077,0.0,0.02014,0.0,0.0,0.00193,0.60002,1.03414,0.0,0.0,0.96079,0.0,0.0,0.0,0.0,0.0,6.35881,0.12204,2.7204,0.30412,23.17774,12.55652,0.0,0.0,1.42145,0.05541,0.0,0.0,0.33596,0.45101,13.27692,6.97426,14.16386,2.99391,0.00051,0.39785,8.00185,0.89219,13.26914,0.85609,8.92473,11.50787,0.08379,0.04538,0.05088,0.64145,1.30914,4.24107,0.0,0.0,0.0,0.0,0.0,0.0,51.88465,0.26322,0.41547,0.0297,0.19172,27.57688,0.01123,0.0,0.0,0.0,1.23007,4.26966,0.0132,0.0,0.63538,0.3638,7.84459,4.08033,1.0064,1.51027,3.68888,0.0,0.0,0.726,0.0,0.04803,1.19107,1.35789,2.93159,12.08905,0.03369,0.07399,0.0,0.0,0.02268,2.5881,2.38817,0.0,0.10797,0.0,0.0,1.82593,0.0,0.0,0.0,0.0,0.99572,1.81758,0.0,0.0,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae,4.21382,2.70692,2.3039,0.0,0.0,0.0,0.0,3.30415,2.65564,0.0,0.0,0.88079,0.94269,0.0,0.0,0.0,0.20832,1.7866,1.42792,0.78053,0.0,2.7558,1.5039,14.29219,5.16685,6.52583,4.0786,4.07205,6.98905,0.65127,0.57129,0.83054,4.26155,5.96541,3.29304,0.01882,0.00571,0.14363,0.0,2.14716,0.0,0.0,0.0,0.0,0.0,0.27431,0.83802,1.68901,0.0,0.00977,3.95992,7.18243,0.84398,1.32593,0.0,0.0,0.0,0.8481,3.04615,0.42472,2.58611,0.05596,0.0,0.0,0.0,0.0,0.0,10.6341,1.65767,1.77176,4.65196,4.16769,0.73062,1.68945,0.02093,5.73963,7.56299,0.0,0.0,0.0,0.0,5.48139,4.95431,5.33102,5.57767,6.43533,6.22788,2.69212,12.55679,4.17045,0.0,0.0,0.0,2.04408,1.52665,0.46813,2.37553,4.67774,0.0,0.0,0.60307,0.08706,0.0,0.0,2.71087,3.8676,6.27936,7.2651,0.09461,0.01833,14.77343,8.24975,0.0,0.0,0.0,0.0,0.0,0.0,5.72606,0.0,0.0,0.0,0.0,0.0,1.82507,2.39211,0.0,0.0,3.2766,1.21678,2.44983,0.86189,0.10591,0.0,0.57532,4.86076,0.2265,0.0,0.0,2.06068,1.92075,31.56464,4.70671,2.83715,0.75552,0.53331,0.89132,0.73899,1.76931,10.32305,8.35865,2.21714,0.84446,1.27942,3.0847,3.11269,3.46938,3.87442,3.98228,0.0,0.0,0.0,0.0,0.0,0.0,0.04601,0.0,0.0,0.0,0.0,3.62812,2.17344,0.0,0.0,0.35642,0.33491,0.0,0.0,0.0,0.29893,1.53429,4.30099,3.83562,0.23002,0.0,0.0,1.30812,9.05432,6.54006,3.38209,21.58075,1.67731,0.63496,1.64558,2.01329,1.25578,3.49864,0.0,0.0,0.0,0.0,0.81093,4.57745,0.0,0.0,8.29278,2.51805,3.41741,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme,1.1363,0.13145,0.09282,2.70369,0.71822,0.04737,0.00612,0.0,0.07511,0.05289,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04695,0.02698,0.0,0.0,0.0,0.0,2.11713,7.55397,4.29001,0.0,0.02899,0.0,0.0,0.01562,2.61009,0.15059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03667,0.44893,0.04155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00335,0.03831,0.0,0.0,0.0,0.14783,0.02941,0.0,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63543,10.29714,1.50949,0.0,0.0,0.0,0.0,0.0,0.0,0.01098,0.0,0.0317,0.00746,0.02293,0.00343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03065,0.36582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00934,0.0,0.0,0.0,0.0,0.0,0.05708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0773,0.00638,0.02202,0.0,0.0,0.04519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6574,1.63904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,16.8603,9.18445,16.73874,7.33397,12.07897,0.0,0.0,0.0,0.00977,0.07814,0.09573,0.90649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.30267,3.19936,0.0,0.0,0.0,0.0,0.0,0.0,0.25026,0.91682,0.0,0.0,0.93459,2.25794,0.86127,0.0,0.0,0.0,0.15877,0.0,0.72689,0.11035,35.23576,41.59444,28.7782,17.10046,0.0,0.0,0.0,0.0,0.01148,0.0,0.0,0.07353,0.0,0.0,7.58725,4.7997,0.0,0.18644,0.0,0.0,0.0,1.78209,8.01864,0.0,3.07789,9.30794,2.51135,0.0,0.0,0.0,0.0,0.00057,0.00781,1.5763,5.86823,1.81934,0.0,0.0,0.0,0.0,10.42214,9.35912,3.69004,3.32081,2.37019,0.0,0.0,0.04367,0.0,1.7957,13.1229,42.34228,0.10315,0.17053,0.00588,0.0,0.0,3.14704,1.7178,0.0,0.0,0.17071,0.0,0.32727,0.00275,0.14843,0.46364,0.05884,0.0,1.28639,0.37939,0.0,0.0,0.17085,5.23943,0.0,0.0,1.28594,0.0,0.0,0.0,0.0,0.0,9.8996,9.13749,0.0,0.0,1.27039,1.11902,0.03052,0.30529,0.0,0.0,0.33031,0.0,0.0,0.0,0.0,0.64377,0.49908,2.94863,1.21941,1.59593,0.0,0.0,0.01048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55984,0.29998,0.16972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73924,5.44966,4.63249,0.0,0.0,14.22791,6.97644,0.0,0.0,5.36285,9.31287,12.66934,0.0,0.0,0.0,0.0,0.0,3.43647,4.16408,6.31225,4.35167,0.08054,0.02414,0.00128,0.01419,8.91356,1.29387,0.59293,0.2012,0.1415,0.0,0.0,0.0,0.0,0.04054,0.22022,0.0,0.0,0.26027,0.0,0.0,8.33105,5.41553,5.4367
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans,0.01131,0.10543,0.03172,0.0,0.0,0.31441,0.13289,0.16763,0.20378,0.00849,0.03451,0.11641,0.0,0.0,0.0,0.0,0.0,0.01468,0.02626,0.63416,1.74205,0.49184,0.25754,0.0,0.02924,0.66483,0.48821,2.08294,0.54077,0.0,0.0,0.04152,2.74806,0.09836,0.63336,0.09229,0.0923,0.00951,0.0,0.05081,0.10225,1.30019,2.25748,0.0,0.0,0.0,0.41557,0.04122,0.21575,0.09932,0.00622,0.01618,0.0,0.0,0.84331,0.06352,0.18405,0.0,0.75474,3.10884,0.08966,0.07487,0.01485,0.0,0.0,0.04459,0.86705,0.10321,0.23903,0.03458,0.25161,0.39275,0.06362,0.61758,1.22951,0.29681,0.1483,0.64859,0.41808,1.21143,1.04053,0.70659,0.75581,0.59193,0.61803,0.5574,0.32004,0.20727,0.40112,0.0,0.00355,0.53045,0.03304,0.34679,0.30388,0.02109,0.04073,0.0292,0.3185,0.1748,0.0,0.0,5.28479,0.16693,0.12305,0.01151,0.0272,0.0,0.0,0.0,0.08243,0.4232,0.31639,0.58182,0.4608,0.83414,0.0,0.0,1.35194,0.06161,0.00797,0.09162,0.17594,0.29808,0.25533,0.03051,1.61417,0.40587,0.0,0.11211,0.32532,0.0652,0.0,0.05718,0.00083,0.38189,3.92675,2.44665,2.51321,0.55686,0.28571,0.50531,0.02376,0.12611,0.08964,0.20599,0.35908,0.26319,0.94944,0.77042,0.68296,0.28243,0.06577,0.12389,0.6387,0.46716,2.83628,0.617,0.8488,0.0,0.0,0.09582,0.09237,0.00597,0.18088,0.34496,0.24873,0.0,0.0,0.0,0.19621,1.21283,0.0,0.0,0.10235,0.08927,0.23745,0.82806,0.0497,0.0,0.16873,0.06449,0.01987,0.13415,0.05073,0.0963,0.0,0.0,2.04861,0.10823,0.76105,0.27615,0.0,0.0,0.08197,0.12381,0.76454,0.0,0.12958,0.0,0.0,0.56619,0.11418,0.0,0.0,0.05408,0.0,0.0,3.36926,0.21732,0.23663
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii,0.39271,0.24193,1.38266,2.37075,0.43238,0.86028,0.21991,1.98236,3.45188,0.09502,0.0554,0.05975,1.34559,0.31647,2.56008,0.0,0.03189,0.49238,0.12458,0.13283,0.0,1.48371,0.15383,1.39178,0.93021,0.84688,0.14099,0.07291,0.0213,0.0,0.0,0.0,0.01997,0.00881,0.57606,4.55405,2.02806,1.63389,0.12054,2.89719,0.1411,0.24394,1.35278,0.0,0.0,0.0,0.10758,0.4659,0.00324,0.17267,2.45477,1.61867,0.40674,0.18369,0.1286,0.09789,0.94334,1.53811,0.08235,0.00663,0.0,0.0,0.11987,1.09391,1.42984,0.12583,0.58369,0.042,0.1122,0.15209,1.14309,1.14809,0.00708,0.14612,0.0,0.18863,0.15698,0.64091,0.62691,0.79469,0.67947,0.28911,0.1693,0.27241,0.18563,0.56546,0.18317,0.20996,0.49649,3.03236,0.09519,0.04044,0.26472,0.00259,0.09617,0.00736,0.07329,0.12339,0.46826,2.28528,0.00276,0.0,5.78159,0.2973,1.49459,0.17891,0.05442,0.22243,0.5319,0.02911,0.36885,0.62509,6.73954,2.09966,0.25906,0.05367,0.0,0.0,0.06666,0.14283,0.00552,0.13029,0.03238,1.26453,0.78413,0.46527,11.60999,4.56799,0.09313,0.0,0.013,0.0321,0.14425,0.942,0.00529,1.48696,0.71474,0.71916,1.11598,0.30583,0.09217,0.50934,0.0,0.12413,0.0,0.0,0.0,0.0,0.02754,0.15871,0.11388,0.01558,0.00533,0.0,0.0,0.0,0.20885,0.24664,0.18929,0.71325,1.14372,0.00731,0.0,0.0,0.0,0.03501,1.40438,2.27883,0.84655,0.55237,0.22514,0.18402,2.33481,3.29926,0.0275,0.0,0.26794,0.57584,0.69545,0.06628,0.00286,0.0,0.0,0.05598,0.0,0.0089,0.05594,0.52558,1.46857,0.0,0.28849,0.01105,0.92642,0.42431,0.02762,0.00849,0.0,5.54617,6.94911,0.0,0.0,0.05322,1.05419,0.0,0.0,0.11414,0.86713,1.30423,1.81953,0.2691,0.0614
