,CSM79HLC,CSM79HLI,CSM79HLK,CSM7KOPO,CSM7KOQ1,CSM7KOR8_P,CSMAE44D,CSMAG78W,CSMAH393,CSMAIG7X,HSM7J4QL,HSM7J4MA,HSM7J4MC,HSM7J4ME,HSM7J4IS,HSM7J4KM,HSM7J4O7,HSM7J4O9,HSMA33MI,HSMA33MK,MSM6J2LB,MSM79HEA,MSM79H67,MSM79HA7,MSMA26AP,MSMA26AR,MSMA26EL,MSMA26EN,MSMA26EP,MSM9VZHR,MSM9VZHT,MSMB4LZP,MSMB4LZR,MSMB4LZV,MSMB4LZX,PSM7J14P,PSM7J14R,PSM7J16H,PSMA265J_TR,PSMA265J,PSMA265H
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus,14.73985,18.88981,14.9848,1.07832,17.25063,28.09853,29.11356,0.0,11.07204,35.47634,0.0,9.75678,11.58724,8.22029,0.0,12.79188,22.84353,24.1939,36.97497,44.49999,11.55177,54.69734,39.79099,6.95022,30.61068,14.55278,0.05791,0.0,0.0,0.0,0.0,36.0395,60.81926,2.5379,4.43676,27.66167,24.87362,0.0,0.0,0.0,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,20.57735,16.60111,23.71669,40.05655,4.67728,9.16142,6.60437,42.13776,0.0,0.4435,0.0,10.43462,10.74008,6.31992,11.95027,0.44714,5.28525,12.3433,2.87993,0.87977,0.0,26.19251,18.82907,2.98646,2.40694,3.01711,0.04422,0.0,0.0,0.0,0.0,0.0,0.0,4.34157,6.56723,10.51471,6.74085,0.0,0.0,0.0,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron,0.02234,0.0,0.0,2.99599,3.53186,1.28835,3.37453,0.0,0.0,0.017,13.50673,0.00489,0.19435,0.1569,3.59039,0.0,0.06732,0.09112,0.0,0.0,0.0,0.0,1.64816,0.22045,1.46517,1.3713,0.0,0.0,0.0,3.48526,5.14309,0.00977,0.01186,0.70678,2.69957,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,1.17233,1.15802,1.14889,2.56525,11.47086,6.12098,5.9636,11.62939,0.12672,0.31493,13.97115,23.69802,13.61437,30.97017,5.45876,24.97939,1.80871,3.24923,8.1545,2.59289,4.81778,6.9799,2.75735,3.19666,0.71606,3.22276,10.81571,41.32296,0.0,19.96918,28.06197,2.61245,0.24289,26.41956,23.75317,11.41125,17.77021,0.0,42.44139,42.44139,32.71752
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis,0.00164,0.0,0.0,0.0,0.0,0.33931,0.28111,1.22414,1.08921,1.05461,0.0,0.07007,0.32132,1.97228,0.0,0.0,0.0,0.0,0.0,2.60541,0.04232,0.0,6.41408,0.45101,0.00279,0.0,59.97561,11.20424,0.0,11.66254,2.07177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.35548,12.35548,0.47328
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae,5.55483,4.2447,7.70306,6.7563,7.00788,4.07269,2.89904,1.4851,16.68711,4.61963,12.47024,0.00053,0.0,0.0,0.00159,3.67914,4.33217,3.94143,0.69846,0.25709,1.22274,0.0,3.01879,4.36645,24.52616,10.55078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3596,0.85081,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme,0.00091,0.0171,0.0,0.01955,0.21863,0.0,0.0,0.0,0.04774,0.08816,0.00876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13172
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,0.0,0.0,0.0,0.02717,0.36702,0.0,1.22669,0.0,15.84776,0.31277,22.23455,0.0,0.07585,0.0,33.30929,0.31154,0.0,0.0,0.0,0.0,2.62778,1.02664,0.0,0.9062,0.36415,2.93405,0.0,0.0,0.0,0.0,0.0,6.1025,4.34121,0.0,0.0,4.7313,2.41911,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans,0.22536,0.16195,0.49582,3.51699,0.83398,0.02083,0.03585,0.21632,0.0,0.00182,1.56678,0.0,0.0,0.0,0.08783,0.20626,0.04235,0.04938,0.0,0.0,0.43598,0.69431,0.70258,0.02606,0.27584,0.65921,0.58173,5.25188,0.0,0.49584,0.31211,0.0,0.0,0.98815,0.90601,0.28648,0.50044,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii,1.49145,0.41479,1.78254,1.46644,0.06745,0.17116,0.00093,0.04767,1.25178,0.45043,1.99882,0.20676,0.20548,0.08537,0.2859,0.02876,0.27203,0.37095,0.0,0.29145,1.43471,0.78677,0.01201,0.03685,0.76302,0.53476,0.86922,8.34955,0.0,0.06617,0.08224,1.18247,2.42764,0.0,0.0241,0.06214,0.03437,0.0,4.49143,4.49143,2.16634
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus,0.0,0.0,0.0,0.07003,0.04223,0.0,0.0,0.0,0.04627,0.27777,0.08513,0.0,0.0,0.0,0.12768,0.0,0.02052,0.01722,0.0,0.0,0.0,0.03132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06623,0.59702,0.02381,0.27674,0.0,0.0,0.13353,0.16687,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans,0.0,0.0,0.0,0.0,0.0,0.0,1.20533,0.0,0.0,0.0,0.29311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02645,0.0,0.00973,0.0,0.1469,3.33738,0.02886,0.0,1.86576,2.03628,0.44898,0.26043,0.13069,0.12381,0.08262,0.15581,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_CAG_257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05902,0.1128,0.0,0.0,0.0,0.0,0.0,0.0,0.04398,0.0533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01896,0.00954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05201
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus,0.00192,0.0,0.00394,0.00784,0.41005,0.0,0.0,0.0,0.3849,0.08424,0.17712,0.0,0.0,0.0,0.00405,0.71908,0.16678,0.05586,0.0,0.12506,0.0,0.06637,0.02825,0.0,0.12012,0.26386,0.5339,0.38235,0.0,0.04724,0.40807,0.27413,0.515,0.0,0.0,0.01369,0.0,0.0,2.43862,2.43862,3.19454
