"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301"
0.0219912035185926,0,0,0,0.0157936825269892,0,0,0.00489804078368653,0,0,0,0.00319872051179528,0,0.00039984006397441,9.99600159936026e-05,0,0,0,0,0,0,0,0,0.000199920031987205,0,9.99600159936026e-05,0,0,0,0.000199920031987205,0,0,0,0.00289884046381447,0,0,0.00269892043182727,0.0195921631347461,0,0,0,0,9.99600159936026e-05,0,0.00519792083166733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117952818872451,0.0109956017592963,0,0,0,0,0,0,0.00259896041583367,0.0115953618552579,0,0,0,0,0,0,0.105257896841263,0,0,0.00179928028788485,0,0.00939624150339864,0,0,0,0,0,0,0,0,0,0.0744702119152339,0.00039984006397441,0,0.00449820071971212,0,0,0,0,0.00929628148740504,0,0,0.00529788084766094,0,0.0146941223510596,0,0,0,0,0.00509796081567373,0.00209916033586565,0.00239904038384646,0,0.00369852059176329,0.00429828068772491,0,0,0,0,0,0,0.0461815273890444,0,0,0,0,0,0,0,0,0,0,0,9.99600159936026e-05,0,0,0,0.0039984006397441,9.99600159936026e-05,0.00129948020791683,0,0.00129948020791683,0.000499800079968013,0,0.0114954018392643,0,0,9.99600159936026e-05,0,0,0,0,0,0,0,0,0,0,0.00209916033586565,0,0,0,0.0196921231507397,0,0,0,0,0,0,0,0,0,0.00749700119952019,0,0,0,0.0118952419032387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169932027189124,0,0,0,0,0,0,0,0,0,0,0,0.00109956017592963,0.137145141943223,0,0,0,0.0203918432626949,0,0,0,9.99600159936026e-05,0,0,0,0,0.000499800079968013,0,0.0571771291483407,0,0.000499800079968013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169932027189124,0,0,0,0,0,0,0.00149940023990404,0.00079968012794882,0.00279888044782087,0,0,0,0,0.00499800079968013,0,0,0,0,0,0,0.000699720111955218,0.0271891243502599,0,0,0.0217912834866054,0,0,0,0,0,0.000199920031987205,0.247900839664134,0,0,0.00349860055977609,0,0,0,0,0,0.00299880047980808,0,0,0,0,0,0.000499800079968013,0,0.00149940023990404,0,0,0,0
0.00828839624525664,0,9.98601957259836e-05,0,0.000599161174355902,0,0,0.00788895546235271,0,0,0,0,0,0,9.98601957259836e-05,0,0,0.0011983223487118,0,0,0,0,0,9.98601957259836e-05,0,0.0011983223487118,0,0,0,0,0.0203714799281007,0,0,0.0209706411024566,0,0,0.0211703614939085,0.151987217894947,0.00239664469742361,0,0,0.0042939884162173,0,0.00579189135210705,0.000299580587177951,0,0,0.000499300978629918,0.000199720391451967,0,0,0,0,0,0.0147793089674456,0,0,0,0.0115837827042141,0.0125823846614739,0.000798881565807869,0,0,9.98601957259836e-05,0,0,0.000199720391451967,0.0146794487717196,0,0,0,0,0,0.000299580587177951,0,9.98601957259836e-05,0,0,0,0.0235670061913321,0,0.00439384861194328,0,9.98601957259836e-05,0,0.00139804274016377,0,0,0,0.153784701418015,0.000199720391451967,0.000898741761533853,0.000399440782903934,0,0,0.000299580587177951,0,0,0,0,0.00199720391451967,0,0.000998601957259836,0,0,0,0,9.98601957259836e-05,0.00169762332734172,0.000898741761533853,0,0,0,0,0,0.000299580587177951,0,0.0110844817255842,0.012482524465748,0,0,0,0,0.0107849011384062,0.0284601557819053,0.0105851807469543,0,0.000299580587177951,0,0,0,0,0,0,0,0,9.98601957259836e-05,0,0,0,9.98601957259836e-05,0,0,0,0,0,0,0.00748951467944877,0,0.000699021370081885,0.00768923507090074,0,0,0,0,0,0,0,0.00649091272218894,0,0.0134811264230078,0,0,0,0,0,0,0,9.98601957259836e-05,0,0.00389454763331336,0,0,0,0,0,0.00369482724186139,0,0.0383463151587777,0.0118833632913921,0.000199720391451967,0,0,0,0,0,0,0,0.0186738566007589,0,0.000199720391451967,0,0,0,0,0.000199720391451967,0,0,0,0,0,0.0107849011384062,0,0.000798881565807869,0,0.00149790293588975,0,0.0143798681845416,0,0.000499300978629918,0,0,0.000199720391451967,0,0.00858797683243459,0.00269622528460156,0.01218294387857,0,0.0282604353904534,0,0,0.000199720391451967,0,0.000898741761533853,0,0,0,0,0,0,0,0.0011983223487118,0,0.012083083682844,0,0.000499300978629918,0.00179748352306771,0,0,9.98601957259836e-05,0,0,0,0.00149790293588975,0,0.000399440782903934,0,0.00129818254443779,0,0,0,0,0,0,0.00389454763331336,0.0113840623127621,0.000299580587177951,0,0,0,0.000299580587177951,0.00169762332734172,0,0,0,0,0,0,0.000199720391451967,0.0011983223487118,0,0,0.0107849011384062,0.000299580587177951,0,0,0,0,0,0.0906730577191931,0,0,0.0652087078090673,0,0,0,0,0,0.00279608548032754,0.0141801477930897,0,0,0,0,0.00109846215298582,0.000299580587177951,0,0,0.000199720391451967,0.0150788895546235,0
0.00179910044977511,0,0,0,0,0,0,0.000599700149925037,0.00869565217391304,0.00129935032483758,0,0.00169915042478761,0,0,0.000499750124937531,0,0,0.000299850074962519,0,0,0,0,0,0,0,0.0231884057971014,0,0,0,0.00129935032483758,0,0,0,0.015792103948026,0,0,0.00279860069965018,0.192503748125937,0.00209895052473763,0.0124937531234383,0,0,0,0,0.000299850074962519,0.0173913043478261,0,0,0.000499750124937531,0,0,0.00509745127436282,0,0,0,0.00609695152423788,0,0,0.015592203898051,0,0.0015992003998001,0,0,0,0,0,0.0191904047976012,0.00119940029985007,0,0.0350824587706147,0,0,0,0,0,0,0,0,0.00649675162418791,0,0,0,0.0327836081959021,0.00109945027486257,0,0.00619690154922539,0.00349825087456272,0,0.000299850074962519,0.064567716141929,0,0.000499750124937531,0.000299850074962519,0,0,0.000199900049975012,0,0.00469765117441279,0.000199900049975012,0.000199900049975012,0.00499750124937531,0.000299850074962519,0,0,0,0,0,0.141029485257371,0,0,0,0.0186906546726637,0.031784107946027,0.000899550224887556,0,0,0,0,0.00409795102448776,0.00649675162418791,0,0,0.00109945027486257,0.00739630184907546,0.000199900049975012,0.0222888555722139,0,0.0124937531234383,0,0,0.000599700149925037,0,0,0,0,0,9.99500249875062e-05,0,0,0,0.000399800099950025,0.000299850074962519,0.00669665167416292,0,0,0,0,0.00999500249875063,0,0.000599700149925037,0.00079960019990005,0,0,0,0.000199900049975012,0,0,9.99500249875062e-05,0,0,0.00569715142428786,0,0,0.0116941529235382,0,0,0.00529735132433783,0.000199900049975012,0,0,0,0,0.00109945027486257,0,0,0.000399800099950025,0,0.00149925037481259,0.0108945527236382,0,0,0,0,0,0,0,0,9.99500249875062e-05,0,0,0,0.00529735132433783,0,0,0,0,0,0,0,0,0.00109945027486257,0.0272863568215892,0,0,0,0.00899550224887556,0,0,0.000499750124937531,0.00149925037481259,0,0,0.00129935032483758,0.00229885057471264,0,0.00489755122438781,0,0,0,0,0,0.00129935032483758,0,0,0,0,0,0,0.00219890054972514,0,0.000499750124937531,0,0,0,0,0,0,9.99500249875062e-05,0,0,0,0,0,0,0.000299850074962519,0,0,0,0,0,0,0,0,9.99500249875062e-05,0,0,0,0,0,0,0,0,0,0.000399800099950025,0,0,0,0,0,0.00189905047476262,0.00109945027486257,0,0.00499750124937531,0,0.000699650174912544,0,0,0,0,0.0820589705147426,0,0,0.023888055972014,0,0,0,0,0,0,0.00079960019990005,0,0,0,9.99500249875062e-05,0,0,0.0282858570714643,0,0,0.00149925037481259,0
0,0.000899730080975707,0,0,0,0,0,0.000199940017994602,0,0,0,0,0,0.000699790062981106,0.00389883035089473,0,9.99700089973008e-05,0,0,0,0.011296611016695,0,0,0,0,0.412676197140858,9.99700089973008e-05,0,0,0.000199940017994602,0.00159952014395681,0,0,0,0,0,0.000199940017994602,9.99700089973008e-05,0,0,0,0,0,0,0,0,0,0.000499850044986504,0,0,9.99700089973008e-05,0,0,0,0.000399880035989203,0,0,0,0,0.0129961011696491,0,0,0,9.99700089973008e-05,0,0,0.00529841047685694,0,0,9.99700089973008e-05,0,0,0,0.00449865040487854,0,0,0,9.99700089973008e-05,0,0,0,0,0.00919724082775168,0,0,0.000299910026991902,0.0495851244626612,0,0,0.00169949015295411,0,0.00139958012596221,0.000199940017994602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174947515745276,0,0,0,0,0,0.00339898030590823,0,0,0,0.000199940017994602,0.023592922123363,0,0,0,0,9.99700089973008e-05,0.00289913026092172,0,0,0,0,0,0,0,0,0,0,0,0.000599820053983805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109967009897031,0.00259922023392982,0.00519844046785964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000299910026991902,0,0,0.0143956812956113,0,0,0,0,0,0.00209937018894332,0,0,0,0,0,0,0,0,0,0,0,0,0.00139958012596221,0,0,0.00219934019794062,0,0,0,0,0,0,0,0,0,0,0,0.000299910026991902,0,0,0.000299910026991902,0,0,0,0,0,9.99700089973008e-05,0.00779766070178946,0.0106967909627112,0,0,0.00149955013495951,0,0,0,0,0.000499850044986504,0,0,0.00669799060281915,0,0.0309907027891633,9.99700089973008e-05,0,0.0504848545436369,0,0,0,0,0,9.99700089973008e-05,0,0,0,0,0,0.00509847045886234,0,0,0,0,0,0,0.000499850044986504,0,0.000299910026991902,0,0,0,0,0,0,0,0,0.000199940017994602,0,0,0.00209937018894332,0,0,0.00119964010796761,9.99700089973008e-05,0,0.0101969409177247,0,0,0,0,0,0,0.248125562331301,0,0,0.00929721083674898,0,0,0,0,0,0,0.00109967009897031,0,0,0,0,0.000599820053983805,0.00229931020693792,0.000999700089973008,0,9.99700089973008e-05,0.0121963410976707,0
0.000599520383693046,0,0,0,0.000699440447641887,0,0.00839328537170264,0.00969224620303757,0,0,0,0.00399680255795364,0,0.0147881694644285,0.000499600319744205,0,0,0,0,0,0,0,0,0,0,0.0220823341326938,0,0,0,0,9.99200639488409e-05,0,0,0.0108912869704237,0,0,0.00269784172661871,0.00419664268585132,0.00549560351718625,0,0,0,0,0.00489608313349321,0.00109912070343725,0.0016986410871303,0,0,0,0,0,0.00239808153477218,0,0,0,0,0,0,0.00209832134292566,0,0,0,0,0,0,0,0.000899280575539568,0.00559552358113509,9.99200639488409e-05,9.99200639488409e-05,0.0038968824940048,0,0,0,0,0,0,0,0,0,0,0,0.00139888089528377,0,0.00349720223820943,0,9.99200639488409e-05,0,0,0.0731414868105516,0,0.000899280575539568,0.00739408473221423,0,0,0,0,0.0138888888888889,0.0107913669064748,0,0.00489608313349321,0,0.00749400479616307,0,0,9.99200639488409e-05,0,9.99200639488409e-05,0.00209832134292566,0,0,0,0.03017585931255,0.00189848121502798,0,0,0,0,0.000199840127897682,0,0,0,0,0,0.000199840127897682,0.00279776179056755,0,0,0,0,0,0,0,0,0,0.000799360511590727,9.99200639488409e-05,0,0,0,9.99200639488409e-05,0.000299760191846523,0,0,0,0,0,0.00209832134292566,0,0,9.99200639488409e-05,0.00279776179056755,0,0,0,0,0.000199840127897682,0,0,0.020083932853717,0.0149880095923261,0,0,0,0,0,0,0,0,0,0.00119904076738609,0,0,0,0,0,0.00479616306954436,0.0134892086330935,0.000599520383693046,0,0,0.000499600319744205,0,0,0,0,0,0,0,0,0.00519584332533973,0.000599520383693046,0,9.99200639488409e-05,0,0,0,0,0,0,0,0.025779376498801,0,0,0,9.99200639488409e-05,0,0,0,0,0,0,0,0,0.00149880095923261,0.00229816147082334,0.0172861710631495,0.000299760191846523,0.0271782573940847,0,0.00259792166266986,0.000599520383693046,9.99200639488409e-05,0,0,0,0,0,0.0207833733013589,0,0.0127897681854516,0,0,0.0594524380495604,0,0,0,0,0,0,0,0,0,0,9.99200639488409e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99200639488409e-05,0,0,0,0,0,0,0,0,0,0.000499600319744205,0,0,0.0716426858513189,0,0,0,0,0,0.000399680255795364,0.373701039168665,0,0,0.00819344524380496,0,0,0,0,0,0.00349720223820943,0,0,0,0,0,0.0317745803357314,0,9.99200639488409e-05,0,0,0.00319744204636291,0
0,0,0,9.9940035978413e-05,0,0,0.000199880071956826,0,0,0,0.000399760143913652,0,0,0,0.000599640215870478,0,0,0,0,0,0,0.000299820107935239,0,9.9940035978413e-05,0,0.0836498101139316,0,0,0.000599640215870478,0,0.00349790125924445,0,0,0.000199880071956826,0,0,0.000399760143913652,0.00479712172696382,0,0,9.9940035978413e-05,0,0,0,0,0,0,0,0,0,0,0,0,9.9940035978413e-05,0,0,0,9.9940035978413e-05,0,0.0118928642814311,0,0,0,0,0.0141914851089346,0,0,9.9940035978413e-05,0,0,0.000399760143913652,0,9.9940035978413e-05,0,0,0,0.000199880071956826,0,0,0.00319808115130921,0,0.00169898061163302,0,0.000199880071956826,0.021287227663402,0,0,0,9.9940035978413e-05,0.00219868079152508,0,0,0.00159904057565461,0,0,0,0,0,0,0,0,0,0.00149910053967619,0,0,0,0,0.34069558265041,0,0,0.0022986208275035,0.00549670197881271,0,0,0,0,0,9.9940035978413e-05,0.00119928043174096,0,0.000199880071956826,0,0,0,0,0.00219868079152508,0,0,0,0,0,0,0,0,0,9.9940035978413e-05,0,0,0,0,0.00129922046771937,0,0,0,0,0,0.000599640215870478,0,0,0,0.00129922046771937,0,0,0,0,0,0,0,0,0,0.0214871077353588,0,0,0,0,0,0,0,0,0,0.000799520287827304,0,0,0,0,0,0.004597241655007,0,9.9940035978413e-05,0.0306815910453728,0,0,0,0,9.9940035978413e-05,0.000599640215870478,0,0,0.0145912452528483,0,0,0.00199880071956826,0,0,0,0,0,0,0,0,9.9940035978413e-05,0.0565660603637817,0,0.00109934039576254,0.000899460323805717,0.000199880071956826,0,0,0.000499700179892065,0.000299820107935239,0,0,0,0,0,0.00189886068358985,0.00329802118728763,0,0,0,0,0.00789526284229462,0,0,0,0,0.00279832100739556,0,0.00159904057565461,0,0,0,0,0.0284829102538477,0,0,0,9.9940035978413e-05,0,0,0,0,0,0,0,9.9940035978413e-05,0,0.00439736158305017,0,0,0,0,0,0,0.00469718169098541,9.9940035978413e-05,0,0,0,0,0.00249850089946032,0,0,9.9940035978413e-05,0,0,0,0.00249850089946032,0.000799520287827304,0.000199880071956826,0,0,0.0547671397161703,0,0,0,0,0,0.000299820107935239,0.23485908454927,0,0,0.0022986208275035,0,0,0,0,0,0,0,0,0,0,0,0.0022986208275035,0,9.9940035978413e-05,0,0,0,0
0,0,0,0,0,0,9.99100809271655e-05,0.00109901089019882,0,0,0,9.99100809271655e-05,0,9.99100809271655e-05,0.00139874113298032,0,0,0,0,0,0,0.000399640323708662,0,0.000399640323708662,0,0.110800279748227,0,0,0.00129883105205315,0,0.00519532420821261,0,0,0.00829253671695474,0,0,0.00439604356079528,9.99100809271655e-05,9.99100809271655e-05,0,0,0,0.00949145768808073,0.000499550404635828,0,0.00739334598861025,0,0,0,0,0.000299730242781497,0,0,9.99100809271655e-05,0,9.99100809271655e-05,0,0,0,0.00109901089019882,0,9.99100809271655e-05,0,0,0,0,0.00589469477470277,0,0,0,0.00349685283245079,0,0.000199820161854331,0.000299730242781497,0,0,0,0,0,0.00109901089019882,0,0,0.0491557598161654,0,9.99100809271655e-05,0,0,0,0.000399640323708662,0.00209811169947048,0,0.000699370566490159,0.00819262663602758,0,0.00629433509841143,0,0,9.99100809271655e-05,0.00219802178039764,0,0,0,0.00819262663602758,0.00279748226596064,0.00139874113298032,0,0.00349685283245079,0.293835548006794,0,0.0201818363472874,0.000199820161854331,0,0,0.0101908282545709,0,0,0.00339694275152363,0,0.00369667299430513,0.00379658307523229,0,0.000699370566490159,0,0.00629433509841143,0.000799280647417324,0,0,0,0.000199820161854331,0.00859226695973624,0.000199820161854331,0.00599460485562993,0,0,0,0,0.01868318513338,0,0,0,0.00269757218503347,0,0,0,0.0161854331102008,0,0.00109901089019882,0,0,0,0.000599460485562993,9.99100809271655e-05,0,0,0,0,0,0,0,0.00409631331801379,0.00619442501748426,0.00109901089019882,0,0.000299730242781497,0,0,0.000699370566490159,0,0,0,0.00219802178039764,0.00279748226596064,0,0,0,0,0.00189829153761615,0.00709361574582875,0.0135877710060945,0,0,0,0,0,0,0,0,0.000299730242781497,0.00089919072834449,0,0.00329703267059646,0.00089919072834449,0,0,0.0122889399540414,0,0,0,0,0,9.99100809271655e-05,0.0523528824058348,0,0,0,0.000299730242781497,0,0.0054950544509941,0.000399640323708662,9.99100809271655e-05,0,0.00769307623139175,0,9.99100809271655e-05,0.000699370566490159,0.00229793186132481,0.0425616944749725,0.00219802178039764,0.00839244679788191,0,0,9.99100809271655e-05,0,0,0,0,0,0,0.00219802178039764,0.000599460485562993,0.00089919072834449,0,0.00149865121390748,0.0357678089719253,0,9.99100809271655e-05,0,0,0,0,0.000299730242781497,0,0,0.00349685283245079,0,0.000399640323708662,0,0,0,0,0,0.000199820161854331,0.00209811169947048,0,0.0117893895494055,0.000499550404635828,9.99100809271655e-05,0,0.000399640323708662,0,9.99100809271655e-05,0,9.99100809271655e-05,9.99100809271655e-05,0,9.99100809271655e-05,0,0,0,0.0089919072834449,0,0.000199820161854331,0.0291737436307323,0,9.99100809271655e-05,0,0,0.000199820161854331,0.00229793186132481,0.0160855230292737,0,0.0134878609251673,0.0151863323009292,0,0,0,0,0.000499550404635828,0.00729343590768308,9.99100809271655e-05,0,0.00129883105205315,0,0,0.0154860625437107,0,0.000299730242781497,0,0,0.00169847137576181,0
0,0,0,0,0,0,0.0040995900409959,0,0,0,0,0,0,0.0074992500749925,0,0,0,0,0,0,0,0,0,0.0003999600039996,0,0.0764923507649235,0,0,0,0,0,0,0,0,0,0,0.0010998900109989,0,0,0,0,0,0,0.0072992700729927,0,9.99900009999e-05,0,0,0,0,0,0,0,0,0,0,0,0.0002999700029997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002999700029997,0,0,0,0,0,0.0338966103389661,0,0,0,0,0,0.0065993400659934,0,0,0,0,0,0,0,0,0.081991800819918,0,0,0,0,0,0,0,0,0,0.0005999400059994,0,0,0,0,0.0026997300269973,0.0040995900409959,0.0211978802119788,0,0,0,0,0,0,0.0084991500849915,0,0,0,0,0.0007999200079992,0,0.0086991300869913,0,0.0107989201079892,0,0,0,0,0,0,0,0,0,0,0,0,9.99900009999e-05,0,0,0,0,0,0,0,0,0,9.99900009999e-05,0,0,0,0,0,0,0,0,0,0,9.99900009999e-05,0,0,0,0,0,0,0,0,0,0,0,0.0014998500149985,0,0,0,0.0026997300269973,0.0015998400159984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001999800019998,0,0,0,0,0,0,0,0,0.0318968103189681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321967803219678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0093990600939906,0,0,0,0,0,0,0,0,0,0,0,0,0.0077992200779922,0,0,0.222777722227777,9.99900009999e-05,9.99900009999e-05,0,0.145985401459854,0,0,0.255574442555744,0,0,0,0,0,0,0,9.99900009999e-05,0,0,0,0,0,0,0.0102989701029897,0,0,0,0,0,0
0.000699650174912544,0,0,9.99500249875062e-05,0.00279860069965018,0,0,0.0105947026486757,0,0,0,0,0,0,0.00579710144927536,0.000299850074962519,0,0,0,0,0,0.00389805097451274,0,0,0,0.0682658670664668,0,0,0.0218890554722639,0.000299850074962519,0,0,0,0.00459770114942529,0,0,0.00179910044977511,0.0121939030484758,0.00929535232383808,0.0437781109445277,0,0,0,0.00229885057471264,0.00119940029985007,9.99500249875062e-05,0,0,0,0,0,0.00109945027486257,0,0,0,0,0.000199900049975012,0,0.00229885057471264,0.000999500249875062,0,0,0,0,0,0,0,0.00109945027486257,0,0.00489755122438781,0.00659670164917541,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00359820089955022,0,0.000199900049975012,0,0.000299850074962519,0.156521739130435,0,0.00139930034982509,0.000699650174912544,0,0,9.99500249875062e-05,0,0.00369815092453773,0.00349825087456272,0,0.00539730134932534,0.000299850074962519,0.00209895052473763,0,0,0,0,0.000399800099950025,0.00439780109945028,0,0,0,0.00419790104947526,0.0817591204397801,0,0.000599700149925037,0,0,0.00079960019990005,0.00589705147426287,0,0,9.99500249875062e-05,0,0.000199900049975012,0,0,0.00129935032483758,0,0,9.99500249875062e-05,0,0,0.000699650174912544,0,0,0.00199900049975012,0,0,0,9.99500249875062e-05,0,0.00509745127436282,0,0,0,0,0,0,0,9.99500249875062e-05,0,0.000299850074962519,0,0,0,0,0,0,0.00299850074962519,0.0104947526236882,0,0,0,0,0,0,0,0,0,0.000399800099950025,0,0,0,0,0,0.00909545227386307,0.00349825087456272,0.039480259870065,0,0,0,0,0,9.99500249875062e-05,0,0,0,0,0,0.00279860069965018,0.00599700149925037,0,0.000599700149925037,0,0.00229885057471264,0,0,0,0,0.0421789105447276,0.0273863068465767,0,0,0,9.99500249875062e-05,0,0,0.000399800099950025,0,0,0,0,0,0.0015992003998001,0.00209895052473763,0.00569715142428786,0,0.0103948025987006,0.000199900049975012,0.000899550224887556,0,0,0,9.99500249875062e-05,0,0,0,0,0,0,0,0,0.0938530734632684,0,0,0.000399800099950025,0,0,0,0,0,0,0,9.99500249875062e-05,0.00149925037481259,0,0,0,0,0.00899550224887556,0,0,0,0,0.0015992003998001,9.99500249875062e-05,0,0.00239880059970015,0,0.000199900049975012,0,0,9.99500249875062e-05,9.99500249875062e-05,0,0,0,0,0.0506746626686657,0,0,0.0498750624687656,0,0,9.99500249875062e-05,9.99500249875062e-05,0,0,0.0917541229385307,0,0,0.0279860069965017,0,0,0,0,0,0.000699650174912544,0.000899550224887556,0,0,0,9.99500249875062e-05,0,0.00289855072463768,0.000199900049975012,0,0,0.00359820089955022,0
0,0,0,0.001000200040008,0,0,0.0001000200040008,0.0024004800960192,0,0,0,0,0.000500100020004001,0,0.0001000200040008,0,0,0,0,0,0.0173034606921384,0.00640128025605121,0,0,0,0.0308061612322464,0.0002000400080016,0,0.0001000200040008,0.000700140028005601,0.0238047609521904,0,0,0,0,0,0,0.00760152030406081,0,0,0,0,0,0,0,0,0,0.0001000200040008,0,0,0,0,0.000400080016003201,0.0002000400080016,0.000800160032006401,0,0,0,0,0.00530106021204241,0,0.0019003800760152,0,0,0,0.002000400080016,0.0121024204840968,0,0,0.00870174034806961,0.00400080016003201,0,0,0,0,0,0,0,0,0,0,0.001500300060012,0.00330066013202641,0,0,0.000900180036007201,0,0,0,0,0,0.001000200040008,0.0001000200040008,0,0,0,0,0,0,0,0,0,0.0018003600720144,0,0,0,0,0.0443088617723545,0,0.0022004400880176,0,0,0,0,0,0,0,0,0.00660132026405281,0,0.0001000200040008,0,0,0.00540108021604321,0,0,0,0,0,0.0251050210042008,0,0,0,0,0,0,0,0,0,0,0.0003000600120024,0,0,0,0,0,0.0021004200840168,0,0.0001000200040008,0,0.0027005401080216,0.0017003400680136,0.0031006201240248,0.000800160032006401,0,0,0,0.0001000200040008,0,0.013002600520104,0,0,0,0,0,0,0,0,0.0003000600120024,0.000500100020004001,0,0,0,0,0,0,0,0.0211042208441688,0.0128025605121024,0,0,0,0,0,0,0,0,0,0,0,0.001000200040008,0.017003400680136,0,0,0,0,0,0,0,0,0,0,0,0.0012002400480096,0,0.001000200040008,0,0,0,0,0.000500100020004001,0,0,0,0,0.0001000200040008,0.0136027205441088,0,0,0.000600120024004801,0.0031006201240248,0.00330066013202641,0,0,0,0,0,0,0,0,0,0.0001000200040008,0,0.0291058211642328,0,0,0.000800160032006401,0,0,0.00400080016003201,0,0,0,0,0,0,0,0,0,0,0.0239047809561912,0,0.00590118023604721,0,0.0018003600720144,0.0001000200040008,0.0002000400080016,0,0,0,0.0002000400080016,0,0,0,0.0022004400880176,0,0.0001000200040008,0,0.0013002600520104,0.0316063212642528,0,0,0.0237047409481896,0,0,0,0.000900180036007201,0.000500100020004001,0,0.531606321264253,0,0,0,0,0,0.0002000400080016,0,0,0.001500300060012,0,0,0,0,0,0.00390078015603121,0,0,0,0,0.01750350070014,0
