,CSM67UA2,CSM67UGC,CSM79HJW,CSM79HJY,CSM67UDJ,CSM67UDN,CSM79HO1,CSM79HQB,CSM79HQF,CSM7KOLA,CSM7KOLE,CSM79HM5_P,CSM79HM7,CSM7KON8,CSM79HPS,CSM7KOJS,CSM7KOJU,CSM7KOK5,CSM7KOK7,CSM7KOKH_P,CSM7KOKJ,CSM7KOOH,CSM7KOOJ,CSM7KOOV,CSM7KOOX,CSM7KOOZ,CSM7KORI,CSM7KOSJ,CSM7KOOF,CSM9X22K,CSM9X23H,ESM5MEBG,ESM5MECQ,ESM718SY,ESM5ME9U,HSM67VEI,HSM67VEK,HSM67VI1,HSM7CYXQ,HSM67VG2_P,HSM67VG6_P,HSM67VGC,HSM67VGE_P,HSM67VGG,HSM6XRTO,HSM6XRTS,HSM7J4QT,HSM7CYZ9,HSM7CYZB,HSM7J4KQ,HSM7CYY3,HSM7CYY5,HSM7J4PE,HSM7J4PG,HSM7J4PQ,HSM7J4PS,HSM7J4IW,HSM7J4HG,HSM7J4HY,HSM7J4I5,HSMA33OR,HSMA33OT,HSMA33M8,HSMA33S4,HSMA33RT,HSMA33SK,MSM5LLD6_P,MSM6J2J1,MSM6J2QR,MSM6J2LT,MSM6J2PK,MSM6J2OH,MSM6J2OJ,MSM6J2RA,MSM6J2Q3,MSM6J2Q5,MSM6J2ML,MSM79HBN,MSM79H5Q,MSM79H5U,MSM79HEY,MSM79H6D,MSM79H6F,MSM79H6J,MSM79H6H,MSM9VZNL,MSM79HBB,MSM9VZHB,MSM9VZLN,MSM9VZLP,MSM7J16J,MSM7J16L,MSM9VZOY,MSM9VZOU,MSM9VZOK,MSM9VZOM,MSMAPC7P,MSMA26BT,MSMA26BV,MSMA26BF,MSMA26BH,MSMAPC6E,MSMAPC6G,PSM7J136,PSM7J1CS_P,PSM7J1CU,PSM6XBUO,PSM7J18E,PSM7J18G,PSM7J193,PSM7J127,PSM7J154,PSMA265T,PSM7J15K,PSM7J15M
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus,36.66945,4.61309,63.28092,52.35619,25.51341,27.39843,0.0,13.42963,0.00164,21.96722,42.33663,1.89597,1.25526,17.95431,2.55958,0.0,0.0,13.4911,19.66653,41.61,55.47171,9.72928,17.01394,40.50462,55.6197,31.36668,37.9253,0.0,10.9167,8.82454,15.53665,62.29593,49.12904,32.70358,28.58301,0.0,0.0,39.41548,29.17918,5.60197,9.95956,13.63284,11.1823,10.16794,0.05301,0.00176,18.99939,0.0,0.02211,29.21515,21.55353,29.09463,7.76182,31.36223,0.0,0.0,0.0,20.72266,26.19505,19.76378,30.23845,31.49592,10.38142,17.49066,18.55495,18.41438,4.33649,25.46244,37.74238,21.54057,8.9156,55.239,71.52289,7.58041,32.27011,18.23273,0.0,0.0,10.70232,3.94637,52.7331,8.31002,6.66361,4.273,2.91279,4.76515,8.42196,7.13109,10.392,10.92124,15.81631,39.81276,0.0,0.0,0.0,0.00175,50.27044,34.90821,14.30222,6.64789,7.84558,0.0125,0.12994,12.2003,0.00264,0.00088,18.46917,17.01276,23.15608,32.21549,24.53824,15.37208,24.94407,0.0,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,27.55768,4.78922,0.0,0.0,29.01038,15.73666,8.62358,3.32606,0.0,9.46199,4.23375,11.48339,0.66924,17.90223,6.16201,50.63897,59.76499,7.82908,20.2187,4.86736,3.51422,9.28842,8.78471,0.0,0.0,0.0,7.18416,0.0,44.074,25.07273,14.36482,0.0,0.0,16.19287,8.14894,13.25433,3.49287,10.6577,4.75739,2.09153,8.70678,9.91229,1.51069,0.71041,13.26917,28.05294,18.05044,0.79966,0.0,7.74195,17.9074,9.20845,5.07965,10.15784,14.45869,13.57493,13.57269,1.39435,18.62199,16.79461,3.39846,11.19715,0.22334,23.61925,24.1859,1.73373,0.01731,18.81309,24.03149,4.9019,26.60247,16.6858,8.45263,4.79777,27.47583,31.48908,0.0,0.0,32.59633,28.13691,14.50392,2.48982,2.78403,2.2571,3.22942,9.71471,16.41249,0.76794,13.22711,13.33442,2.44137,1.93132,0.0,0.0,0.0,0.0,2.9736,14.20723,12.14311,8.53517,7.52262,50.62752,41.07604,35.85964,20.59172,5.96336,14.02713,12.9155,6.1508,0.0,0.0,5.58088,7.25349,0.0,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron,16.47612,5.04823,16.85009,13.35501,0.0,0.0,1.55622,0.19075,0.0,1.16741,2.02995,1.43827,0.64058,0.48964,0.0,0.73664,0.66633,11.67506,9.41807,1.16616,0.34791,3.37162,3.19157,0.0,0.0,0.0,12.14149,0.0,2.73234,1.1074,4.53765,0.0,0.0,2.44387,0.78923,0.0,0.0,0.02024,0.0,0.0926,0.37119,1.6917,1.06476,3.8592,0.25085,1.5265,0.06898,10.90266,12.37824,0.0,0.0,0.00427,0.41013,0.08882,2.3611,4.16151,0.64366,0.0,0.18333,0.09508,0.0,0.0,0.30606,0.08735,4.82005,0.74204,0.0,0.7864,1.51081,2.69959,2.60567,0.0,0.34717,0.47052,2.45329,2.19675,0.0,0.0,0.84055,0.84423,1.43021,0.61317,1.60003,0.88483,0.40031,0.34335,1.05342,0.1252,0.88281,0.72973,0.4486,0.46354,0.0,0.0,7.53151,11.08774,0.98291,1.73434,0.35217,4.94472,4.63072,0.0,0.0,0.01143,0.0,0.0,0.0,0.0,0.0,25.91456,34.53019,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,1.41379,0.02405,0.0,0.0,0.95717,1.09145,0.0,1.64569,0.0,15.50313,7.55381,10.30798,6.02025,14.48002,1.53139,0.0,0.0,3.74358,11.3011,1.59283,5.98268,6.62427,6.3272,0.46837,0.52679,1.63474,1.2661,0.0,17.35623,1.6151,1.90996,12.24934,15.99182,2.51652,4.45821,39.33562,49.26341,5.01165,1.97394,0.17022,9.43185,23.30039,4.60912,3.97559,7.60823,10.35468,10.4069,3.91742,16.73528,7.89818,0.0,2.10042,19.19842,12.62991,1.03836,4.07776,10.50374,18.60753,0.58656,0.67597,5.64966,7.42649,0.93735,3.57163,5.19339,22.26955,12.31823,16.92612,14.16655,9.18494,2.32627,1.73535,2.11868,3.16816,0.86623,1.60799,0.0,0.0,2.90383,15.17276,1.49734,6.28401,8.46754,8.33561,2.13196,31.73599,31.33349,0.48935,3.84856,2.95244,2.33869,4.20924,29.43105,29.76941,19.91179,2.69714,7.26735,8.17657,23.09539,16.91836,9.55838,7.7547,12.92522,12.22049,5.85007,14.68505,29.14467,29.2893,37.12315,5.82477,1.64749,18.85102,0.23409,45.49668,48.45682
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis,2.07717,0.55995,0.01371,0.17242,0.0,0.0,0.0,0.77181,1.239,5.56885,2.71795,4.07843,13.65134,3.94413,0.0,0.0,0.0,0.44186,0.0,0.38489,1.28853,1.26787,3.32526,0.4661,0.73238,2.13306,0.53037,3.44347,0.0,0.95148,1.2414,2.92083,2.52957,0.13059,0.32365,4.86475,5.58063,0.766,0.18898,0.00504,0.41596,0.00246,1.39379,0.0,0.0,0.0,0.0,0.0,0.0,1.78669,0.0,0.52121,1.31407,1.11935,0.0,4.00064,1.74035,0.0,0.01196,0.17116,0.0,1.97092,0.0,1.0179,0.95021,0.0,0.51175,5.52102,1.34995,0.0,0.0,0.0,0.0,0.71142,1.41711,1.61612,0.0,0.0,0.0,0.0,1.73195,1.11218,0.23285,0.05908,0.0,6.98714,3.917,1.53377,0.01356,0.0237,0.0,0.0,14.0838,0.0,0.57409,0.23659,0.0,3.25318,4.44551,5.78344,2.5298,5.79678,4.01315,0.10095,4.59419,16.61884,0.0,0.0,1.43182,1.97689,0.97565,6.22228,0.0,0.0,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae,1.45802,25.04696,0.0,0.0,5.54832,4.0559,0.0,0.0,0.0,5.847,3.14679,0.0,0.0,2.65079,0.84149,1.62469,2.36119,3.68709,5.72388,7.77286,2.97433,3.26022,4.58348,12.04882,7.09975,3.2039,0.0,0.0,1.52975,0.0,1.63389,0.0,0.0,0.585,1.19588,0.0,0.0,8.88246,9.62328,6.16626,3.46873,3.84621,0.86522,2.5729,14.61988,11.7495,2.72546,4.37378,11.8587,8.70844,0.0,3.39657,0.0,6.16032,0.0,0.0,1.60362,1.25878,4.12984,2.36656,0.37498,0.27873,0.0,6.53531,0.04598,0.0,2.02485,0.0,0.0,2.3183,0.0,0.0,0.33723,1.56218,7.90187,6.49176,0.0,0.0,2.4911,1.39163,2.75642,1.93405,4.33937,0.82095,0.99148,2.36262,0.2634,0.98577,2.93509,3.92909,24.90915,19.6192,0.0,0.0,0.0,0.0,0.0,1.77012,0.64929,0.34518,0.33864,0.0,0.0,1.05186,0.0,0.0,0.0,0.0,0.0,2.6199,4.86431,1.8586,21.97821,0.0,0.0198
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme,0.00143,0.34692,1.12835,2.11306,0.03043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03404,0.00166,0.0,0.0,0.0,0.0,0.0,0.0,0.02211,0.17565,0.13114,0.0,3.58447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0948,0.15825,0.0,0.0,0.0,0.08702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00292,0.0,0.0,0.00408,0.02189,0.0,0.0,0.0,0.0,0.0,0.23004,0.15097,0.0,0.68717,0.0,0.0,0.00432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03452,0.00674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05216,0.04954
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,1.51147,20.64129,5.94573,4.16667,0.0,0.0,0.35096,0.01426,0.0,0.0,0.0,2.76018,1.21511,0.0,0.53544,0.0,0.0,0.02442,0.06367,0.0,0.0,1.48443,1.17053,0.0,0.0,0.0,0.05184,8.87126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.98787,3.33053,1.21776,0.0,61.21578,9.37516,0.0084,0.01244,0.1574,4.08927,1.57848,4.70206,14.08136,42.94994,0.0,18.33182,16.50488,0.0,0.24843,18.62136,27.92751,0.13332,0.0019,0.0,0.0,0.0,0.0,0.15373,2.81498,0.0,0.0,6.81066,6.03731,3.4951,1.05643,0.0,5.09993,1.90719,0.18929,0.0,0.0,0.0,0.0,1.17198,0.85899,0.87969,1.03954,1.96388,2.38767,1.36772,0.03424,0.0,0.0,0.0,0.0,0.0,0.01049,26.56164,41.90467,0.0,0.0,0.1481,0.0,0.0,0.0,0.0,7.74514,5.31591,0.0,0.0,0.0,6.04209,5.99052,4.75705,0.04953,0.14573,0.15612,2.68342,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans,0.26724,8.03336,0.0,0.0,0.23399,0.17886,0.0,2.30403,0.0,0.27365,0.03321,0.0,0.1146,0.31114,0.08448,3.73071,4.00164,0.13873,0.08062,0.05586,1.42741,0.20945,0.01975,0.0,0.0,0.0,0.08142,0.0,0.03752,0.23503,0.11913,0.27408,0.85091,0.0,0.0,0.34891,0.14289,0.01485,0.05955,0.0,0.14413,0.4152,1.40221,0.0,0.85968,0.38783,0.24242,0.0,0.0,0.01367,0.0,0.0,0.0,0.01879,0.15907,0.09758,0.21074,0.66761,0.00813,0.00871,0.0,0.0,0.03022,0.00398,0.0,1.89543,0.02314,0.06822,0.04719,0.34794,0.31794,0.48406,0.60849,0.11709,0.42349,0.381,16.67381,2.89566,0.11658,1.03071,0.06906,0.15657,0.01885,0.28107,0.04032,1.49412,0.15398,0.7596,0.25354,0.2076,0.54465,0.71163,0.0,0.0,0.56543,0.04059,0.0,0.14376,2.02246,0.16715,0.07169,0.19416,0.42069,0.0,0.0,0.0,1.17218,0.75006,0.83455,0.27487,1.64543,0.23212,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii,2.35998,0.86096,1.65773,6.88836,1.06317,1.26032,0.28419,0.19364,0.66772,0.12589,0.41758,0.0,0.00075,1.4512,0.03545,0.18933,0.25315,0.1126,0.07641,0.33984,0.49362,0.0,0.0,0.71099,1.26444,1.28613,0.11924,0.0,0.14164,0.11924,0.18206,0.17372,0.03661,0.62802,0.89175,0.25587,0.25008,0.12914,0.00366,0.43188,0.8248,0.13119,0.09703,0.05322,1.45093,1.41775,0.5115,1.5163,0.39293,0.05253,0.77382,1.01539,0.0,0.0918,0.59404,0.38303,0.00958,0.13652,0.19676,0.11581,0.0,0.00922,0.03772,0.06383,1.76224,0.13664,0.88021,0.59109,1.02935,0.15015,0.0,0.88303,0.04749,0.0,0.57573,0.76769,0.40413,0.0,0.03568,0.06913,0.20899,0.04357,0.01016,0.02842,0.0,0.0,0.0,0.0,0.0,0.0,0.49337,0.67527,1.27896,1.45477,0.27377,0.00604,0.55866,0.39061,0.17135,0.00713,0.03831,0.75654,0.35043,0.08144,2.73171,0.18527,0.04693,0.03898,0.00751,0.68786,0.33214,0.02115,3.31347,6.05519,3.33525
